subject,f1_macro,bal_acc,acc
1,0.5965591909085741,0.580995414939976,0.6492753623188405
2,0.7763827906295332,0.7731679623258448,0.85
3,0.7586035696329815,0.7706101559198125,0.8468013468013468
4,0.7486322066992073,0.7471965998648499,0.8201438848920863
5,0.662429119362283,0.675132443291304,0.7217514124293786
6,0.7639542548642622,0.7659503040226175,0.8216123499142367
7,0.6785640565527288,0.6812836045028834,0.7566666666666667
8,0.7806160005247229,0.784750908006722,0.8554006968641115
9,0.7026979243393066,0.7013153233667222,0.7428087986463621
10,0.7257545895226951,0.7235856249014144,0.825147347740668
11,0.8243693804101642,0.8511048546078288,0.8494208494208494
12,0.7232411249275865,0.7304882617382616,0.7928994082840237
13,0.8621870395995141,0.8733610069711885,0.9122340425531915
14,0.7090338784168588,0.722094414671375,0.7948387096774193
15,0.7919654742341591,0.812649606533777,0.8737704918032787
16,0.7820983585814094,0.7971292596292596,0.8472834067547724
17,0.7925479463784268,0.7899394643297082,0.8691322901849218
18,0.7577644115411983,0.7775399745603234,0.8328125
19,0.6631821487744736,0.678022396003963,0.7248603351955307
20,0.6578198359607889,0.6730430914637006,0.7946577629382304
21,0.7432312353527107,0.7522134881145254,0.8401976935749588
22,0.6484955757077888,0.6622950449121191,0.7132963988919667
23,0.5518291117834092,0.5472683299996467,0.6335227272727273
24,0.509213401177497,0.5258112889189086,0.5666156202143952
25,0.7346107891030067,0.7729386119269895,0.797077922077922
26,0.7249125510845504,0.7497409439621916,0.8086185044359949
27,0.8329908409981759,0.8343950876967625,0.899135446685879
28,0.7572199998659668,0.7534558203618256,0.8357142857142857
29,0.7899520102315976,0.7905192110510976,0.8600543478260869
30,0.7142072137513148,0.7219807135220668,0.8256880733944955
31,0.6428568455403432,0.6487516976518137,0.7810026385224275
32,0.733445116286125,0.7335437224521849,0.8352769679300291
33,0.7298114028454813,0.7317135511191772,0.838150289017341
34,0.7851804588037473,0.8099030448717949,0.8465189873417721
35,0.715603456471213,0.7281778526364091,0.789906103286385
36,0.7041939113094702,0.7123659294972575,0.8106267029972752
37,0.6761549782043033,0.6739970473472292,0.7911764705882353
38,0.7794084054945295,0.7911608149413665,0.8763040238450075
39,0.7106078052559248,0.7261652236652236,0.8383838383838383
40,0.7004928181006093,0.7010732031158905,0.8271604938271605
