subject,arch,f1_macro,bal_acc
156,resnet_se,0.5557927430799557,0.6537041469458053
185,resnet_se,0.597324005692283,0.7445928047359072
186,resnet_se,0.6716017925354081,0.687343756390979
188,resnet_se,0.1706991951579059,0.3230256401158045
189,resnet_se,0.38155655861654153,0.5591590894171179
190,resnet_se,0.47979738910614933,0.6091305223791272
191,resnet_se,0.583824426881709,0.7132352329571875
192,resnet_se,0.5018751000024444,0.6285580021464031
193,resnet_se,0.5733459437762021,0.6061672998764556
194,resnet_se,0.5278132527969941,0.6741584951943008
