subject,arch,f1_macro,bal_acc
1,resnet_nores,0.5057830558820747,0.5039389764957897
2,resnet_nores,0.7545554723977981,0.7608740764364533
3,resnet_nores,0.724084316788614,0.7771989422073826
4,resnet_nores,0.6593972471458529,0.6923954918393238
5,resnet_nores,0.5268045510334378,0.5605860511407135
6,resnet_nores,0.6982959318445114,0.7108850713281092
7,resnet_nores,0.7410513245303612,0.7578162855468208
8,resnet_nores,0.7535418924262774,0.7722283530423065
9,resnet_nores,0.805953578918463,0.8159073858260586
10,resnet_nores,0.7299726133530388,0.7428328250696672
11,resnet_nores,0.8350135369574931,0.8551321447884568
12,resnet_nores,0.8192912224483005,0.8488074425574426
13,resnet_nores,0.7987690978921056,0.8077723839072825
14,resnet_nores,0.7620727859703365,0.7787302175323605
15,resnet_nores,0.8035257605247859,0.8106541743998592
16,resnet_nores,0.8181136565437831,0.8511301198801199
17,resnet_nores,0.8060753323073329,0.804379157427938
18,resnet_nores,0.7308573408573409,0.7297008950351973
19,resnet_nores,0.8057850731966838,0.8265143262473303
20,resnet_nores,0.7962278744932698,0.8034357341187116
21,resnet_nores,0.7841536586709851,0.8004695570100594
22,resnet_nores,0.7294293000737457,0.7457322291220562
23,resnet_nores,0.7102011831484362,0.7219157332688164
24,resnet_nores,0.6456640697116272,0.6943098237376542
25,resnet_nores,0.7687415065700423,0.8211362067857382
26,resnet_nores,0.7241397646953893,0.7466310687800314
27,resnet_nores,0.8233079627952854,0.8304114013819532
28,resnet_nores,0.7525170348103318,0.7562071577247816
29,resnet_nores,0.7469282064555856,0.7412616142527161
30,resnet_nores,0.8228132794328382,0.8245160228242934
31,resnet_nores,0.7337718140494789,0.7395502087127237
32,resnet_nores,0.7186167836188856,0.7471474530234216
33,resnet_nores,0.8822295296588785,0.880991919453807
34,resnet_nores,0.8336128574519276,0.8476046178086619
35,resnet_nores,0.6771578798523277,0.6972495517768551
36,resnet_nores,0.6683425563599905,0.6706527166381349
37,resnet_nores,0.8680354887776114,0.8651200902810414
38,resnet_nores,0.7983057917211851,0.8158830468486686
39,resnet_nores,0.7857360828041913,0.7898845598845599
40,resnet_nores,0.7340350058630443,0.734370462888781
