SVM+RF+CNN [hard],SVM+RF+CNN [soft],SVM+RF+CNN [weighted_soft],SVM+RF+CNN [stacking],SVM+RF+RESNET_SE [hard],SVM+RF+RESNET_SE [soft],SVM+RF+RESNET_SE [weighted_soft],SVM+RF+RESNET_SE [stacking],SVM+RF+CNN+RESNET_SE [hard],SVM+RF+CNN+RESNET_SE [soft],SVM+RF+CNN+RESNET_SE [weighted_soft],SVM+RF+CNN+RESNET_SE [stacking],SVM+RF [hard],SVM+RF [soft],SVM+RF [weighted_soft],SVM+RF [stacking],SVM+RESNET_SE [hard],SVM+RESNET_SE [soft],SVM+RESNET_SE [weighted_soft],SVM+RESNET_SE [stacking],RF+RESNET_SE [hard],RF+RESNET_SE [soft],RF+RESNET_SE [weighted_soft],RF+RESNET_SE [stacking]
0.7581414436225022,0.7676117155839871,0.7676117155839871,0.7620084527263637,0.7744538527207824,0.7992575354970696,0.7992575354970696,0.7839027677521213,0.7670944003321353,0.7802896333463114,0.7802896333463114,0.7763628852122002,0.7298605455735194,0.7536316694163713,0.7536316694163713,0.7617461194214923,0.7298605455735194,0.7944641265036716,0.7944641265036716,0.7914547890730845,0.7366067642150091,0.7580951818611241,0.7580951818611241,0.7366932817663984
0.7518835590803601,0.7716746114212851,0.7716746114212851,0.7745216739275769,0.756352087432126,0.7906281087963218,0.7887186430594801,0.7827490421001047,0.7907087020030921,0.7936275336736557,0.7936275336736557,0.788864389151952,0.6764175957441693,0.7136628776187163,0.7136628776187163,0.734879143869442,0.6764175957441693,0.7922183661441906,0.7922183661441906,0.7590478349660618,0.7305645669132046,0.7963517943197185,0.7963517943197185,0.7705739727321071
0.7319573703114076,0.7653337607793709,0.7670401293237862,0.765024462574977,0.7271419292038319,0.7836755014180221,0.7836755014180221,0.77099793016696,0.7168837476457524,0.7748685340570092,0.7748685340570092,0.7793274055999164,0.6852724367396084,0.7196495209247232,0.7196495209247232,0.7305853530586247,0.6852724367396084,0.7667069463502978,0.7679795578357331,0.7591236560896194,0.7449661101196623,0.7389233204810252,0.7400081268891644,0.7604382740011897
0.7801779146515119,0.7728051328345797,0.7749232654426648,0.7910244619530287,0.7832442410357939,0.8072178277309239,0.8072178277309239,0.8177126687437585,0.746942962240126,0.7919390804580392,0.7919390804580392,0.815277205682585,0.7680174319261338,0.7832713716252895,0.7832713716252895,0.7758407439855821,0.7680174319261338,0.8098723565548569,0.8068432721223711,0.8214396204033632,0.779662855593143,0.7953011328937739,0.7918573459558722,0.7941759972587209
0.7310010896259578,0.7216278555898279,0.7247246436238429,0.7175104805779571,0.7491160607612222,0.762582124317154,0.762582124317154,0.7624734840301652,0.7412110844140375,0.7365259731594443,0.7365259731594443,0.7590240501731069,0.7363611427329986,0.7385596117436107,0.7385596117436107,0.7353754580622698,0.7363611427329986,0.765177436570119,0.765177436570119,0.7604557728405271,0.7152486610417648,0.7452588256652393,0.7461231743664899,0.7564185148945424
0.8471052774087386,0.8520755960314443,0.8520755960314443,0.847260750651666,0.8381338881322438,0.8305181174922852,0.8331939349231773,0.8277725172029406,0.8412191679080838,0.8488324382146103,0.8488324382146103,0.8383750667417794,0.8291525086155735,0.8367608698248525,0.8367608698248525,0.8291354453672104,0.8291525086155735,0.8341674480808753,0.8341674480808753,0.8343146842110223,0.827541169893101,0.8160799925328628,0.8160799925328628,0.8320785840051894
0.8101006295560105,0.8224033573886481,0.8224033573886481,0.8303138495153125,0.8262312646861688,0.8477345841432826,0.8477345841432826,0.8450771342496695,0.8282342270209799,0.840829556041724,0.840829556041724,0.8461759418556349,0.8087149984189221,0.7964967799244947,0.7964967799244947,0.8077695043783886,0.8087149984189221,0.8454846136802393,0.8454846136802393,0.8489155500109967,0.779837012094181,0.7920374251273969,0.7920374251273969,0.7933560446262196
0.7721422185223856,0.7929939752588273,0.7929939752588273,0.7921061403433656,0.7887954118101185,0.82639419569148,0.82639419569148,0.8382591019205908,0.789223765844909,0.8210236818885075,0.8210236818885075,0.8341096179444396,0.7889011178336834,0.7896588949526827,0.7896588949526827,0.7854301289185546,0.7889011178336834,0.8370765545920014,0.8370765545920014,0.8336425113817574,0.7418081158937451,0.8285851980145459,0.8285851980145459,0.8191402150524588
0.824023344663657,0.8184816150842873,0.8184816150842873,0.8325665297584421,0.8165410837065051,0.8245050194132275,0.8245050194132275,0.8521989254763502,0.8461925060152903,0.8476995525754871,0.8476995525754871,0.8571828581583352,0.8003173741104742,0.8092683379961532,0.8092683379961532,0.8171359433065422,0.8003173741104742,0.8246299953332976,0.8246299953332976,0.8314730586923185,0.815420191924198,0.8196083583583583,0.8196083583583583,0.8389276680180571
0.7277708039060098,0.7541520377057913,0.7535695048360573,0.7565481134922365,0.7454566312803307,0.7701490826490827,0.7699337988139808,0.7623797948019904,0.7302898807347674,0.7641331843022998,0.7641331843022998,0.770776397128859,0.7377602508887344,0.738449665627085,0.738449665627085,0.7451224736436797,0.7377602508887344,0.7711617276043157,0.7711617276043157,0.777430003206262,0.706385129084563,0.7580971232754999,0.7580971232754999,0.7505590929688868
0.7786773446227364,0.7765789471430744,0.7745145723655473,0.7675180618168217,0.7988426584140935,0.7963344722513674,0.7963344722513674,0.7955996406606651,0.8105935814968528,0.788720451412771,0.788720451412771,0.7910822696824512,0.7344483912664599,0.7637939964329226,0.7637939964329226,0.7492761766180996,0.7344483912664599,0.7889916611200638,0.7892903404824632,0.7861104598550086,0.7675591337772055,0.7872691634402018,0.7872691634402018,0.7790847448577798
0.8734707261080815,0.9009853070819611,0.9009853070819611,0.899423567802183,0.8764615712638295,0.8948223078657861,0.8948223078657861,0.8950840397031206,0.8870517394733672,0.924571311283134,0.924571311283134,0.9081794669347343,0.8477766212286448,0.8564433390670778,0.8564433390670778,0.8588849307839077,0.8477766212286448,0.9018164793755032,0.9018164793755032,0.8857727734349036,0.8483985123769411,0.885989940313401,0.885989940313401,0.8957723353596134
0.870755404163916,0.8812331916819627,0.8812331916819627,0.8797571364994596,0.8710471417718255,0.8904172873384282,0.8904172873384282,0.8917607660913335,0.8620736846544084,0.8840443821103706,0.8806812796003423,0.8918589174800354,0.844441056815531,0.8522467811941496,0.8522467811941496,0.8610519483005601,0.844441056815531,0.8892911764727568,0.8892911764727568,0.8998340273341515,0.8450584444471654,0.8782551737195728,0.8782551737195728,0.8715297930172307
0.7319401655118518,0.7404487807270247,0.7404487807270247,0.7422611104899139,0.7382295029960859,0.7459877791026139,0.7480910402594795,0.7488744461998421,0.702321576964081,0.7358195369957954,0.7358195369957954,0.7429797428680736,0.7501497150169296,0.743207971774711,0.743207971774711,0.7385345265172747,0.7501497150169296,0.7402942260577525,0.7402942260577525,0.741272029459399,0.7011606199497994,0.7249515641635131,0.7270718241078107,0.734244606058144
0.7316021006123301,0.7301469377053982,0.7324983266788672,0.7274959534072887,0.7458536778349738,0.7672288646233758,0.7672288646233758,0.7529508207699251,0.7258022286924589,0.7518613025294411,0.7536708619374524,0.7589174295063438,0.7203683413360833,0.7141720129431388,0.7141720129431388,0.7210608604667315,0.7203683413360833,0.766176751287551,0.766176751287551,0.7575719162809977,0.7455897454602711,0.7449319230236783,0.7449319230236783,0.7531912110218281
0.8808624975129888,0.8806270648613839,0.8806270648613839,0.8917502979948511,0.8745831517198794,0.8532513940155502,0.8532513940155502,0.8538566322015351,0.8883552229242657,0.903312743239072,0.903312743239072,0.8771782314736969,0.7907394434391044,0.8275581711301041,0.8275581711301041,0.8358011769661318,0.7907394434391044,0.8347426193836515,0.8347426193836515,0.8289844587330706,0.8694714899812868,0.8910321268844295,0.8910321268844295,0.8886124983226702
0.8455835140536634,0.8404197200014849,0.8404197200014849,0.8350690347660531,0.8483258080032274,0.8559761801835882,0.8559761801835882,0.8375977910096482,0.8249787672104829,0.8513029260914752,0.8513029260914752,0.8377546766468568,0.80764422807116,0.8346529557967444,0.8346529557967444,0.8376847168367156,0.80764422807116,0.8504706898137269,0.8504706898137269,0.833468642964271,0.838085497627845,0.8599669336008396,0.8599669336008396,0.8536275131664937
0.7798708613626808,0.803907126836281,0.803907126836281,0.8068008745523375,0.7732811466824542,0.805174090056328,0.805174090056328,0.8072404134959148,0.7691079034626359,0.803521732257961,0.803414516195415,0.8174245775915734,0.7681083234921882,0.7693227518852274,0.7693227518852274,0.7579396640966544,0.7681083234921882,0.8034501228264977,0.8029293588414144,0.8015398176287655,0.7523619214748247,0.7825524169610191,0.7825524169610191,0.8117836376509966
0.7970242982518461,0.8030084455555319,0.8030084455555319,0.8085927271121556,0.7913795391472269,0.7908164097054483,0.7908164097054483,0.8001273045441255,0.7607243762498893,0.7945374657732416,0.7945374657732416,0.8050308600108518,0.7593831519907634,0.7747666071391617,0.7747666071391617,0.7907508770446764,0.7593831519907634,0.7816401820294483,0.7821828200692368,0.7787639513958239,0.8060080973387425,0.7840875342813999,0.7840875342813999,0.8020015844585285
