subject,arch,f1_macro,bal_acc
1,resnet_se,0.579441601980449,0.5864948917233264
2,resnet_se,0.7927440191979892,0.794349018807492
3,resnet_se,0.8582032678906196,0.8791719176521469
4,resnet_se,0.7117829680891965,0.7413501239364443
5,resnet_se,0.5388902763746101,0.562315253049646
6,resnet_se,0.7108976915083952,0.7214787668665934
7,resnet_se,0.7315856307361158,0.7401077265820282
8,resnet_se,0.7809758776232754,0.798493560702863
9,resnet_se,0.75246903656222,0.7670837343094987
10,resnet_se,0.7582271569017491,0.7663832877648667
11,resnet_se,0.8816232446554344,0.8999347645084591
12,resnet_se,0.829917304917305,0.8644168331668332
13,resnet_se,0.9167079539274916,0.9234993892057823
14,resnet_se,0.8652099340802469,0.863624602689782
15,resnet_se,0.9044870791858743,0.9044448018051159
16,resnet_se,0.8534021121527048,0.8857024919524921
17,resnet_se,0.7945146958304852,0.7934220251293422
18,resnet_se,0.7659786083724048,0.7664218775410636
19,resnet_se,0.83249306885215,0.8510966999114254
20,resnet_se,0.8140244307399431,0.831202373876711
21,resnet_se,0.7983920598375354,0.7998539547303689
22,resnet_se,0.7409765162277618,0.7590777599089509
23,resnet_se,0.8168451840935625,0.8197203898990901
24,resnet_se,0.6398101825796646,0.6969553151549399
25,resnet_se,0.7593427331584528,0.8286833795404498
26,resnet_se,0.7384567982484699,0.7633570099987841
27,resnet_se,0.8646461963450914,0.8647981930773884
28,resnet_se,0.7828022516945071,0.7894348498542363
29,resnet_se,0.8125232583330756,0.8083524424307988
30,resnet_se,0.7918026087451024,0.8009881722287737
31,resnet_se,0.7497507698487266,0.769350997556534
32,resnet_se,0.7797024834691293,0.7943394227666537
33,resnet_se,0.858247308320623,0.8775
34,resnet_se,0.8946075299282713,0.9078283505709976
35,resnet_se,0.6873425120894514,0.7077976247047362
36,resnet_se,0.7146523704564341,0.7250513500215444
37,resnet_se,0.8490410279378486,0.841291334285735
38,resnet_se,0.8041772619923973,0.8341845065839173
39,resnet_se,0.7890244638786371,0.8006114718614719
40,resnet_se,0.7424145055582437,0.7587100428604205
