model,n_samples,n_features,subjects,cv_splits,acc_mean,bal_acc_mean,f1_macro_mean,acc_std,bal_acc_std,f1_macro_std,fit_time_mean_sec,pred_time_mean_sec,infer_time_per_window_ms,svm_c,svm_scale,rf_n_estimators,rf_max_depth,sv_support_vectors_mean,sv_frac_mean,sv_n_iter_mean
SVM_RBF_balanced_scaled,26347,54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8958895879842824,0.8455000806161527,0.8415402630734329,0.002653395439698536,0.0037185327306437014,0.0038737592880002058,18.170202259998767,4.845509919998586,0.9195562910385594,10.0,1,500,-1,7950.6,0.37720612643640394,18246.033333333333
RF_balanced,26347,54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8959655829467621,0.8320769138306128,0.8404832900489033,0.0034120914116568244,0.004802295050586152,0.005253699222232995,16.017687060002935,1.1345563000009862,0.21531033893820664,10.0,1,500,-1,,,
