subject,block,block_width,feature_channel,gate_mean,gate_sd
1,0,32,0,0.39979326725006104,0.32571178674697876
1,0,32,1,0.5856001973152161,0.2970086634159088
1,0,32,2,0.3454356789588928,0.1475151777267456
1,0,32,3,0.4392135739326477,0.22227612137794495
1,0,32,4,0.40884363651275635,0.13289186358451843
1,0,32,5,0.39774391055107117,0.1677551567554474
1,0,32,6,0.5218695402145386,0.17880626022815704
1,0,32,7,0.5203359127044678,0.25172311067581177
1,0,32,8,0.23790353536605835,0.12952549755573273
1,0,32,9,0.5134722590446472,0.25830182433128357
1,0,32,10,0.6433709859848022,0.11739245057106018
1,0,32,11,0.6113302111625671,0.2660127878189087
1,0,32,12,0.7440172433853149,0.1840347945690155
1,0,32,13,0.2416216880083084,0.08019237220287323
1,0,32,14,0.662886381149292,0.15495151281356812
1,0,32,15,0.5927072167396545,0.16107499599456787
1,0,32,16,0.2926531434059143,0.0735427588224411
1,0,32,17,0.4082813262939453,0.1629755049943924
1,0,32,18,0.4790935218334198,0.2530909776687622
1,0,32,19,0.556117594242096,0.08631916344165802
1,0,32,20,0.6421194672584534,0.28340449929237366
1,0,32,21,0.4406939148902893,0.13582348823547363
1,0,32,22,0.3531399071216583,0.09539246559143066
1,0,32,23,0.5906898975372314,0.33135712146759033
1,0,32,24,0.5945329666137695,0.1460055410861969
1,0,32,25,0.25864654779434204,0.08053528517484665
1,0,32,26,0.44712674617767334,0.16508321464061737
1,0,32,27,0.45730060338974,0.027794508263468742
1,0,32,28,0.30295851826667786,0.10772578418254852
1,0,32,29,0.5457190275192261,0.1498195081949234
1,0,32,30,0.6391643285751343,0.07602283358573914
1,0,32,31,0.6200185418128967,0.10733017325401306
1,1,32,0,0.7460677623748779,0.16750195622444153
1,1,32,1,0.6464716196060181,0.24159616231918335
1,1,32,2,0.4460090100765228,0.18022604286670685
1,1,32,3,0.5413541793823242,0.11833732575178146
1,1,32,4,0.5685861110687256,0.13521096110343933
1,1,32,5,0.5128669738769531,0.05880284309387207
1,1,32,6,0.7229105830192566,0.2555024325847626
1,1,32,7,0.6426011919975281,0.1321236789226532
1,1,32,8,0.5766398906707764,0.12281094491481781
1,1,32,9,0.3186439573764801,0.2316039502620697
1,1,32,10,0.28673994541168213,0.22887182235717773
1,1,32,11,0.6583223938941956,0.27273666858673096
1,1,32,12,0.18619157373905182,0.137018084526062
1,1,32,13,0.6304140090942383,0.08477585017681122
1,1,32,14,0.24935880303382874,0.19111831486225128
1,1,32,15,0.7526722550392151,0.209904283285141
1,1,32,16,0.3950572609901428,0.11077536642551422
1,1,32,17,0.6567789316177368,0.09402283281087875
1,1,32,18,0.5481532216072083,0.1522955596446991
1,1,32,19,0.5223485827445984,0.2472127079963684
1,1,32,20,0.7652403116226196,0.17068162560462952
1,1,32,21,0.6458278298377991,0.05788557603955269
1,1,32,22,0.25119951367378235,0.18492953479290009
1,1,32,23,0.4389180541038513,0.19519639015197754
1,1,32,24,0.5863600373268127,0.16427940130233765
1,1,32,25,0.6311583518981934,0.09475769847631454
