subject,f1_macro,bal_acc,acc
1,0.5587552944369018,0.5412472124790012,0.6173913043478261
2,0.754993102656041,0.7570418821432374,0.823076923076923
3,0.7123616692133092,0.7163422614071151,0.8047138047138047
4,0.6578933281107193,0.6541230946878832,0.7482014388489209
5,0.6384939987733743,0.6545618757670568,0.6949152542372882
6,0.7514944431475159,0.7458102840441919,0.8147512864493996
7,0.6558933645734053,0.648165339988003,0.7333333333333333
8,0.7433821749019056,0.7465682573240713,0.8257839721254355
9,0.6800974455365131,0.6788504150371424,0.7208121827411168
10,0.7040183893426748,0.7120658946316841,0.7996070726915521
11,0.8042769226278272,0.8261385453057627,0.833976833976834
12,0.6948572475611843,0.6983953546453546,0.7652859960552268
13,0.8493666570627842,0.8604581802390993,0.9002659574468085
14,0.6851588800701435,0.6938998567988197,0.7793548387096774
15,0.7641956114705747,0.7880193362721197,0.8524590163934426
16,0.7643624341343964,0.781887556887557,0.8267254038179148
17,0.7403543168544328,0.7399500228768521,0.829302987197724
18,0.7520093462965217,0.76918532049346,0.8171875
19,0.6180888523030512,0.6329268857856158,0.6857541899441341
20,0.6442956724899429,0.6597485834931167,0.7829716193656093
21,0.7129732993471269,0.7204042510908779,0.8187808896210873
22,0.6355696865915396,0.6527325637675709,0.6939058171745153
23,0.5354778495479415,0.5331134904066456,0.609375
24,0.4780277576286976,0.5032890914077462,0.5298621745788668
25,0.7141061840416091,0.7569533910282691,0.7824675324675324
26,0.7168907827829697,0.7364434918586956,0.8010139416983524
27,0.8214623505577947,0.8276266210654206,0.8818443804034583
28,0.735381388898285,0.7280101634295499,0.82
29,0.7446555414918451,0.7434990619748827,0.8220108695652174
30,0.7263335858083336,0.7395549312842545,0.8256880733944955
31,0.6247376862103047,0.6326952371621986,0.7612137203166227
32,0.7058822646772734,0.7075454810017661,0.8075801749271136
33,0.7258147292536297,0.7279329789992223,0.8309248554913294
34,0.7901059946022744,0.8023239603533722,0.8528481012658228
35,0.6802865076244847,0.6975526141339765,0.7593896713615024
36,0.6768760444649773,0.6669588632102388,0.7929155313351499
37,0.612911849216197,0.6165144561713659,0.7294117647058823
38,0.7415185515567106,0.7467349174250084,0.8479880774962743
39,0.6950363830555382,0.7145815295815297,0.8210678210678211
40,0.6428734306724513,0.6583867913173326,0.7654320987654321
