subject,arch,f1_macro,bal_acc
1,resnet_se,0.6344136374270734,0.6363731235617225
2,resnet_se,0.8963449165792148,0.8960477756666798
3,resnet_se,0.9195909006256165,0.9281793070094262
4,resnet_se,0.8989428544429962,0.8992692875633332
5,resnet_se,0.6469232481037075,0.6627787569667082
6,resnet_se,0.8123459340810002,0.8326289228322625
7,resnet_se,0.747192587231988,0.7712990332335408
8,resnet_se,0.8435477413635285,0.855894880313485
9,resnet_se,0.8140296636221622,0.8144610236867882
10,resnet_se,0.7585195722689537,0.7662978468899521
11,resnet_se,0.9212578442229604,0.9383846490588064
12,resnet_se,0.9082672978027115,0.9119005994005994
13,resnet_se,0.9265727771817444,0.9302612300534021
14,resnet_se,0.8260210967442924,0.8340197079737136
15,resnet_se,0.9223048455516056,0.9385640457292339
16,resnet_se,0.8486924309962598,0.8800414862914863
17,resnet_se,0.845272046170371,0.8413463907366345
18,resnet_se,0.9086719410857341,0.9085655623446321
19,resnet_se,0.853416740690089,0.8631257867167039
20,resnet_se,0.8308979467887281,0.8447448893597553
21,resnet_se,0.8514755023503511,0.8620046811554027
22,resnet_se,0.799467711500986,0.816366402249481
23,resnet_se,0.8305895486599821,0.847123156606642
24,resnet_se,0.7723141011580149,0.8123548865244958
25,resnet_se,0.8677964741096373,0.900057142696686
26,resnet_se,0.7938431724286708,0.8126047921573579
27,resnet_se,0.8801330206201379,0.8788488093900031
28,resnet_se,0.7979405416012558,0.8303481041731695
29,resnet_se,0.8627887874145772,0.8660952162608149
30,resnet_se,0.8435156098894869,0.847608844789296
31,resnet_se,0.7981329988602697,0.8165661642385683
32,resnet_se,0.8692618024464318,0.8811251601835692
33,resnet_se,0.9175890366403363,0.9264285714285714
34,resnet_se,0.8847873499311432,0.9021442509696186
35,resnet_se,0.7368496769932061,0.7425319469865084
36,resnet_se,0.7885098767637067,0.7924837543234462
37,resnet_se,0.8847220797406816,0.8742024543537104
38,resnet_se,0.8814347837367044,0.8959248573387725
39,resnet_se,0.8438447285468816,0.8524945887445887
40,resnet_se,0.8343415718595791,0.8299289718764928
