label,support,precision,recall,f1
DNS,4069,0.5111536010197578,0.5913000737281887,0.5483135824977211
STDUP,14686,0.9435376168571005,0.8659267329429389,0.9030677460587985
UPS,4550,0.7285136501516684,0.6334065934065934,0.6776393134258171
WAK,3042,0.5116500237755587,0.7074293228139382,0.5938189845474614
