subject,f1_macro,bal_acc,acc
1,0.6420745323256121,0.6515953940264647,0.6826086956521739
2,0.8269102649650667,0.8358450885382427,0.8846153846153846
3,0.7553713830029619,0.779267331756673,0.8501683501683501
4,0.781688596491228,0.7781473517105209,0.8489208633093526
5,0.6612400838006337,0.6753556826093682,0.730225988700565
6,0.7255871213857353,0.7370799650021304,0.7924528301886793
7,0.7142856832063622,0.7289522052515337,0.7833333333333333
8,0.7729925782166794,0.7740174554128043,0.8501742160278746
9,0.7628841000326873,0.7683776373268891,0.8003384094754653
10,0.7711466817497608,0.7668844313581156,0.8664047151277013
11,0.834181808471087,0.8580361255840436,0.8648648648648649
12,0.7435720267925374,0.7461913086913087,0.8185404339250493
13,0.8471912699239369,0.8581696863483107,0.9029255319148937
14,0.7187159601422308,0.7344879476052187,0.7987096774193548
15,0.7746060893988094,0.7922239587987971,0.8573770491803279
16,0.7919224780709563,0.8181561494061494,0.8516886930983847
17,0.7796183031985904,0.7794064336747264,0.8605974395448079
18,0.7669677672420452,0.7867213455149502,0.8453125
19,0.7261011992930838,0.7413267892909687,0.7918994413407822
20,0.6340949908732205,0.661252342891613,0.7863105175292153
21,0.7588444424828027,0.7677747379886039,0.8517298187808896
22,0.6735256035532424,0.6874556078233184,0.7465373961218836
23,0.6212241645289597,0.6162229384600983,0.7088068181818182
24,0.5692529607399562,0.6037796931880743,0.6722817764165391
25,0.7015465323743062,0.7338795897457018,0.7775974025974026
26,0.7178154589428893,0.7436887915248344,0.8086185044359949
27,0.8519604762615689,0.8549655582138442,0.9149855907780979
28,0.7906502531419534,0.8013361430055294,0.8557142857142858
29,0.8143360302701438,0.8158837693596067,0.8817934782608695
30,0.7416140884699212,0.7401123312777448,0.8532110091743119
31,0.6448839297136079,0.6588360015521387,0.7823218997361477
32,0.7368195700893981,0.7446907929433644,0.8425655976676385
33,0.7379761139367093,0.7414555786016765,0.846820809248555
34,0.7702833917059263,0.8066371539000216,0.8401898734177216
35,0.7222328958040398,0.7359608847818799,0.7981220657276995
36,0.6988180575878326,0.7193100100152557,0.8079019073569482
37,0.679082251335583,0.6834204812014786,0.8132352941176471
38,0.8023196526262755,0.8084549295119882,0.8912071535022354
39,0.683158928113299,0.7031980519480518,0.8253968253968254
40,0.7252790362430006,0.7353504906662454,0.845679012345679
