variant,mmd_mean,wasserstein1_mean,subject_probe_bal_acc,silhouette_by_class,mmd_removed_pct,w1_removed_pct,rung3_silhouette_ref,rung3_probe_ref,elapsed_sec
raw_lam1,0.04908843594026314,0.11203230036677679,0.01187175635556019,-0.006060532931439593,72.95769932465038,75.248374804439,0.0229604467214263,0.0241882796813777,10.4
prez_lam1,0.05673896038295159,0.15925983250282982,0.016622884364223635,0.01658225804642267,68.74310624706568,64.8142574069036,0.0229604467214263,0.0241882796813777,14.3
prez_scalefree_a1,0.05513307554911413,0.16342953121352757,0.014758789371930018,0.015424175059401708,69.6277712337331,63.89303362297949,0.0229604467214263,0.0241882796813777,14.1
prez_scalefree_a01,0.049319665457934245,0.1340277252412406,0.009319412892695788,0.009539592599495099,72.83031742661053,70.38886097916279,0.0229604467214263,0.0241882796813777,14.9
