condition,silhouette_by_subject,silhouette_by_class,subject_probe_bal_acc,n_points
global_z,-0.05536607472481771,0.007976952339429667,0.7771288577677138,8000
per_subject_z,-0.039099239860628625,0.022960446721426393,0.0241882796813777,8000
CORAL_recolor,-0.030932393290189365,-0.006060532931439593,0.0118717563555601,8000
