subject,arch,coral_lambda,f1_macro,bal_acc
1,resnet_se,100.0,0.7389586153045289,0.7234043170867176
2,resnet_se,100.0,0.8671007739633947,0.8730452913239892
3,resnet_se,100.0,0.914438536187704,0.9225084196051798
4,resnet_se,100.0,0.8891483241433079,0.8950916088027857
5,resnet_se,100.0,0.7665504028729445,0.7697807435340045
6,resnet_se,100.0,0.8326565528195815,0.8354731944248508
7,resnet_se,100.0,0.8723748295078253,0.8777184558640845
8,resnet_se,100.0,0.8397766561149542,0.8527687428850219
9,resnet_se,100.0,0.8130667767139057,0.8069214444198178
10,resnet_se,100.0,0.6949901724065509,0.7137352778800147
11,resnet_se,100.0,0.9370063834470614,0.9453053335736746
12,resnet_se,100.0,0.9093138286792939,0.91624000999001
13,resnet_se,100.0,0.9161449772551479,0.9286769527116745
14,resnet_se,100.0,0.7501040001847413,0.7760245329616559
15,resnet_se,100.0,0.8931266241711628,0.9127511165933355
16,resnet_se,100.0,0.9061925196670382,0.9149635087135087
17,resnet_se,100.0,0.8924267425747421,0.8887525076549466
18,resnet_se,100.0,0.8980793759461684,0.9008014514555213
19,resnet_se,100.0,0.8904041250809135,0.9020200445523088
20,resnet_se,100.0,0.8703881527326635,0.8907556688789224
21,resnet_se,100.0,0.823042355148208,0.8312065215785898
22,resnet_se,100.0,0.8569620851094978,0.8591128426442697
23,resnet_se,100.0,0.8329286329017167,0.8373066912001226
24,resnet_se,100.0,0.7828210731615617,0.8419505196396335
25,resnet_se,100.0,0.8762159792104081,0.9056590379684593
26,resnet_se,100.0,0.783607264321035,0.8053868101591073
27,resnet_se,100.0,0.9006177470216392,0.8968071099407505
28,resnet_se,100.0,0.796034914538553,0.7906732582401643
29,resnet_se,100.0,0.848311664269021,0.8477060721133332
30,resnet_se,100.0,0.7559024488190602,0.7651984606871826
31,resnet_se,100.0,0.752777724387445,0.7913172553460424
32,resnet_se,100.0,0.8381940057594399,0.8483443445080168
33,resnet_se,100.0,0.8737500416304754,0.881098219687149
34,resnet_se,100.0,0.8461304567383472,0.8666197007649215
35,resnet_se,100.0,0.6909624156087364,0.7073611221426124
36,resnet_se,100.0,0.8752340066006058,0.8828719837776149
37,resnet_se,100.0,0.8943677207914812,0.8877454016531121
38,resnet_se,100.0,0.6587160177371767,0.7281580140162478
39,resnet_se,100.0,0.795224857868544,0.8160912698412698
40,resnet_se,100.0,0.8071357478961589,0.8137445202040148
