subject,arch,f1_macro,bal_acc
1,resnet_se,0.57309498236425,0.5765220830766502
2,resnet_se,0.8922735203795932,0.8931696705935095
3,resnet_se,0.8494354176916261,0.8523033334499284
4,resnet_se,0.8184128820163156,0.8184031969152945
5,resnet_se,0.585224206407126,0.6120273005927923
6,resnet_se,0.6775717961367288,0.6865800234269128
7,resnet_se,0.6421722432039026,0.6566823973831556
8,resnet_se,0.7389149295048153,0.762282097747214
9,resnet_se,0.7785601307032852,0.7909248142878592
10,resnet_se,0.7543806658459857,0.7697072664177927
11,resnet_se,0.8611011094988512,0.8737889231279846
12,resnet_se,0.8691032758378567,0.8701923076923077
13,resnet_se,0.9001694476484311,0.89932944986984
14,resnet_se,0.8106748223038575,0.8098667564751507
15,resnet_se,0.9105660736388499,0.9135703673760074
16,resnet_se,0.8196161247598993,0.8471493783993784
17,resnet_se,0.7969229948847523,0.8011077675711823
18,resnet_se,0.7300082977714557,0.725768998443417
19,resnet_se,0.8458851213049917,0.8497959950375654
20,resnet_se,0.808903492609609,0.8059401094173153
21,resnet_se,0.7744672497223203,0.7747763130014611
22,resnet_se,0.7576784350949566,0.772382354467171
23,resnet_se,0.7225900309754012,0.733418407732134
24,resnet_se,0.7198054098586721,0.7569667731573216
25,resnet_se,0.7788360055815028,0.8282098813965344
26,resnet_se,0.6421745796270443,0.6922139723959102
27,resnet_se,0.8719562844513008,0.8680201191412835
28,resnet_se,0.8131499428581264,0.8118557039493723
29,resnet_se,0.797590003393756,0.7889190142947066
30,resnet_se,0.7986660105149133,0.79639376913813
31,resnet_se,0.7081537219265099,0.7151611832753202
32,resnet_se,0.7380572409005188,0.7635691964105001
33,resnet_se,0.8737711862526434,0.8837639357013223
34,resnet_se,0.8723649288989441,0.8907217733247145
35,resnet_se,0.7162947216977316,0.7364032614032645
36,resnet_se,0.7176819694139591,0.7371321067556393
37,resnet_se,0.8532580514723371,0.8499150827022893
38,resnet_se,0.8279544332259963,0.8348857547970201
39,resnet_se,0.8094374897306126,0.808329725829726
40,resnet_se,0.7814604599954859,0.7974552918232323
