model,f1_macro_mean,bal_acc_mean,acc_mean,f1_macro_sd,bal_acc_sd,acc_sd,n_subjects
RF,0.7213408449051486,0.7252524851007445,0.8167793303813372,0.07964774691593414,0.07675587618798872,0.0717931418392521,40
