model,subject,f1_macro,bal_acc,n_windows,xkey,norm_mode,aug_mode
CNN,1,0.6090847429386989,0.6112636970238406,690,X_env,per_subject,none
CNN,2,0.7113460330751518,0.7140724733392403,520,X_env,per_subject,none
CNN,3,0.7684993521503938,0.7981259600971606,594,X_env,per_subject,none
CNN,4,0.8446657666942089,0.846039361181288,556,X_env,per_subject,none
CNN,5,0.549962284201555,0.553093696430771,708,X_env,per_subject,none
CNN,6,0.7354038702700916,0.7406552232467933,583,X_env,per_subject,none
CNN,7,0.6517246548496548,0.6708640775499615,600,X_env,per_subject,none
CNN,8,0.7205821799715852,0.7419592035871106,574,X_env,per_subject,none
CNN,9,0.7590166692351158,0.7675913355783233,591,X_env,per_subject,none
CNN,10,0.7385895286541252,0.7337267995162732,509,X_env,per_subject,none
CNN,11,0.8481031124808097,0.8691374609087762,518,X_env,per_subject,none
CNN,12,0.8082442576292771,0.8255806693306693,507,X_env,per_subject,none
CNN,13,0.8888723953429252,0.909274714571718,752,X_env,per_subject,none
CNN,14,0.7827992930411378,0.7887128792168473,775,X_env,per_subject,none
CNN,15,0.8347147728151517,0.8462301941940611,610,X_env,per_subject,none
CNN,16,0.7792160908026935,0.8414620102120103,681,X_env,per_subject,none
CNN,17,0.7961042738529649,0.8005428852989829,703,X_env,per_subject,none
CNN,18,0.7809669764663753,0.7834997850986223,640,X_env,per_subject,none
CNN,19,0.8179339200870246,0.8358996388917733,716,X_env,per_subject,none
CNN,20,0.7770279438296991,0.7845171140391007,599,X_env,per_subject,none
CNN,21,0.7436781282466955,0.7615574089369801,607,X_env,per_subject,none
CNN,22,0.7447404023997088,0.7552083068945028,722,X_env,per_subject,none
CNN,23,0.7331310086523303,0.7513154138497817,704,X_env,per_subject,none
CNN,24,0.667388271344853,0.7169534628359943,653,X_env,per_subject,none
CNN,25,0.7549051897218818,0.8072608040724663,616,X_env,per_subject,none
CNN,26,0.6956830216568753,0.7191333620837875,789,X_env,per_subject,none
CNN,27,0.8621980927711865,0.8621711705925487,694,X_env,per_subject,none
CNN,28,0.7196847057039981,0.7187668909274654,700,X_env,per_subject,none
CNN,29,0.7373230537568776,0.7313488606706477,736,X_env,per_subject,none
CNN,30,0.811013986013986,0.8121890640687632,654,X_env,per_subject,none
CNN,31,0.687989618080364,0.7099270610021284,758,X_env,per_subject,none
CNN,32,0.7535763260840141,0.758421383696898,686,X_env,per_subject,none
CNN,33,0.8688477790416402,0.8781483882119091,692,X_env,per_subject,none
CNN,34,0.8069727494014676,0.8025030973928033,632,X_env,per_subject,none
CNN,35,0.673592821006228,0.690444816562278,852,X_env,per_subject,none
CNN,36,0.6354128642981557,0.6465909554088204,734,X_env,per_subject,none
CNN,37,0.8742886303673386,0.8695564614438119,680,X_env,per_subject,none
CNN,38,0.7582665373841845,0.7666701532954452,671,X_env,per_subject,none
CNN,39,0.7511457116905333,0.7537698412698413,693,X_env,per_subject,none
CNN,40,0.7816582838069946,0.7866316368768878,648,X_env,per_subject,none
