svm_scale,svm_c,f1_macro_mean,bal_acc_mean,fit_time_mean_sec,infer_time_per_window_ms,sv_support_vectors_mean,sv_frac_mean,sv_n_iter_mean
0.0,5.0,0.6202053953043125,0.6502180401972298,9.46035789999296,0.7599146468283673,13822.8,0.6558051646783514,6888.633333333333
1.0,0.5,0.7977942806637177,0.8124750071975066,5.117695620004088,0.5655839602228517,9693.8,0.4599100300060995,4136.833333333334
1.0,1.0,0.8171168168710876,0.8293425959354515,4.479138160019647,0.4973596500557455,8887.2,0.421641909756086,4753.799999999999
1.0,2.0,0.8326516277192597,0.8427296301753596,4.087408739991952,0.43879960147204,8188.2,0.388478763315095,6079.033333333333
1.0,5.0,0.8507747032085831,0.8586179813701756,3.711716639995575,0.4077882605268876,7387.0,0.3504668384062498,9839.633333333337
1.0,10.0,0.8590616870167409,0.8654483343245495,3.692096360004507,0.3914056439069334,6873.0,0.3260807589311586,14705.466666666664
