rf_n_estimators,f1_macro_mean,bal_acc_mean,fit_time_mean_sec,infer_time_per_window_ms
50.0,0.8299000154386963,0.8223827476242391,0.6559133600094356,0.0046690856655362
100.0,0.837023723233095,0.8294069969097919,1.2049296599812809,0.0070852165353393
200.0,0.8394098358351588,0.8318517545888715,2.5604140800074675,0.0119417694583521
300.0,0.8395444330477375,0.831885592171194,3.7139556200010704,0.0165200667990365
500.0,0.8399469503921875,0.8325825805103036,6.501898359996266,0.0311582722899189
