model,subject,f1_macro,bal_acc,n_windows,xkey,norm_mode,aug_mode
CNN,1,0.5792999852887857,0.5999290380315233,690,X_env,per_subject,none
CNN,2,0.8294660786751186,0.8349478301406947,520,X_env,per_subject,none
CNN,3,0.8017947775700734,0.8257693953189886,594,X_env,per_subject,none
CNN,4,0.6808217218617407,0.6897951901702495,556,X_env,per_subject,none
CNN,5,0.5260179989379485,0.5296684232974653,708,X_env,per_subject,none
CNN,6,0.7325031849093252,0.7528000611322723,583,X_env,per_subject,none
CNN,7,0.6747660117354274,0.6850666770989045,600,X_env,per_subject,none
CNN,8,0.7205463985906393,0.7423526086316784,574,X_env,per_subject,none
CNN,9,0.735815677783112,0.7568427768284632,591,X_env,per_subject,none
CNN,10,0.6737414634524602,0.6746460776066039,509,X_env,per_subject,none
CNN,11,0.8234697048886122,0.8446395309911503,518,X_env,per_subject,none
CNN,12,0.802881296645713,0.8247689810189811,507,X_env,per_subject,none
CNN,13,0.8709509013664982,0.8803447759055069,752,X_env,per_subject,none
CNN,14,0.7945443133430781,0.7937796916780793,775,X_env,per_subject,none
CNN,15,0.8771267395949515,0.8885955240662495,610,X_env,per_subject,none
CNN,16,0.8334926648830037,0.8660984848484848,681,X_env,per_subject,none
CNN,17,0.7901247153991044,0.7841041072748389,703,X_env,per_subject,none
CNN,18,0.7069085816144639,0.7076288537044351,640,X_env,per_subject,none
CNN,19,0.8069847406377544,0.8254874144846527,716,X_env,per_subject,none
CNN,20,0.7933511919383615,0.8021641728626301,599,X_env,per_subject,none
CNN,21,0.7571910070224088,0.7762015928880295,607,X_env,per_subject,none
CNN,22,0.7506452252584576,0.7744906373496945,722,X_env,per_subject,none
CNN,23,0.7459156276985734,0.758771289822413,704,X_env,per_subject,none
CNN,24,0.6745886986819988,0.7183495610822636,653,X_env,per_subject,none
CNN,25,0.7190895560048276,0.7665413052933201,616,X_env,per_subject,none
CNN,26,0.6728359826544011,0.7049980040797361,789,X_env,per_subject,none
CNN,27,0.8068216236216683,0.8158270310484541,694,X_env,per_subject,none
CNN,28,0.7251303712974551,0.7334732237228974,700,X_env,per_subject,none
CNN,29,0.7393537630123457,0.7335977028595897,736,X_env,per_subject,none
CNN,30,0.8496123296322027,0.8522226520346821,654,X_env,per_subject,none
CNN,31,0.7046154224788848,0.7226723920994599,758,X_env,per_subject,none
CNN,32,0.7046683398337003,0.7100191280578003,686,X_env,per_subject,none
CNN,33,0.8932929269508274,0.9062803560625703,692,X_env,per_subject,none
CNN,34,0.8632337281619319,0.8815387982115923,632,X_env,per_subject,none
CNN,35,0.674059461744399,0.6927033995761729,852,X_env,per_subject,none
CNN,36,0.6500267156231034,0.6479698727130863,734,X_env,per_subject,none
CNN,37,0.8363667969391089,0.8249604203432173,680,X_env,per_subject,none
CNN,38,0.8035681526325444,0.814968823727671,671,X_env,per_subject,none
CNN,39,0.8119818219466965,0.8197113997113996,693,X_env,per_subject,none
CNN,40,0.7626321618102514,0.7784719714665073,648,X_env,per_subject,none
