SVM+RF [hard],SVM+RF [soft],SVM+RF [weighted_soft],SVM+RF [stacking],SVM+RF+RESNET_SE [hard],SVM+RF+RESNET_SE [soft],SVM+RF+RESNET_SE [weighted_soft],SVM+RF+RESNET_SE [stacking],SVM+RESNET_SE [hard],SVM+RESNET_SE [soft],SVM+RESNET_SE [weighted_soft],SVM+RESNET_SE [stacking],RF+RESNET_SE [hard],RF+RESNET_SE [soft],RF+RESNET_SE [weighted_soft],RF+RESNET_SE [stacking]
0.858444922684521,0.8715574059168956,0.8715574059168956,0.8792997758006861,0.9189151937065929,0.9495169504482472,0.9495169504482472,0.9392645328817402,0.9281574458359605,0.9548947732415882,0.9519107361596001,0.9392645328817402,0.9281574458359605,0.9681823162265776,0.9652824639800768,0.9436722927147596
0.8166930173542191,0.8284033249147437,0.8284033249147437,0.8181157452051905,0.8799694620290475,0.9126241384139657,0.9093099534773588,0.9478495415292569,0.9232760841577027,0.9351051136742895,0.9402540540772522,0.9470005666331793,0.9232760841577027,0.9412379654486427,0.9437135316303811,0.958154928453493
0.9000335687796831,0.9057969096853655,0.9057969096853655,0.9028379805693849,0.9172650957028122,0.9439702520506621,0.9452999874489438,0.9602795548075986,0.9320032384807375,0.9583683370697426,0.9582292429962729,0.9553171523816235,0.9320032384807375,0.9498983462484648,0.9523157226219401,0.9553586679481867
0.8077138410107172,0.8033502208752642,0.8033502208752642,0.7992979004746312,0.8239374422089587,0.8385059767693572,0.8404816156707104,0.8530434402586318,0.8259557959068353,0.8573501326924315,0.8599835193322557,0.8520896046558297,0.8259557959068353,0.8436769771174707,0.8462942477323663,0.8419351435905764
0.8426218181543597,0.8293364782161914,0.8293364782161914,0.8252275588340883,0.8834975455331493,0.9025373879475382,0.9060193695230505,0.8934396616029538,0.8945577520305781,0.9252173325096358,0.9179834226980629,0.8959594248256487,0.8945577520305781,0.9047720658953924,0.9038629866815396,0.8952319776435596
0.8388107682115974,0.8424360719400894,0.8424360719400894,0.8402360640702609,0.8651840105395855,0.8831140782112237,0.8883501351594225,0.8833869612975549,0.8602969372160483,0.8853344499371106,0.8863166147457427,0.8858407843954931,0.8602969372160483,0.8713304246160456,0.8698265230631796,0.8827026932660242
0.8042652517120371,0.8105412111453243,0.8105412111453243,0.8008047406159735,0.8372641956250871,0.8563611383613781,0.858509938556373,0.8712587783430247,0.8740116833659312,0.8937732347864469,0.8937091246089548,0.8839037066994385,0.8740116833659312,0.8817522348410967,0.8817522348410967,0.8767572452180958
0.8234392881774706,0.8080817266955753,0.8080817266955753,0.7972568988303086,0.8476890800075159,0.8717493566138641,0.8798690309293272,0.9245033087625679,0.9057980852113593,0.9281328162994125,0.9309571245213939,0.9243791351313785,0.9057980852113593,0.914959588382652,0.9159783059299766,0.9120017226859358
0.7582753072081415,0.7764834456619182,0.7764834456619182,0.7719922124178586,0.8249063601371984,0.8281159717222759,0.8296071957806618,0.8640883047275527,0.8452531284759923,0.8562258626306614,0.8540613604661593,0.8638526081562377,0.8452531284759923,0.851241156869117,0.8528507456008758,0.8514596142939789
0.6926349754468984,0.7313662661326212,0.7313662661326212,0.7327773303442635,0.7686906757136196,0.7860278269308993,0.7834544529492167,0.8242790317006919,0.8409122093625153,0.8027626069716814,0.818008688935989,0.818210518450428,0.8409122093625153,0.8523426154638557,0.8523426154638557,0.8457670486868917
0.7784542053178383,0.79639113255138,0.79639113255138,0.7906905186316951,0.8189262813735455,0.8383244618219227,0.8383244618219227,0.8700214132222903,0.8657640857497411,0.8542498274672188,0.8542498274672188,0.864341708710614,0.8657640857497411,0.8739040842720978,0.8771348816591786,0.8757562300785976
