subject,N,draw,model,n_labeled,n_test,f1_A_subject_only,f1_B_crosssubject_zero_label,f1_C_crosssubject_plus_labels
39,20,rand0,SVM,80,613,0.7635,0.7327,0.7711
39,20,rand0,RF,80,613,0.8434,0.7522,0.8124
39,20,rand1,SVM,80,613,0.7091,0.7351,0.7589
39,20,rand1,RF,80,613,0.8073,0.7585,0.8085
39,20,rand2,SVM,80,613,0.7334,0.7406,0.759
39,20,rand2,RF,80,613,0.8842,0.7434,0.7961
39,20,rand3,SVM,80,613,0.6598,0.7531,0.7932
39,20,rand3,RF,80,613,0.7561,0.7704,0.8378
39,20,rand4,SVM,80,613,0.7794,0.7382,0.7756
39,20,rand4,RF,80,613,0.8462,0.7719,0.825
39,50,first,SVM,200,493,0.6981,0.6537,0.6669
39,50,first,RF,200,493,0.8547,0.7088,0.746
39,50,rand0,SVM,200,493,0.8692,0.6821,0.7102
39,50,rand0,RF,200,493,0.914,0.7293,0.7752
39,50,rand1,SVM,200,493,0.8292,0.702,0.7585
39,50,rand1,RF,200,493,0.8569,0.7436,0.7942
39,50,rand2,SVM,200,493,0.809,0.6763,0.7388
39,50,rand2,RF,200,493,0.9276,0.7469,0.7927
39,50,rand3,SVM,200,493,0.8021,0.6135,0.6691
39,50,rand3,RF,200,493,0.8806,0.6694,0.7521
39,50,rand4,SVM,200,493,0.725,0.6875,0.6975
39,50,rand4,RF,200,493,0.8629,0.7792,0.8212
39,100,first,SVM,343,350,0.2388,0.2407,0.2407
39,100,first,RF,343,350,0.321,0.3314,0.3314
39,100,rand0,SVM,343,350,0.3319,0.2419,0.243
39,100,rand0,RF,343,350,0.3319,0.4986,0.4978
39,100,rand1,SVM,343,350,0.321,0.2419,0.243
39,100,rand1,RF,343,350,0.3215,0.3319,0.4986
39,100,rand2,SVM,343,350,0.3305,0.325,0.326
39,100,rand2,RF,343,350,0.4978,0.3319,0.4993
39,100,rand3,SVM,343,350,0.3194,0.2415,0.2423
39,100,rand3,RF,343,350,0.321,0.3314,0.4993
39,100,rand4,SVM,343,350,0.3245,0.2411,0.2415
39,100,rand4,RF,343,350,0.3255,0.3324,0.3319
40,5,first,SVM,20,628,0.6827,0.7464,0.7627
40,5,first,RF,20,628,0.6873,0.8095,0.8143
40,5,rand0,SVM,20,628,0.6063,0.7405,0.7472
40,5,rand0,RF,20,628,0.676,0.8083,0.8014
40,5,rand1,SVM,20,628,0.6675,0.7427,0.7582
40,5,rand1,RF,20,628,0.6883,0.8141,0.818
40,5,rand2,SVM,20,628,0.6061,0.7537,0.7702
40,5,rand2,RF,20,628,0.6445,0.8247,0.8383
40,5,rand3,SVM,20,628,0.6649,0.7476,0.7724
40,5,rand3,RF,20,628,0.706,0.8054,0.805
40,5,rand4,SVM,20,628,0.5794,0.7576,0.7834
40,5,rand4,RF,20,628,0.7231,0.8209,0.8347
40,10,first,SVM,40,608,0.7907,0.7535,0.7952
40,10,first,RF,40,608,0.7721,0.8173,0.8309
40,10,rand0,SVM,40,608,0.788,0.7603,0.8044
40,10,rand0,RF,40,608,0.8565,0.8266,0.8486
40,10,rand1,SVM,40,608,0.7882,0.7445,0.7824
40,10,rand1,RF,40,608,0.8425,0.8182,0.8352
40,10,rand2,SVM,40,608,0.7293,0.7485,0.7898
40,10,rand2,RF,40,608,0.7869,0.8038,0.8241
40,10,rand3,SVM,40,608,0.7084,0.7337,0.7673
40,10,rand3,RF,40,608,0.7301,0.798,0.8072
40,10,rand4,SVM,40,608,0.7353,0.7337,0.7637
40,10,rand4,RF,40,608,0.7982,0.7973,0.8114
40,20,first,SVM,80,568,0.8085,0.7593,0.7966
40,20,first,RF,80,568,0.7587,0.817,0.8333
40,20,rand0,SVM,80,568,0.7736,0.7561,0.8038
40,20,rand0,RF,80,568,0.8319,0.8264,0.8358
40,20,rand1,SVM,80,568,0.8416,0.7337,0.7742
40,20,rand1,RF,80,568,0.846,0.8171,0.8418
40,20,rand2,SVM,80,568,0.8888,0.7397,0.8017
40,20,rand2,RF,80,568,0.8544,0.8063,0.823
40,20,rand3,SVM,80,568,0.8263,0.7305,0.7867
40,20,rand3,RF,80,568,0.8141,0.8051,0.8191
40,20,rand4,SVM,80,568,0.8227,0.7393,0.8
40,20,rand4,RF,80,568,0.8446,0.8144,0.8379
40,50,first,SVM,200,448,0.8985,0.7345,0.816
40,50,first,RF,200,448,0.8768,0.8549,0.8866
40,50,rand0,SVM,200,448,0.887,0.7487,0.8456
40,50,rand0,RF,200,448,0.8809,0.8358,0.855
40,50,rand1,SVM,200,448,0.8368,0.717,0.7959
40,50,rand1,RF,200,448,0.8446,0.8023,0.8378
40,50,rand2,SVM,200,448,0.8146,0.6204,0.7594
40,50,rand2,RF,200,448,0.8856,0.7139,0.7803
40,50,rand3,SVM,200,448,0.8821,0.676,0.7833
40,50,rand3,RF,200,448,0.8985,0.7543,0.8096
40,50,rand4,SVM,200,448,0.8289,0.7319,0.8358
40,50,rand4,RF,200,448,0.8276,0.8246,0.8453
40,100,first,SVM,345,303,0.5482,0.3569,0.3895
40,100,first,RF,345,303,0.6627,0.7832,0.5989
40,100,rand0,SVM,345,303,0.3048,0.3005,0.3083
40,100,rand0,RF,345,303,0.4921,0.5533,0.5983
40,100,rand1,SVM,345,303,0.6639,0.3556,0.3712
40,100,rand1,RF,345,303,0.6622,0.4639,0.5978
40,100,rand2,SVM,345,303,0.241,0.2453,0.2462
40,100,rand2,RF,345,303,0.4098,0.3487,0.6656
40,100,rand3,SVM,345,303,0.5522,0.3168,0.3895
40,100,rand3,RF,345,303,0.4979,0.521,0.5978
40,100,rand4,SVM,345,303,0.665,0.3895,0.4146
40,100,rand4,RF,345,303,0.6639,0.5989,0.6661
