subject,N,draw,model,n_labeled,n_test,f1_A_subject_only,f1_B_crosssubject_zero_label,f1_C_crosssubject_plus_labels
1,5,first,SVM,20,670,0.5863,0.6693,0.681
1,5,first,RF,20,670,0.6027,0.6072,0.6002
1,5,rand0,SVM,20,670,0.6748,0.6693,0.6837
1,5,rand0,RF,20,670,0.6576,0.6065,0.6203
1,5,rand1,SVM,20,670,0.8153,0.6651,0.6972
1,5,rand1,RF,20,670,0.7436,0.6027,0.6381
1,5,rand2,SVM,20,670,0.6694,0.6691,0.7045
1,5,rand2,RF,20,670,0.6869,0.5986,0.631
1,5,rand3,SVM,20,670,0.7186,0.6651,0.6921
1,5,rand3,RF,20,670,0.7512,0.6039,0.6057
1,5,rand4,SVM,20,670,0.7801,0.6718,0.7121
1,5,rand4,RF,20,670,0.7248,0.5982,0.6449
1,10,first,SVM,40,650,0.7578,0.6684,0.7051
1,10,first,RF,40,650,0.7492,0.6126,0.6533
1,10,rand0,SVM,40,650,0.825,0.6697,0.7139
1,10,rand0,RF,40,650,0.789,0.6078,0.6472
1,10,rand1,SVM,40,650,0.7675,0.6742,0.7502
1,10,rand1,RF,40,650,0.736,0.6013,0.6731
1,10,rand2,SVM,40,650,0.8315,0.6696,0.7255
1,10,rand2,RF,40,650,0.8681,0.6041,0.6581
1,10,rand3,SVM,40,650,0.8143,0.6736,0.7474
1,10,rand3,RF,40,650,0.8395,0.6034,0.6603
1,10,rand4,SVM,40,650,0.747,0.6767,0.7331
1,10,rand4,RF,40,650,0.7506,0.6219,0.686
1,20,first,SVM,80,610,0.7594,0.6662,0.7597
1,20,first,RF,80,610,0.7337,0.6189,0.7088
1,20,rand0,SVM,80,610,0.8816,0.6835,0.7999
1,20,rand0,RF,80,610,0.8475,0.6065,0.6878
1,20,rand1,SVM,80,610,0.8469,0.6897,0.8099
1,20,rand1,RF,80,610,0.8268,0.6129,0.7435
1,20,rand2,SVM,80,610,0.8607,0.6529,0.7481
1,20,rand2,RF,80,610,0.8545,0.5996,0.7008
1,20,rand3,SVM,80,610,0.8301,0.6632,0.7704
1,20,rand3,RF,80,610,0.8197,0.6009,0.6854
1,20,rand4,SVM,80,610,0.8842,0.6685,0.7743
1,20,rand4,RF,80,610,0.8723,0.6022,0.7101
1,50,first,SVM,200,490,0.8812,0.6273,0.7512
1,50,first,RF,200,490,0.8294,0.6044,0.7347
1,50,rand0,SVM,200,490,0.9406,0.6471,0.8088
1,50,rand0,RF,200,490,0.912,0.6277,0.8201
1,50,rand1,SVM,200,490,0.9357,0.6833,0.8295
1,50,rand1,RF,200,490,0.8756,0.6333,0.8326
1,50,rand2,SVM,200,490,0.8819,0.659,0.806
1,50,rand2,RF,200,490,0.8732,0.6168,0.785
1,50,rand3,SVM,200,490,0.9099,0.6419,0.7983
1,50,rand3,RF,200,490,0.8923,0.5725,0.7678
1,50,rand4,SVM,200,490,0.9077,0.6796,0.8283
1,50,rand4,RF,200,490,0.9038,0.6228,0.7835
1,100,first,SVM,395,295,0.7866,0.4744,0.5519
1,100,first,RF,395,295,0.5396,0.5046,0.6059
1,100,rand0,SVM,395,295,0.9056,0.4746,0.6307
1,100,rand0,RF,395,295,0.6421,0.4628,0.6538
1,100,rand1,SVM,395,295,0.692,0.5035,0.6006
1,100,rand1,RF,395,295,0.6928,0.5168,0.6604
1,100,rand2,SVM,395,295,0.9488,0.4863,0.6032
1,100,rand2,RF,395,295,0.6976,0.5335,0.6619
1,100,rand3,SVM,395,295,0.89,0.4815,0.5809
1,100,rand3,RF,395,295,0.6842,0.51,0.6087
1,100,rand4,SVM,395,295,0.9099,0.4942,0.6033
1,100,rand4,RF,395,295,0.6566,0.4658,0.6487
2,5,first,SVM,20,500,0.6973,0.875,0.875
2,5,first,RF,20,500,0.6007,0.8673,0.8719
2,5,rand0,SVM,20,500,0.7415,0.871,0.8746
2,5,rand0,RF,20,500,0.7042,0.8569,0.8624
2,5,rand1,SVM,20,500,0.6861,0.8782,0.8758
2,5,rand1,RF,20,500,0.7434,0.8648,0.867
2,5,rand2,SVM,20,500,0.8052,0.8744,0.8721
2,5,rand2,RF,20,500,0.7598,0.8608,0.861
2,5,rand3,SVM,20,500,0.754,0.8758,0.8829
2,5,rand3,RF,20,500,0.7745,0.8636,0.872
2,5,rand4,SVM,20,500,0.7622,0.874,0.8705
2,5,rand4,RF,20,500,0.7452,0.8593,0.8649
2,10,first,SVM,40,480,0.7346,0.878,0.8856
2,10,first,RF,40,480,0.614,0.8735,0.8862
2,10,rand0,SVM,40,480,0.8722,0.8755,0.8833
2,10,rand0,RF,40,480,0.7775,0.8653,0.8832
2,10,rand1,SVM,40,480,0.853,0.8731,0.8742
2,10,rand1,RF,40,480,0.8288,0.8541,0.8635
2,10,rand2,SVM,40,480,0.7748,0.8658,0.8695
2,10,rand2,RF,40,480,0.805,0.8588,0.8776
2,10,rand3,SVM,40,480,0.8051,0.8825,0.8932
2,10,rand3,RF,40,480,0.7909,0.8658,0.8665
2,10,rand4,SVM,40,480,0.8232,0.8693,0.873
2,10,rand4,RF,40,480,0.8057,0.8529,0.8583
2,20,first,SVM,80,440,0.7411,0.8861,0.8992
2,20,first,RF,80,440,0.645,0.8802,0.9024
2,20,rand0,SVM,80,440,0.8276,0.8604,0.8695
2,20,rand0,RF,80,440,0.8302,0.8473,0.8679
2,20,rand1,SVM,80,440,0.887,0.8887,0.8898
2,20,rand1,RF,80,440,0.8639,0.869,0.8934
2,20,rand2,SVM,80,440,0.8862,0.8535,0.8713
2,20,rand2,RF,80,440,0.8606,0.8406,0.8553
2,20,rand3,SVM,80,440,0.8682,0.8754,0.8886
2,20,rand3,RF,80,440,0.86,0.8709,0.8791
2,20,rand4,SVM,80,440,0.824,0.8713,0.8813
2,20,rand4,RF,80,440,0.8251,0.8531,0.8751
2,50,first,SVM,200,320,0.8564,0.8332,0.8626
2,50,first,RF,200,320,0.8163,0.8752,0.8921
2,50,rand0,SVM,200,320,0.8512,0.8101,0.8516
2,50,rand0,RF,200,320,0.8727,0.7808,0.8527
2,50,rand1,SVM,200,320,0.8731,0.8685,0.8855
2,50,rand1,RF,200,320,0.8472,0.8856,0.9291
2,50,rand2,SVM,200,320,0.8794,0.8551,0.8982
2,50,rand2,RF,200,320,0.8896,0.8632,0.9084
2,50,rand3,SVM,200,320,0.8275,0.8588,0.8915
2,50,rand3,RF,200,320,0.8257,0.8129,0.8569
2,50,rand4,SVM,200,320,0.8716,0.8635,0.8993
2,50,rand4,RF,200,320,0.8917,0.8497,0.8697
2,100,first,SVM,329,191,0.3307,0.3298,0.3307
2,100,first,RF,329,191,0.244,0.4974,0.4974
2,100,rand0,SVM,329,191,0.3307,0.3298,0.3298
2,100,rand0,RF,329,191,0.2453,0.4987,0.4987
2,100,rand1,SVM,329,191,0.4987,0.4947,0.4947
2,100,rand1,RF,329,191,0.4987,0.4987,0.4987
2,100,rand2,SVM,329,191,0.4974,0.4987,0.4987
2,100,rand2,RF,329,191,0.3307,0.4987,0.4987
2,100,rand3,SVM,329,191,0.3271,0.3298,0.3307
2,100,rand3,RF,329,191,0.3225,0.4974,0.4974
2,100,rand4,SVM,329,191,0.3298,0.3298,0.3298
2,100,rand4,RF,329,191,0.328,0.4987,1.0
3,5,first,SVM,20,574,0.5351,0.8101,0.8132
3,5,first,RF,20,574,0.5308,0.7874,0.8187
3,5,rand0,SVM,20,574,0.6921,0.8037,0.8018
3,5,rand0,RF,20,574,0.7168,0.7718,0.7695
3,5,rand1,SVM,20,574,0.7231,0.8099,0.8083
3,5,rand1,RF,20,574,0.7519,0.7833,0.7992
3,5,rand2,SVM,20,574,0.713,0.8095,0.8095
3,5,rand2,RF,20,574,0.6943,0.7783,0.7715
3,5,rand3,SVM,20,574,0.6743,0.8106,0.8155
3,5,rand3,RF,20,574,0.6042,0.7863,0.7836
3,5,rand4,SVM,20,574,0.5939,0.8039,0.8163
3,5,rand4,RF,20,574,0.5128,0.782,0.7752
3,10,first,SVM,40,554,0.6112,0.8107,0.814
3,10,first,RF,40,554,0.5915,0.7914,0.7942
3,10,rand0,SVM,40,554,0.8225,0.8209,0.8311
3,10,rand0,RF,40,554,0.7912,0.7957,0.8143
3,10,rand1,SVM,40,554,0.8029,0.8029,0.8123
3,10,rand1,RF,40,554,0.8177,0.7771,0.8105
3,10,rand2,SVM,40,554,0.801,0.8006,0.8057
3,10,rand2,RF,40,554,0.7662,0.7692,0.8129
3,10,rand3,SVM,40,554,0.7535,0.8045,0.8076
3,10,rand3,RF,40,554,0.7137,0.7722,0.801
3,10,rand4,SVM,40,554,0.8033,0.8072,0.8069
3,10,rand4,RF,40,554,0.7516,0.782,0.8046
3,20,first,SVM,80,514,0.6582,0.7989,0.8069
3,20,first,RF,80,514,0.6404,0.7948,0.8158
3,20,rand0,SVM,80,514,0.846,0.8231,0.8345
3,20,rand0,RF,80,514,0.8295,0.7933,0.8255
3,20,rand1,SVM,80,514,0.7899,0.7988,0.8127
3,20,rand1,RF,80,514,0.8025,0.7761,0.7913
3,20,rand2,SVM,80,514,0.8266,0.8092,0.8311
3,20,rand2,RF,80,514,0.8053,0.7908,0.8192
3,20,rand3,SVM,80,514,0.8606,0.805,0.8084
3,20,rand3,RF,80,514,0.846,0.7649,0.7867
3,20,rand4,SVM,80,514,0.84,0.8052,0.829
3,20,rand4,RF,80,514,0.8384,0.7867,0.8317
3,50,first,SVM,200,394,0.8252,0.7186,0.7436
3,50,first,RF,200,394,0.815,0.7142,0.7741
3,50,rand0,SVM,200,394,0.8705,0.7825,0.8097
3,50,rand0,RF,200,394,0.8761,0.731,0.8164
3,50,rand1,SVM,200,394,0.9125,0.7501,0.7902
3,50,rand1,RF,200,394,0.913,0.7423,0.8205
3,50,rand2,SVM,200,394,0.8291,0.7414,0.7853
3,50,rand2,RF,200,394,0.8312,0.7402,0.7956
3,50,rand3,SVM,200,394,0.8762,0.7233,0.7712
3,50,rand3,RF,200,394,0.8609,0.7102,0.7838
3,50,rand4,SVM,200,394,0.8711,0.7608,0.7907
3,50,rand4,RF,200,394,0.8719,0.7869,0.8481
3,100,first,SVM,335,259,0.5543,0.4193,0.4464
3,100,first,RF,335,259,0.6376,0.564,0.6205
3,100,rand0,SVM,335,259,0.3953,0.4364,0.4761
3,100,rand0,RF,335,259,0.4109,0.4379,0.4648
3,100,rand1,SVM,335,259,0.5959,0.4131,0.4558
3,100,rand1,RF,335,259,0.6127,0.3869,0.4225
3,100,rand2,SVM,335,259,0.5585,0.4415,0.4669
3,100,rand2,RF,335,259,0.5897,0.4384,0.4654
3,100,rand3,SVM,335,259,0.5695,0.4323,0.4574
3,100,rand3,RF,335,259,0.5479,0.452,0.4766
3,100,rand4,SVM,335,259,0.598,0.405,0.4459
3,100,rand4,RF,335,259,0.9292,0.5833,0.5626
4,5,first,SVM,20,536,0.5306,0.7825,0.7801
4,5,first,RF,20,536,0.5962,0.7984,0.7989
4,5,rand0,SVM,20,536,0.5779,0.7875,0.7836
4,5,rand0,RF,20,536,0.6143,0.799,0.793
4,5,rand1,SVM,20,536,0.645,0.7896,0.7909
4,5,rand1,RF,20,536,0.7015,0.8021,0.8024
4,5,rand2,SVM,20,536,0.6644,0.7751,0.7963
4,5,rand2,RF,20,536,0.641,0.7904,0.7866
4,5,rand3,SVM,20,536,0.6457,0.7909,0.8046
4,5,rand3,RF,20,536,0.7014,0.8074,0.8026
4,5,rand4,SVM,20,536,0.7228,0.7761,0.7846
4,5,rand4,RF,20,536,0.6425,0.7856,0.7775
4,10,first,SVM,40,516,0.6063,0.7749,0.7764
4,10,first,RF,40,516,0.5457,0.7982,0.7915
4,10,rand0,SVM,40,516,0.7869,0.7798,0.7918
4,10,rand0,RF,40,516,0.7456,0.7878,0.7805
4,10,rand1,SVM,40,516,0.6892,0.788,0.7968
4,10,rand1,RF,40,516,0.7381,0.8082,0.82
4,10,rand2,SVM,40,516,0.7903,0.7748,0.7869
4,10,rand2,RF,40,516,0.7917,0.7939,0.7788
4,10,rand3,SVM,40,516,0.7606,0.7945,0.8058
4,10,rand3,RF,40,516,0.7414,0.8018,0.8117
4,10,rand4,SVM,40,516,0.7301,0.778,0.7852
4,10,rand4,RF,40,516,0.8029,0.795,0.7979
4,20,first,SVM,80,476,0.7928,0.7829,0.8097
4,20,first,RF,80,476,0.8085,0.8082,0.8268
4,20,rand0,SVM,80,476,0.7771,0.7998,0.8277
4,20,rand0,RF,80,476,0.8584,0.7903,0.8219
4,20,rand1,SVM,80,476,0.8178,0.7722,0.7979
4,20,rand1,RF,80,476,0.8356,0.7916,0.8139
4,20,rand2,SVM,80,476,0.8434,0.7758,0.7965
4,20,rand2,RF,80,476,0.8479,0.7948,0.8062
4,20,rand3,SVM,80,476,0.8597,0.7698,0.7897
4,20,rand3,RF,80,476,0.8342,0.7876,0.7951
4,20,rand4,SVM,80,476,0.7838,0.7764,0.8164
4,20,rand4,RF,80,476,0.7651,0.7973,0.8054
4,50,first,SVM,200,356,0.7803,0.7669,0.8031
4,50,first,RF,200,356,0.8421,0.8151,0.8124
4,50,rand0,SVM,200,356,0.893,0.7618,0.8197
4,50,rand0,RF,200,356,0.9137,0.7424,0.801
4,50,rand1,SVM,200,356,0.9085,0.7643,0.8397
4,50,rand1,RF,200,356,0.8569,0.817,0.8561
4,50,rand2,SVM,200,356,0.8973,0.7969,0.8175
4,50,rand2,RF,200,356,0.8708,0.7987,0.8057
4,50,rand3,SVM,200,356,0.8829,0.8241,0.8344
4,50,rand3,RF,200,356,0.8935,0.7817,0.8203
4,50,rand4,SVM,200,356,0.8992,0.7822,0.8253
4,50,rand4,RF,200,356,0.9131,0.7899,0.8212
4,100,first,SVM,351,205,0.6642,0.4395,0.4395
4,100,first,RF,351,205,1.0,0.6625,0.6625
4,100,rand0,SVM,351,205,0.6634,0.4617,0.4617
4,100,rand0,RF,351,205,1.0,0.6642,0.6642
4,100,rand1,SVM,351,205,0.6634,0.3284,0.3284
4,100,rand1,RF,351,205,0.3333,0.3267,0.6625
4,100,rand2,SVM,351,205,0.6634,0.4395,0.4395
4,100,rand2,RF,351,205,1.0,0.6617,0.6634
4,100,rand3,SVM,351,205,0.4959,0.4236,0.4236
4,100,rand3,RF,351,205,0.4959,0.6625,0.665
4,100,rand4,SVM,351,205,0.6625,0.4202,0.4202
4,100,rand4,RF,351,205,0.6642,0.66,0.6617
5,5,first,SVM,20,688,0.4205,0.6961,0.6962
5,5,first,RF,20,688,0.3917,0.6606,0.6626
5,5,rand0,SVM,20,688,0.4228,0.695,0.703
5,5,rand0,RF,20,688,0.4429,0.6562,0.6908
5,5,rand1,SVM,20,688,0.6018,0.6976,0.7057
5,5,rand1,RF,20,688,0.5805,0.6569,0.6847
5,5,rand2,SVM,20,688,0.4811,0.6966,0.7119
5,5,rand2,RF,20,688,0.4877,0.6582,0.6728
5,5,rand3,SVM,20,688,0.4793,0.6968,0.7068
5,5,rand3,RF,20,688,0.5257,0.6583,0.6805
5,5,rand4,SVM,20,688,0.5282,0.7004,0.7126
5,5,rand4,RF,20,688,0.5101,0.656,0.6484
5,10,first,SVM,40,668,0.4635,0.7,0.7209
5,10,first,RF,40,668,0.4143,0.6626,0.6801
5,10,rand0,SVM,40,668,0.6434,0.6941,0.7015
5,10,rand0,RF,40,668,0.6657,0.6526,0.6749
5,10,rand1,SVM,40,668,0.6856,0.6987,0.7054
5,10,rand1,RF,40,668,0.636,0.651,0.6688
5,10,rand2,SVM,40,668,0.6724,0.6978,0.7167
5,10,rand2,RF,40,668,0.6409,0.6568,0.6784
5,10,rand3,SVM,40,668,0.6145,0.6969,0.7209
5,10,rand3,RF,40,668,0.6371,0.6559,0.6822
5,10,rand4,SVM,40,668,0.6567,0.7024,0.7199
5,10,rand4,RF,40,668,0.6862,0.6579,0.6895
5,20,first,SVM,80,628,0.4846,0.7062,0.7264
5,20,first,RF,80,628,0.458,0.6635,0.6872
5,20,rand0,SVM,80,628,0.7719,0.689,0.7089
5,20,rand0,RF,80,628,0.7107,0.6463,0.681
5,20,rand1,SVM,80,628,0.7128,0.6938,0.7235
5,20,rand1,RF,80,628,0.7205,0.6418,0.6926
5,20,rand2,SVM,80,628,0.7301,0.682,0.6994
5,20,rand2,RF,80,628,0.7066,0.6405,0.6685
5,20,rand3,SVM,80,628,0.7187,0.6995,0.7082
5,20,rand3,RF,80,628,0.7164,0.6557,0.6754
5,20,rand4,SVM,80,628,0.7708,0.705,0.727
5,20,rand4,RF,80,628,0.7225,0.6583,0.6957
5,50,first,SVM,200,508,0.7316,0.6994,0.7313
5,50,first,RF,200,508,0.7661,0.6676,0.7347
5,50,rand0,SVM,200,508,0.7984,0.6824,0.7431
5,50,rand0,RF,200,508,0.7994,0.6544,0.715
5,50,rand1,SVM,200,508,0.7979,0.6584,0.7071
5,50,rand1,RF,200,508,0.8093,0.6138,0.7059
5,50,rand2,SVM,200,508,0.7893,0.6746,0.7383
5,50,rand2,RF,200,508,0.7786,0.6384,0.7008
5,50,rand3,SVM,200,508,0.8019,0.6618,0.71
5,50,rand3,RF,200,508,0.8059,0.6308,0.6965
5,50,rand4,SVM,200,508,0.8329,0.6796,0.7284
5,50,rand4,RF,200,508,0.8297,0.6444,0.7182
5,100,first,SVM,384,324,0.6619,0.5661,0.6166
5,100,first,RF,384,324,0.6544,0.5403,0.616
5,100,rand0,SVM,384,324,0.6694,0.5398,0.5966
5,100,rand0,RF,384,324,0.6591,0.5377,0.597
5,100,rand1,SVM,384,324,0.6507,0.5467,0.6017
5,100,rand1,RF,384,324,0.6708,0.5496,0.601
5,100,rand2,SVM,384,324,0.6386,0.56,0.6251
5,100,rand2,RF,384,324,0.6657,0.5281,0.6143
5,100,rand3,SVM,384,324,0.661,0.5575,0.6013
5,100,rand3,RF,384,324,0.648,0.5494,0.6035
5,100,rand4,SVM,384,324,0.6518,0.5154,0.5824
5,100,rand4,RF,384,324,0.6293,0.5224,0.5736
6,5,first,SVM,20,563,0.4839,0.7416,0.7425
6,5,first,RF,20,563,0.4343,0.7086,0.7193
6,5,rand0,SVM,20,563,0.5497,0.7372,0.7388
6,5,rand0,RF,20,563,0.7059,0.7047,0.7177
6,5,rand1,SVM,20,563,0.5424,0.7402,0.7405
6,5,rand1,RF,20,563,0.5824,0.7125,0.7258
6,5,rand2,SVM,20,563,0.6144,0.744,0.7543
6,5,rand2,RF,20,563,0.6078,0.708,0.7224
6,5,rand3,SVM,20,563,0.5942,0.739,0.7379
6,5,rand3,RF,20,563,0.5734,0.704,0.7171
6,5,rand4,SVM,20,563,0.5087,0.7491,0.7493
6,5,rand4,RF,20,563,0.5498,0.7164,0.7169
6,10,first,SVM,40,543,0.5896,0.7351,0.7412
6,10,first,RF,40,543,0.5659,0.7004,0.7158
6,10,rand0,SVM,40,543,0.7386,0.7593,0.7718
6,10,rand0,RF,40,543,0.6921,0.7295,0.7303
6,10,rand1,SVM,40,543,0.7426,0.7582,0.7631
6,10,rand1,RF,40,543,0.7189,0.723,0.7494
6,10,rand2,SVM,40,543,0.7715,0.7304,0.7299
6,10,rand2,RF,40,543,0.6758,0.696,0.7071
6,10,rand3,SVM,40,543,0.7173,0.7557,0.7632
6,10,rand3,RF,40,543,0.6756,0.7148,0.7373
6,10,rand4,SVM,40,543,0.7055,0.7593,0.7708
6,10,rand4,RF,40,543,0.6841,0.711,0.7343
6,20,first,SVM,80,503,0.6868,0.731,0.7398
6,20,first,RF,80,503,0.5117,0.6983,0.7223
6,20,rand0,SVM,80,503,0.7719,0.7438,0.771
6,20,rand0,RF,80,503,0.7655,0.7044,0.7391
6,20,rand1,SVM,80,503,0.7707,0.7555,0.7714
6,20,rand1,RF,80,503,0.7743,0.7196,0.7291
6,20,rand2,SVM,80,503,0.7558,0.7457,0.7596
6,20,rand2,RF,80,503,0.7064,0.7198,0.7478
6,20,rand3,SVM,80,503,0.8237,0.738,0.7478
6,20,rand3,RF,80,503,0.8157,0.7146,0.7218
6,20,rand4,SVM,80,503,0.7704,0.7505,0.7645
6,20,rand4,RF,80,503,0.7996,0.7118,0.7259
6,50,first,SVM,200,383,0.7648,0.7485,0.7637
6,50,first,RF,200,383,0.7168,0.714,0.7529
6,50,rand0,SVM,200,383,0.8453,0.7423,0.7768
6,50,rand0,RF,200,383,0.8014,0.7063,0.7578
6,50,rand1,SVM,200,383,0.8483,0.728,0.7694
6,50,rand1,RF,200,383,0.7966,0.6748,0.7125
6,50,rand2,SVM,200,383,0.8307,0.7076,0.7349
6,50,rand2,RF,200,383,0.7346,0.6846,0.719
6,50,rand3,SVM,200,383,0.8236,0.7029,0.7255
6,50,rand3,RF,200,383,0.7964,0.6646,0.7222
6,50,rand4,SVM,200,383,0.8674,0.6979,0.7292
6,50,rand4,RF,200,383,0.8485,0.6554,0.7238
6,100,first,SVM,373,210,0.4493,0.4497,0.4546
6,100,first,RF,373,210,0.4371,0.4388,0.4477
6,100,rand0,SVM,373,210,0.467,0.4468,0.4557
6,100,rand0,RF,373,210,0.4708,0.4356,0.4591
6,100,rand1,SVM,373,210,0.4773,0.4601,0.456
6,100,rand1,RF,373,210,0.4745,0.4463,0.4557
6,100,rand2,SVM,373,210,0.4773,0.4126,0.4245
6,100,rand2,RF,373,210,0.4839,0.4155,0.4309
6,100,rand3,SVM,373,210,0.47,0.4505,0.4512
6,100,rand3,RF,373,210,0.4723,0.4357,0.4543
6,100,rand4,SVM,373,210,0.4853,0.4519,0.456
6,100,rand4,RF,373,210,0.4891,0.4432,0.4606
7,5,first,SVM,20,580,0.5366,0.7636,0.7871
7,5,first,RF,20,580,0.5728,0.7438,0.7703
7,5,rand0,SVM,20,580,0.6626,0.7716,0.7801
7,5,rand0,RF,20,580,0.5764,0.7451,0.775
7,5,rand1,SVM,20,580,0.7606,0.7729,0.8022
7,5,rand1,RF,20,580,0.7209,0.7459,0.7994
7,5,rand2,SVM,20,580,0.7755,0.7709,0.7973
7,5,rand2,RF,20,580,0.7074,0.7493,0.7849
7,5,rand3,SVM,20,580,0.7279,0.77,0.7932
7,5,rand3,RF,20,580,0.7072,0.7428,0.7847
7,5,rand4,SVM,20,580,0.7477,0.7719,0.7844
7,5,rand4,RF,20,580,0.7567,0.7454,0.7727
7,10,first,SVM,40,560,0.6015,0.7567,0.795
7,10,first,RF,40,560,0.6733,0.7431,0.7917
7,10,rand0,SVM,40,560,0.9069,0.7796,0.8218
7,10,rand0,RF,40,560,0.8679,0.7539,0.8212
7,10,rand1,SVM,40,560,0.8935,0.774,0.7996
7,10,rand1,RF,40,560,0.8665,0.7374,0.7769
7,10,rand2,SVM,40,560,0.8145,0.7784,0.8023
7,10,rand2,RF,40,560,0.7906,0.7518,0.8097
7,10,rand3,SVM,40,560,0.7013,0.7705,0.8071
7,10,rand3,RF,40,560,0.7607,0.7474,0.8174
7,10,rand4,SVM,40,560,0.8116,0.7748,0.8
7,10,rand4,RF,40,560,0.8268,0.7528,0.8148
7,20,first,SVM,80,520,0.6961,0.7583,0.8038
7,20,first,RF,80,520,0.6808,0.7433,0.8205
7,20,rand0,SVM,80,520,0.8972,0.782,0.8246
7,20,rand0,RF,80,520,0.8959,0.7564,0.8271
7,20,rand1,SVM,80,520,0.9095,0.7758,0.8274
7,20,rand1,RF,80,520,0.898,0.7459,0.8331
7,20,rand2,SVM,80,520,0.8745,0.7664,0.8235
7,20,rand2,RF,80,520,0.8422,0.7535,0.8344
7,20,rand3,SVM,80,520,0.9296,0.7757,0.7988
7,20,rand3,RF,80,520,0.8783,0.7557,0.8392
7,20,rand4,SVM,80,520,0.9177,0.7575,0.8174
7,20,rand4,RF,80,520,0.9,0.7333,0.8348
7,50,first,SVM,200,400,0.8875,0.76,0.8198
7,50,first,RF,200,400,0.8211,0.7566,0.8438
7,50,rand0,SVM,200,400,0.9376,0.7578,0.8348
7,50,rand0,RF,200,400,0.9324,0.7549,0.8842
7,50,rand1,SVM,200,400,0.9136,0.7767,0.857
7,50,rand1,RF,200,400,0.9192,0.7473,0.8467
7,50,rand2,SVM,200,400,0.9292,0.7765,0.8493
7,50,rand2,RF,200,400,0.9297,0.7637,0.8824
7,50,rand3,SVM,200,400,0.8948,0.7319,0.79
7,50,rand3,RF,200,400,0.8684,0.718,0.8406
7,50,rand4,SVM,200,400,0.9702,0.774,0.8305
7,50,rand4,RF,200,400,0.9408,0.7566,0.8828
7,100,first,SVM,375,225,0.9564,0.5625,0.6221
7,100,first,RF,375,225,0.653,0.5278,0.6547
7,100,rand0,SVM,375,225,0.7167,0.5265,0.5494
7,100,rand0,RF,375,225,0.6413,0.5138,0.62
7,100,rand1,SVM,375,225,0.7167,0.4919,0.5527
7,100,rand1,RF,375,225,0.9303,0.5736,0.6703
7,100,rand2,SVM,375,225,0.7167,0.4952,0.5386
7,100,rand2,RF,375,225,0.6422,0.5138,0.6131
7,100,rand3,SVM,375,225,0.8754,0.5145,0.539
7,100,rand3,RF,375,225,0.622,0.4026,0.6066
7,100,rand4,SVM,375,225,0.7124,0.4827,0.5481
7,100,rand4,RF,375,225,0.7065,0.4676,0.548
8,5,first,SVM,20,554,0.4959,0.7412,0.7425
8,5,first,RF,20,554,0.4807,0.7633,0.7658
8,5,rand0,SVM,20,554,0.7436,0.7503,0.7649
8,5,rand0,RF,20,554,0.7236,0.7534,0.7581
8,5,rand1,SVM,20,554,0.7773,0.7479,0.7508
8,5,rand1,RF,20,554,0.7238,0.7571,0.7563
8,5,rand2,SVM,20,554,0.6174,0.7454,0.7497
8,5,rand2,RF,20,554,0.5844,0.7586,0.7621
8,5,rand3,SVM,20,554,0.6765,0.7489,0.7585
8,5,rand3,RF,20,554,0.6487,0.7607,0.7739
8,5,rand4,SVM,20,554,0.6691,0.7456,0.7497
8,5,rand4,RF,20,554,0.6342,0.7579,0.7441
8,10,first,SVM,40,534,0.5613,0.745,0.7564
8,10,first,RF,40,534,0.4885,0.7664,0.7898
8,10,rand0,SVM,40,534,0.6921,0.7493,0.7634
8,10,rand0,RF,40,534,0.6998,0.7481,0.7449
8,10,rand1,SVM,40,534,0.7042,0.7526,0.7548
8,10,rand1,RF,40,534,0.7386,0.7547,0.7573
8,10,rand2,SVM,40,534,0.7426,0.7509,0.7676
8,10,rand2,RF,40,534,0.7601,0.7584,0.7682
8,10,rand3,SVM,40,534,0.7671,0.7544,0.7708
8,10,rand3,RF,40,534,0.792,0.7552,0.7653
8,10,rand4,SVM,40,534,0.8108,0.7393,0.754
8,10,rand4,RF,40,534,0.7754,0.743,0.7536
8,20,first,SVM,80,494,0.64,0.7654,0.779
8,20,first,RF,80,494,0.611,0.7766,0.8063
8,20,rand0,SVM,80,494,0.8035,0.7602,0.7924
8,20,rand0,RF,80,494,0.737,0.7639,0.7709
8,20,rand1,SVM,80,494,0.798,0.7521,0.7876
8,20,rand1,RF,80,494,0.795,0.78,0.7937
8,20,rand2,SVM,80,494,0.8286,0.7264,0.7585
8,20,rand2,RF,80,494,0.798,0.7407,0.7556
8,20,rand3,SVM,80,494,0.783,0.7801,0.7983
8,20,rand3,RF,80,494,0.7917,0.7646,0.7876
8,20,rand4,SVM,80,494,0.8175,0.7336,0.7617
8,20,rand4,RF,80,494,0.7722,0.7465,0.7567
8,50,first,SVM,200,374,0.8406,0.7663,0.8043
8,50,first,RF,200,374,0.7994,0.7591,0.7909
8,50,rand0,SVM,200,374,0.8402,0.7446,0.7907
8,50,rand0,RF,200,374,0.8475,0.7136,0.7701
8,50,rand1,SVM,200,374,0.8967,0.7214,0.7953
8,50,rand1,RF,200,374,0.9017,0.7482,0.7865
8,50,rand2,SVM,200,374,0.8586,0.7342,0.7744
8,50,rand2,RF,200,374,0.865,0.7522,0.7959
8,50,rand3,SVM,200,374,0.7976,0.7521,0.8093
8,50,rand3,RF,200,374,0.7894,0.7677,0.7986
