subject,member,macro_f1,f1_DNS,f1_STDUP,f1_UPS,f1_WAK,crit_err
12,SVM,0.8093201481447957,0.7142857142857143,0.822429906542056,0.8361581920903954,0.864406779661017,0.07792207792207792
12,RESNET_SE,0.8931014647920834,0.9115646258503401,0.8867924528301887,0.8780487804878049,0.896,0.05194805194805195
12,soft,0.8849171327739794,0.8689655172413793,0.8598130841121495,0.8928571428571429,0.9180327868852459,0.05194805194805195
12,hard,0.8931014647920834,0.9115646258503401,0.8867924528301887,0.8780487804878049,0.896,0.05194805194805195
13,SVM,0.8808300176834659,0.8362068965517241,0.9230769230769231,0.9134615384615384,0.8505747126436781,0.08108108108108109
13,RESNET_SE,0.8953336145378047,0.8908296943231441,0.9174311926605505,0.9107981220657277,0.8622754491017964,0.018018018018018018
13,soft,0.9411091433834463,0.933920704845815,0.9433962264150944,0.9622641509433962,0.9248554913294798,0.02702702702702703
13,hard,0.8953336145378047,0.8908296943231441,0.9174311926605505,0.9107981220657277,0.8622754491017964,0.018018018018018018
14,SVM,0.8005932119473621,0.7729083665338645,0.8627450980392157,0.7985074626865671,0.7682119205298014,0.12030075187969924
14,RESNET_SE,0.7742529398471505,0.7747747747747747,0.8925619834710744,0.7709923664122137,0.6586826347305389,0.15037593984962405
14,soft,0.8316951842220849,0.8050847457627118,0.9391304347826087,0.8235294117647058,0.7590361445783133,0.14285714285714285
14,hard,0.7742529398471505,0.7747747747747747,0.8925619834710744,0.7709923664122137,0.6586826347305389,0.15037593984962405
15,SVM,0.8163275706284578,0.7928994082840237,0.8571428571428571,0.8022598870056498,0.8130081300813008,0.07228915662650602
15,RESNET_SE,0.8606547114166948,0.8837209302325582,0.8192771084337349,0.8470588235294118,0.8925619834710744,0.024096385542168676
15,soft,0.9030492803667304,0.9418604651162791,0.8571428571428571,0.8875739644970414,0.9256198347107438,0.012048192771084338
15,hard,0.8606547114166948,0.8837209302325582,0.8192771084337349,0.8470588235294118,0.8925619834710744,0.024096385542168676
16,SVM,0.7927960304953812,0.7628865979381443,0.8,0.7685185185185185,0.8397790055248618,0.10989010989010989
16,RESNET_SE,0.8419116640547494,0.9180327868852459,0.8181818181818182,0.8050847457627118,0.8263473053892215,0.03296703296703297
16,soft,0.8765613665982461,0.9130434782608695,0.8545454545454545,0.832579185520362,0.9060773480662984,0.04395604395604396
16,hard,0.8419116640547494,0.9180327868852459,0.8181818181818182,0.8050847457627118,0.8263473053892215,0.03296703296703297
17,SVM,0.8231548374008715,0.7772511848341233,0.9642857142857143,0.7846153846153846,0.7664670658682635,0.0761904761904762
17,RESNET_SE,0.8075038800162683,0.7677725118483413,0.8837209302325582,0.8036529680365296,0.774869109947644,0.10476190476190476
17,soft,0.85699946368857,0.8207547169811321,0.957983193277311,0.8340425531914893,0.8152173913043478,0.08571428571428572
17,hard,0.8075038800162683,0.7677725118483413,0.8837209302325582,0.8036529680365296,0.774869109947644,0.10476190476190476
