tag,model,window_ms,sd_old_pooled,sd_new_blocked,delta_pp,wilcoxon_p,cohens_d,n,guard_frac,x_flags
freq72_w250,SVM,250,0.9367,0.8883,-4.831,1.8189894035458565e-12,-1.913,40,0.0818,0
freq72_w250,RF,250,0.9198,0.8799,-3.982,1.8189894035458565e-12,-1.645,40,0.0818,0
freq72_w250,LDA,250,0.8985,0.8457,-5.273,1.8189894035458565e-12,-1.917,40,0.0818,0
