arm,model,subject,mode,f1,crit_err
A,RF,40,unsmoothed,0.8060080973387425,0.05
A,RF,40,smoothed,0.9347240758558615,0.0
B,SVM,1,unsmoothed,0.6580665825531906,0.075
B,SVM,1,smoothed,0.7883988293545025,0.016666666666666666
B,SVM,2,unsmoothed,0.8354809291645597,0.025974025974025976
B,SVM,2,smoothed,0.9374340419116538,0.0
B,SVM,3,unsmoothed,0.8075713240067453,0.1504424778761062
B,SVM,3,smoothed,0.896148508375775,0.08849557522123894
B,SVM,4,unsmoothed,0.7754152591748054,0.05063291139240506
B,SVM,4,smoothed,0.9015691353258873,0.012658227848101266
B,SVM,5,unsmoothed,0.7035905970693714,0.12337662337662338
B,SVM,5,smoothed,0.8009401494791801,0.08441558441558442
B,SVM,6,unsmoothed,0.7791096530367861,0.11702127659574468
B,SVM,6,smoothed,0.8667136445532673,0.0
B,SVM,7,unsmoothed,0.7689542233875853,0.047619047619047616
B,SVM,7,smoothed,0.9011103636720058,0.0
B,SVM,8,unsmoothed,0.7349796434216003,0.12790697674418605
B,SVM,8,smoothed,0.856730098106191,0.06976744186046512
B,SVM,9,unsmoothed,0.7892156088008755,0.128
B,SVM,9,smoothed,0.927819258666133,0.032
B,SVM,10,unsmoothed,0.7270674747078745,0.013157894736842105
B,SVM,10,smoothed,0.8356578831906395,0.0
B,SVM,11,unsmoothed,0.8747917260617275,0.012987012987012988
B,SVM,11,smoothed,0.9724662356619194,0.0
B,SVM,12,unsmoothed,0.8461969315475598,0.025974025974025976
B,SVM,12,smoothed,0.9429583938219779,0.025974025974025976
B,SVM,13,unsmoothed,0.915854263742559,0.06306306306306306
B,SVM,13,smoothed,0.994949494949495,0.018018018018018018
B,SVM,14,unsmoothed,0.8152740764116028,0.09774436090225563
B,SVM,14,smoothed,0.9374965977884667,0.022556390977443608
B,SVM,15,unsmoothed,0.8506785261125906,0.07228915662650602
B,SVM,15,smoothed,0.9949049131743615,0.0
B,SVM,16,unsmoothed,0.846789161146891,0.10989010989010989
B,SVM,16,smoothed,0.9647928132565005,0.02197802197802198
B,SVM,17,unsmoothed,0.7923623516510727,0.06666666666666667
B,SVM,17,smoothed,0.9437670592481937,0.0
B,SVM,18,unsmoothed,0.8222475160305087,0.20930232558139536
B,SVM,18,smoothed,0.9492761026303156,0.09302325581395349
B,SVM,19,unsmoothed,0.7692013523125264,0.12149532710280374
B,SVM,19,smoothed,0.9519429217405821,0.009345794392523364
B,SVM,20,unsmoothed,0.7117426365542916,0.0
B,SVM,20,smoothed,0.7910611946916304,0.0
B,SVM,21,unsmoothed,0.7836375475149777,0.0
B,SVM,21,smoothed,0.9096464298212186,0.0
B,SVM,22,unsmoothed,0.7371851451370903,0.16666666666666666
B,SVM,22,smoothed,0.883058066556272,0.047619047619047616
B,SVM,23,unsmoothed,0.7005281702967543,0.08333333333333333
B,SVM,23,smoothed,0.8387077776936761,0.041666666666666664
B,SVM,24,unsmoothed,0.6840417085714071,0.038461538461538464
B,SVM,24,smoothed,0.851446179718202,0.0
B,SVM,25,unsmoothed,0.7812359942815558,0.12790697674418605
B,SVM,25,smoothed,0.9012039746161712,0.03488372093023256
B,SVM,26,unsmoothed,0.7276017345795166,0.2302158273381295
B,SVM,26,smoothed,0.8805408214360378,0.12949640287769784
B,SVM,27,unsmoothed,0.8512219594488238,0.021505376344086023
B,SVM,27,smoothed,0.9567940199335547,0.0
B,SVM,28,unsmoothed,0.816085012798794,0.08928571428571429
B,SVM,28,smoothed,0.9636900504505013,0.026785714285714284
B,SVM,29,unsmoothed,0.7815958012579806,0.10377358490566038
B,SVM,29,smoothed,0.9236498042058755,0.03773584905660377
B,SVM,30,unsmoothed,0.8057729356940206,0.14285714285714285
B,SVM,30,smoothed,0.9598615841238534,0.04395604395604396
B,SVM,31,unsmoothed,0.738920769774676,0.1276595744680851
B,SVM,31,smoothed,0.8870192210500979,0.07446808510638298
B,SVM,32,unsmoothed,0.7400555992773745,0.20535714285714285
B,SVM,32,smoothed,0.8810110388132241,0.13392857142857142
B,SVM,33,unsmoothed,0.8567321370060906,0.042105263157894736
B,SVM,33,smoothed,0.9781127249959447,0.0
B,SVM,34,unsmoothed,0.8531813809265533,0.07692307692307693
B,SVM,34,smoothed,0.9609943635400334,0.02197802197802198
B,SVM,35,unsmoothed,0.7299951890823799,0.15706806282722513
B,SVM,35,smoothed,0.8234329533966922,0.1256544502617801
B,SVM,36,unsmoothed,0.707781902390011,0.1595744680851064
B,SVM,36,smoothed,0.8056144556698179,0.09574468085106383
B,SVM,37,unsmoothed,0.7980351979688189,0.18072289156626506
