rate,mean_occlusion_cost_pp,mean_loso_macro_f1_pct
0.1,21.372658526998187,83.10874755054687
0.2,12.094941796700859,83.75641099558194
0.3,10.261848753240152,83.72862159128984
0.5,7.419835283958491,82.05079989841686
