subject,model,condition,n_stdup_train,macro_f1,f1_DNS,f1_STDUP,f1_UPS,f1_WAK
31,SVM,imbalanced,14260,0.7340918274538094,0.5913978494623656,0.9858490566037735,0.6643835616438356,0.6947368421052632
31,RF,imbalanced,14260,0.7099477087020586,0.5402298850574713,0.9747706422018348,0.6351351351351351,0.6896551724137931
31,SVM,balanced,3776,0.7356509473203079,0.6120218579234973,0.9846878680800942,0.6551724137931034,0.6907216494845361
31,RF,balanced,3776,0.7034501415800407,0.5263157894736842,0.9810874704491725,0.6397306397306397,0.6666666666666666
32,SVM,imbalanced,14292,0.7357707426793634,0.6237623762376238,0.9859872611464968,0.70995670995671,0.6233766233766234
32,RF,imbalanced,14292,0.7721177146352913,0.6435643564356436,0.9860935524652339,0.725,0.7338129496402878
32,SVM,balanced,3790,0.7343971871775758,0.6192893401015228,0.9846938775510204,0.7094017094017094,0.6242038216560509
32,RF,balanced,3790,0.7558410308967202,0.6255924170616114,0.9807445442875481,0.7219917012448133,0.6950354609929078
33,SVM,imbalanced,14280,0.8382067895501709,0.8673469387755102,0.9877149877149877,0.7798165137614679,0.717948717948718
33,RF,imbalanced,14280,0.8486477666261245,0.86,0.9902439024390244,0.7837837837837838,0.7605633802816901
33,SVM,balanced,3792,0.823882346139572,0.8557213930348259,0.9838107098381071,0.7522935779816514,0.7037037037037037
33,RF,balanced,3792,0.8221147249493301,0.819047619047619,0.981226533166458,0.7807017543859649,0.7074829931972789
34,SVM,imbalanced,14311,0.8423175942747149,0.8121827411167513,0.9615384615384616,0.8241206030150754,0.7714285714285715
34,RF,imbalanced,14311,0.8494489023726871,0.7868852459016393,0.9448183041722745,0.8390243902439024,0.8270676691729323
34,SVM,balanced,3801,0.8399597905683508,0.8020304568527918,0.9614325068870524,0.8324873096446701,0.7638888888888888
34,RF,balanced,3801,0.8424359608027652,0.8040201005025126,0.9432918395573997,0.8195121951219512,0.8029197080291971
35,SVM,imbalanced,14263,0.7309437258400238,0.56,0.9583333333333334,0.7105263157894737,0.6949152542372882
35,RF,imbalanced,14263,0.702622176908398,0.49146757679180886,0.9397321428571429,0.6755852842809364,0.7037037037037037
35,SVM,balanced,3744,0.722557123177328,0.5581395348837209,0.9578454332552693,0.6993464052287581,0.6748971193415638
35,RF,balanced,3744,0.7079905729074581,0.5225806451612903,0.9498249708284714,0.689873417721519,0.669683257918552
36,SVM,imbalanced,14280,0.7040875634942992,0.5609756097560976,0.9714285714285714,0.5825242718446602,0.7014218009478673
36,RF,imbalanced,14280,0.7441175391741797,0.6173913043478261,0.9830508474576272,0.6609442060085837,0.7150837988826816
36,SVM,balanced,3778,0.697212947160073,0.5477178423236515,0.967741935483871,0.5876777251184834,0.6857142857142857
36,RF,balanced,3778,0.7254191939408021,0.6141732283464567,0.9674185463659147,0.6462882096069869,0.6737967914438503
37,SVM,imbalanced,14266,0.7961891858803415,0.5882352941176471,0.9797859690844233,0.819047619047619,0.7976878612716763
37,RF,imbalanced,14266,0.8635334306959914,0.7928994082840237,0.9882075471698113,0.8085106382978723,0.864516129032258
37,SVM,balanced,3800,0.8057268291084044,0.6111111111111112,0.9762470308788599,0.8241206030150754,0.8114285714285714
37,RF,balanced,3800,0.8764382945428243,0.8043478260869565,0.9855421686746988,0.8297872340425532,0.8860759493670886
38,SVM,imbalanced,14251,0.8108652090258592,0.7348837209302326,0.970828471411902,0.7341772151898734,0.8035714285714286
38,RF,imbalanced,14251,0.8354969086155015,0.7614213197969543,0.9850746268656716,0.757396449704142,0.8380952380952381
38,SVM,balanced,3808,0.8081306839754832,0.7323943661971831,0.968421052631579,0.7317073170731707,0.8
38,RF,balanced,3808,0.8107358954933293,0.6812227074235808,0.9630512514898689,0.7804878048780488,0.8181818181818182
39,SVM,imbalanced,14236,0.7478608553780732,0.7263681592039801,0.9622857142857143,0.7604166666666666,0.5423728813559322
39,RF,imbalanced,14236,0.7424261684363553,0.7419354838709677,0.9911111111111112,0.7751196172248804,0.46153846153846156
39,SVM,balanced,3806,0.742238090889531,0.7171717171717171,0.9634703196347032,0.7628865979381443,0.5254237288135594
39,RF,balanced,3806,0.7250130327903411,0.7070707070707071,0.9726027397260274,0.7522935779816514,0.46808510638297873
40,SVM,imbalanced,14285,0.7466845799121155,0.7046632124352331,0.9772727272727273,0.6740331491712708,0.6307692307692307
40,RF,imbalanced,14285,0.8103992095755994,0.7446808510638298,0.9826302729528535,0.8,0.7142857142857143
40,SVM,balanced,3805,0.7665418168855294,0.7346938775510204,0.9783989834815756,0.6813186813186813,0.6717557251908397
40,RF,balanced,3805,0.7912030855301198,0.7029702970297029,0.9771573604060914,0.8,0.6846846846846847
