model,heldout_subject,n_test,acc,bal_acc,f1_macro,best_params,fit_time_sec,infer_ms_per_window,feat_sel,n_features_used
SVM,1,690,0.7405797101449275,0.6609466366375923,0.6640529934139086,"{'clf__C': 1, 'clf__gamma': 'scale'}",304.71397460001754,1.6214590000163298,none,54
SVM,2,520,0.9019230769230768,0.8650125470755612,0.8537047094169009,"{'clf__C': 1, 'clf__gamma': 'scale'}",583.446912799991,2.65612000002875,none,54
SVM,3,594,0.877104377104377,0.8245335224328368,0.8023174973174974,"{'clf__C': 1, 'clf__gamma': 'scale'}",456.6227587999893,3.3916279999539256,none,54
SVM,4,556,0.8597122302158273,0.7792416212807157,0.7832934044519447,"{'clf__C': 1, 'clf__gamma': 'scale'}",857.8192265999969,1.9220214999222665,none,54
SVM,5,708,0.730225988700565,0.6950288444896526,0.6716859271789278,"{'clf__C': 1, 'clf__gamma': 'scale'}",129.7401084000012,0.7888440000533592,none,54
SVM,6,583,0.7958833619210978,0.7438999895975388,0.7314004568617114,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.5257267999987,0.9862669999711215,none,54
SVM,7,600,0.8233333333333334,0.767345173923249,0.7610191428175588,"{'clf__C': 1, 'clf__gamma': 'scale'}",227.52692029997704,1.3209850000566803,none,54
SVM,8,574,0.8344947735191638,0.7417888313237151,0.7419964667858772,"{'clf__C': 1, 'clf__gamma': 'scale'}",264.81746399999247,1.5983949998917524,none,54
SVM,9,591,0.817258883248731,0.7929385845124297,0.7847655313697712,"{'clf__C': 1, 'clf__gamma': 'scale'}",295.048117600003,1.896777999936603,none,54
SVM,10,509,0.8467583497053045,0.7323137388926863,0.7347877254103135,"{'clf__C': 1, 'clf__gamma': 'scale'}",364.38520200000494,2.191796499973861,none,54
SVM,11,518,0.918918918918919,0.8968418010718077,0.888641660769254,"{'clf__C': 1, 'clf__gamma': 'scale'}",407.98932090000017,2.492008499975782,none,54
SVM,12,507,0.8895463510848126,0.8779033466533466,0.8565622997389774,"{'clf__C': 1, 'clf__gamma': 'scale'}",453.0995912000071,2.7670935000060126,none,54
SVM,13,752,0.9242021276595744,0.8883668025622511,0.8770210643666022,"{'clf__C': 1, 'clf__gamma': 'scale'}",544.6228292000014,3.772872000117786,none,54
SVM,14,775,0.8696774193548387,0.809012864700425,0.80075220193917,"{'clf__C': 1, 'clf__gamma': 'scale'}",165.87707670000964,1.0639369999989867,none,54
SVM,15,610,0.8967213114754098,0.8560493656530556,0.8341719845761832,"{'clf__C': 1, 'clf__gamma': 'scale'}",168.011010599992,1.0165640000195708,none,54
SVM,16,681,0.8076358296622613,0.8144938394938395,0.7669650631074457,"{'clf__C': 1, 'clf__gamma': 'scale'}",159.92101379999076,0.9746879999875092,none,54
SVM,17,703,0.8733997155049786,0.8055467567662691,0.8024053102992297,"{'clf__C': 1, 'clf__gamma': 'scale'}",170.5923559999792,0.9581854999123608,none,54
SVM,18,640,0.859375,0.7910780353367562,0.7747532824736054,"{'clf__C': 1, 'clf__gamma': 'scale'}",163.00386520000757,0.9200160000182224,none,54
SVM,19,716,0.8240223463687151,0.7747347324823922,0.7550071505107245,"{'clf__C': 1, 'clf__gamma': 'scale'}",158.13856960000703,0.8888510000542738,none,54
SVM,20,599,0.8280467445742905,0.7429418608040411,0.7208228749203283,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.6244387999759,0.939141999988351,none,54
SVM,21,607,0.8599670510708401,0.7984975825439097,0.7831955849164557,"{'clf__C': 1, 'clf__gamma': 'scale'}",162.43500259998837,0.90528999993694,none,54
SVM,22,722,0.7950138504155124,0.732653686776623,0.720054390669307,"{'clf__C': 1, 'clf__gamma': 'scale'}",156.19489850001992,0.9325384999101516,none,54
SVM,23,704,0.7670454545454546,0.6967556982410157,0.6965986537347786,"{'clf__C': 1, 'clf__gamma': 'scale'}",155.48891429998912,0.900118499994278,none,54
SVM,24,653,0.781010719754977,0.7082555217900617,0.6711472754210912,"{'clf__C': 1, 'clf__gamma': 'scale'}",165.6099791000015,0.9893254999769852,none,54
SVM,25,616,0.8181818181818182,0.8211612915403849,0.7784306920624497,"{'clf__C': 1, 'clf__gamma': 'scale'}",134.60873649999849,0.7650919999286998,none,54
SVM,26,789,0.7908745247148289,0.7222144428302059,0.6899431933979658,"{'clf__C': 1, 'clf__gamma': 'scale'}",303.2861483999877,1.6483599999628495,none,54
