model,n_samples,n_features,subjects,cv_splits,acc_mean,bal_acc_mean,f1_macro_mean,acc_std,bal_acc_std,f1_macro_std,fit_time_mean_sec,pred_time_mean_sec,infer_time_per_window_ms,svm_c,svm_scale,rf_n_estimators,rf_max_depth,sv_support_vectors_mean,sv_frac_mean,sv_n_iter_mean
RF_balanced,26347,36,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8937642715636877,0.8294069969097919,0.837023723233095,0.004761823456607701,0.007617397882208974,0.00790284049737485,1.2049296599812807,0.03733484001131728,0.007085216535339371,5.0,0,100,-1,,,
