model,n_samples,n_features,subjects,cv_splits,acc_mean,bal_acc_mean,f1_macro_mean,acc_std,bal_acc_std,f1_macro_std,fit_time_mean_sec,pred_time_mean_sec,infer_time_per_window_ms
SVM_RBF_balanced_scaled,26347,54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8910314203984999,0.8420865529737004,0.8354444073029267,0.003592342422383807,0.004291887724165784,0.004674425016473559,7.147438540006988,3.533436940005049,0.6705577371247294
RF_balanced,26347,54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8960415346934543,0.8325906391777069,0.8409345701779489,0.003316759435187573,0.004485734610362149,0.004805028624079606,4.568626680015586,0.11695703999139369,0.022195513719093955
