model,n_samples,n_features,subjects,cv_splits,acc_mean,bal_acc_mean,f1_macro_mean,acc_std,bal_acc_std,f1_macro_std,fit_time_mean_sec,pred_time_mean_sec,infer_time_per_window_ms
SVM_RBF_balanced_scaled,45382,54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8662905309469014,0.8134523456518912,0.8064797289642606,0.0028146610519598904,0.004948315669430592,0.004368391364098294,26.004515199991875,17.569877500017174,1.9357760235354518
RF_balanced,45382,54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.8850866027313549,0.8208007309559886,0.8296881876039146,0.001506234947608395,0.002755905082231853,0.0021039044884831374,7.718128539994359,0.13744002000894398,0.015142569742292536
