source_file,window_ms,feat_set,model,subject,n_windows,acc,f1_macro,bal_acc
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,23,704,0.9105113636363636,0.8833808928980416,0.8921792410666145
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,24,653,0.9326186830015314,0.8917627190191264,0.9011514996810737
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,25,616,0.8668831168831169,0.7909998865055046,0.8203806611517647
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,26,789,0.8973384030418251,0.8380527124935234,0.8449265741888587
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,27,694,0.9337175792507204,0.8835754278943647,0.8822627477426849
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,28,700,0.9128571428571428,0.8666322632465454,0.8702018716705401
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,29,736,0.8967391304347826,0.8455281586153529,0.8498664202598313
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,30,654,0.9403669724770642,0.8931440230127693,0.8925814160776566
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,31,758,0.8535620052770448,0.7540863275194519,0.7742533573645913
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,32,686,0.9125364431486881,0.8602077102378709,0.8641930304533831
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,33,692,0.9277456647398844,0.8749181671939148,0.8785748854895861
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,34,632,0.9256329113924051,0.8759068904080247,0.8979849776449041
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,35,852,0.8556338028169014,0.7983522788670732,0.8108135744862862
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,36,734,0.9073569482288828,0.860136263725583,0.862454581979527
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,37,680,0.9264705882352942,0.8732441257049159,0.8759665113567159
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,38,671,0.9463487332339792,0.906327079893387,0.9100044454516928
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,39,693,0.937950937950938,0.8700718965168097,0.8750919913419912
windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base,250,base,SVM_RBF_balanced_scaled,40,648,0.9382716049382716,0.8813544705714356,0.8827095275574262
