subject,arch,f1_macro,bal_acc
1,resnet_nores,0.6467702790061984,0.6452892268517361
2,resnet_nores,0.8635865562528869,0.872203234041529
3,resnet_nores,0.8853301764067751,0.8973296620073837
4,resnet_nores,0.8599603827344358,0.8615256564380622
5,resnet_nores,0.6663252073446424,0.6794083297943335
6,resnet_nores,0.7516494536481431,0.7667130680563214
7,resnet_nores,0.7240113985760306,0.7261912311550546
8,resnet_nores,0.8224275027332795,0.8509757684176288
9,resnet_nores,0.7565436171541924,0.7507247170526286
10,resnet_nores,0.7629620706441688,0.7813715889373785
11,resnet_nores,0.886018934435295,0.911088316838482
12,resnet_nores,0.882628629263724,0.9037212787212787
13,resnet_nores,0.9166346383559196,0.9234066266898748
14,resnet_nores,0.822398146020072,0.831633904225498
15,resnet_nores,0.8390356630623753,0.8534369494538444
16,resnet_nores,0.8509105521941367,0.8797896547896549
17,resnet_nores,0.8390386436084201,0.8392901136803574
18,resnet_nores,0.8776325748459344,0.8829390812675696
19,resnet_nores,0.7997126602877171,0.8238579394376673
20,resnet_nores,0.8141603806727356,0.8273450143139747
21,resnet_nores,0.8473576496060587,0.866350881819738
22,resnet_nores,0.8194631253550481,0.8279283011536452
23,resnet_nores,0.8048668471443389,0.8210799555952019
24,resnet_nores,0.7640863253677701,0.8147642401187425
25,resnet_nores,0.8598233763614889,0.8956996883749634
26,resnet_nores,0.7868788879139444,0.8090733784124756
27,resnet_nores,0.9194953663919181,0.9149385560675884
28,resnet_nores,0.7974161525126896,0.8078566704545818
29,resnet_nores,0.8267408546602211,0.8268725404208268
30,resnet_nores,0.834079047190885,0.841392003985989
31,resnet_nores,0.7408124834492296,0.754809097012517
32,resnet_nores,0.8072803096285588,0.8141520918412785
33,resnet_nores,0.8962603102964604,0.904065335753176
34,resnet_nores,0.8834798535708945,0.899429769984917
35,resnet_nores,0.709761393903031,0.7268964045456696
36,resnet_nores,0.7230962278215955,0.7542320642490306
37,resnet_nores,0.872471644767083,0.8605435952023024
38,resnet_nores,0.8255119020893609,0.8375353021163836
39,resnet_nores,0.7911300552380444,0.8069390331890332
40,resnet_nores,0.812639513328783,0.8147916290533095
