subject,block,block_width,feature_channel,gate_mean,gate_sd
1,0,32,0,0.44631993770599365,0.3080627918243408
1,0,32,1,0.5651187300682068,0.2649531662464142
1,0,32,2,0.2846255600452423,0.08974112570285797
1,0,32,3,0.4531857371330261,0.22865580022335052
1,0,32,4,0.539729118347168,0.07303957641124725
1,0,32,5,0.35239577293395996,0.14055442810058594
1,0,32,6,0.5212064385414124,0.13893796503543854
1,0,32,7,0.5177692174911499,0.2908817529678345
1,0,32,8,0.29129719734191895,0.12168478220701218
1,0,32,9,0.48731252551078796,0.22611548006534576
1,0,32,10,0.5974608659744263,0.05830695480108261
1,0,32,11,0.5224975347518921,0.21270306408405304
1,0,32,12,0.6648774743080139,0.16506269574165344
1,0,32,13,0.21160583198070526,0.0846550315618515
1,0,32,14,0.5179377198219299,0.06596675515174866
1,0,32,15,0.49553751945495605,0.17855413258075714
1,0,32,16,0.3059665262699127,0.10397517681121826
1,0,32,17,0.4057537615299225,0.18224601447582245
1,0,32,18,0.5387958288192749,0.21366485953330994
1,0,32,19,0.519243597984314,0.15799318253993988
1,0,32,20,0.5390907526016235,0.1470990628004074
1,0,32,21,0.4974425733089447,0.11458855122327805
1,0,32,22,0.39398878812789917,0.13396210968494415
1,0,32,23,0.47354429960250854,0.2424376904964447
1,0,32,24,0.6053059697151184,0.09849625825881958
1,0,32,25,0.37000784277915955,0.1522107571363449
1,0,32,26,0.48339131474494934,0.17107410728931427
1,0,32,27,0.43563008308410645,0.08669506013393402
1,0,32,28,0.2952890396118164,0.11314335465431213
1,0,32,29,0.5072184801101685,0.08959446102380753
1,0,32,30,0.5984737277030945,0.13396324217319489
1,0,32,31,0.5653173327445984,0.06004326790571213
1,1,32,0,0.6380118131637573,0.07514606416225433
1,1,32,1,0.4254692494869232,0.1454300433397293
1,1,32,2,0.5327874422073364,0.18369160592556
1,1,32,3,0.48032593727111816,0.05396018922328949
1,1,32,4,0.5064352750778198,0.1435340791940689
1,1,32,5,0.48825961351394653,0.10445868968963623
1,1,32,6,0.5637869834899902,0.10269622504711151
1,1,32,7,0.5630196332931519,0.1359180510044098
1,1,32,8,0.43145203590393066,0.12387608736753464
1,1,32,9,0.4766767919063568,0.1055648997426033
1,1,32,10,0.43516430258750916,0.14400577545166016
1,1,32,11,0.46532079577445984,0.1581375151872635
1,1,32,12,0.3177160322666168,0.06176326796412468
1,1,32,13,0.6052521467208862,0.1551945060491562
1,1,32,14,0.3468683660030365,0.11955224722623825
1,1,32,15,0.5884824991226196,0.09407088905572891
1,1,32,16,0.39728933572769165,0.11491476744413376
1,1,32,17,0.5822705030441284,0.14998197555541992
1,1,32,18,0.4583269953727722,0.12142910063266754
1,1,32,19,0.2884465456008911,0.09399563074111938
1,1,32,20,0.5773705244064331,0.04915597289800644
1,1,32,21,0.6069549322128296,0.07259009033441544
1,1,32,22,0.38339051604270935,0.07587246596813202
1,1,32,23,0.5941620469093323,0.14222508668899536
1,1,32,24,0.4972674250602722,0.08173447847366333
1,1,32,25,0.5570067763328552,0.06309138983488083
1,1,32,26,0.5997939109802246,0.17875787615776062
1,1,32,27,0.44553259015083313,0.13872362673282623
1,1,32,28,0.4437439441680908,0.1540093719959259
1,1,32,29,0.4600875675678253,0.12962132692337036
1,1,32,30,0.6818515658378601,0.06255686283111572
1,1,32,31,0.6539209485054016,0.12181907147169113
1,2,64,0,0.5308433771133423,0.1900009661912918
1,2,64,1,0.5362181663513184,0.06679446250200272
1,2,64,2,0.4585421681404114,0.10928438603878021
1,2,64,3,0.4459857940673828,0.13570210337638855
1,2,64,4,0.49637553095817566,0.08927614241838455
1,2,64,5,0.5726979374885559,0.09233292192220688
1,2,64,6,0.2851752042770386,0.05989240109920502
1,2,64,7,0.5875840187072754,0.14457377791404724
1,2,64,8,0.598955512046814,0.09173741191625595
1,2,64,9,0.588167667388916,0.12424010038375854
1,2,64,10,0.539466917514801,0.1385047882795334
1,2,64,11,0.48792919516563416,0.08954278379678726
1,2,64,12,0.5595571994781494,0.13756148517131805
1,2,64,13,0.4878173768520355,0.15777401626110077
1,2,64,14,0.4240420162677765,0.08610690385103226
1,2,64,15,0.4835033118724823,0.1472758948802948
1,2,64,16,0.5286038517951965,0.14893490076065063
1,2,64,17,0.4954453706741333,0.14580076932907104
1,2,64,18,0.4794849455356598,0.11845477670431137
1,2,64,19,0.38707154989242554,0.07608399540185928
1,2,64,20,0.48539429903030396,0.17629948258399963
1,2,64,21,0.4886521100997925,0.10429678857326508
1,2,64,22,0.5453001260757446,0.1036657840013504
1,2,64,23,0.3894909918308258,0.07543222606182098
1,2,64,24,0.5621088147163391,0.07407717406749725
1,2,64,25,0.43884506821632385,0.06385526061058044
1,2,64,26,0.5533338189125061,0.1587335467338562
1,2,64,27,0.46389615535736084,0.16845710575580597
1,2,64,28,0.5192016959190369,0.14646558463573456
1,2,64,29,0.5267602801322937,0.22076790034770966
1,2,64,30,0.5405576229095459,0.15244965255260468
1,2,64,31,0.5070919990539551,0.11231659352779388
1,2,64,32,0.5552429556846619,0.07781802862882614
1,2,64,33,0.648475706577301,0.07782895863056183
1,2,64,34,0.5289807319641113,0.10653232783079147
1,2,64,35,0.3413020968437195,0.19790132343769073
1,2,64,36,0.4966668486595154,0.1304083913564682
1,2,64,37,0.5358096957206726,0.09582066535949707
1,2,64,38,0.3756597638130188,0.08984658122062683
1,2,64,39,0.6197322010993958,0.060276348143815994
1,2,64,40,0.46328628063201904,0.0789482370018959
1,2,64,41,0.6098649501800537,0.24306759238243103
1,2,64,42,0.6132778525352478,0.11041926592588425
1,2,64,43,0.36418044567108154,0.10188600420951843
1,2,64,44,0.5389217734336853,0.07401628792285919
1,2,64,45,0.6354849338531494,0.09270226955413818
1,2,64,46,0.4659317135810852,0.05306937173008919
1,2,64,47,0.4768381714820862,0.13616906106472015
1,2,64,48,0.49076467752456665,0.12920697033405304
1,2,64,49,0.474181592464447,0.12962155044078827
1,2,64,50,0.48905861377716064,0.09777463972568512
1,2,64,51,0.5140950679779053,0.09541653841733932
1,2,64,52,0.36875084042549133,0.06974884867668152
1,2,64,53,0.5626803636550903,0.07077609747648239
1,2,64,54,0.682662308216095,0.09964122623205185
1,2,64,55,0.36141666769981384,0.09741101413965225
1,2,64,56,0.4228390157222748,0.07408703863620758
1,2,64,57,0.3717862665653229,0.12731274962425232
1,2,64,58,0.43015486001968384,0.09774015098810196
1,2,64,59,0.6129051446914673,0.13536494970321655
1,2,64,60,0.5332676768302917,0.12828099727630615
1,2,64,61,0.46115294098854065,0.09652754664421082
1,2,64,62,0.5243778228759766,0.15436069667339325
1,2,64,63,0.4203391671180725,0.07783567160367966
1,3,64,0,0.5023142099380493,0.2034890353679657
1,3,64,1,0.6240901350975037,0.12616029381752014
