subject,arch,f1_macro,bal_acc
1,resnet_nores,0.6558558109428001,0.6720724446682291
2,resnet_nores,0.8396992769653828,0.8446315515700433
3,resnet_nores,0.8365387404327247,0.8601962815508155
4,resnet_nores,0.8302301841895938,0.829536794868694
5,resnet_nores,0.5804826624100381,0.5806529513682338
6,resnet_nores,0.6990840006621786,0.711045098232009
7,resnet_nores,0.6736681483262819,0.6850351470327832
8,resnet_nores,0.73281234732213,0.7514620069852629
9,resnet_nores,0.7750132808357881,0.7843153043009907
10,resnet_nores,0.6708011544100178,0.6878039723434459
11,resnet_nores,0.8487505104244245,0.8703883800711295
12,resnet_nores,0.8437113016182783,0.8644168331668333
13,resnet_nores,0.8179476069137822,0.8140206073710171
14,resnet_nores,0.7738368359784334,0.7782025633617111
15,resnet_nores,0.8916134452975968,0.892409564080022
16,resnet_nores,0.8516079595332109,0.8794406981906981
17,resnet_nores,0.7777091644738704,0.7982974342730441
18,resnet_nores,0.7539404976454498,0.7554595114188137
19,resnet_nores,0.8284122386934551,0.8403135377209604
20,resnet_nores,0.7206463766765463,0.7360074402253739
21,resnet_nores,0.7514750473369094,0.7613634022512114
22,resnet_nores,0.7845905155262697,0.8024513794792136
23,resnet_nores,0.7398082180550566,0.7686640135981377
24,resnet_nores,0.6036048147219608,0.663291818348649
25,resnet_nores,0.7488086690843535,0.7938841558574463
26,resnet_nores,0.7224764700517007,0.7456507055296482
27,resnet_nores,0.8815683969860024,0.8819335838190508
28,resnet_nores,0.8161954402768854,0.808462370962371
29,resnet_nores,0.8182208033639575,0.8082790753881387
30,resnet_nores,0.7852415936768041,0.7880487307179036
31,resnet_nores,0.7510276484882232,0.7662319645505329
32,resnet_nores,0.8094014542290404,0.8128673885336322
33,resnet_nores,0.8653329365920621,0.8708125918243885
34,resnet_nores,0.8586757627380159,0.8762774927278604
35,resnet_nores,0.7029522917966854,0.7281333700439665
36,resnet_nores,0.6254110735337461,0.6280057049109691
37,resnet_nores,0.870980981174648,0.865109533976775
38,resnet_nores,0.8537197999369052,0.8647651464965193
39,resnet_nores,0.7240779278129376,0.7610660173160173
40,resnet_nores,0.7550641025641025,0.7558593265140316
