model,heldout_subject,n_test,acc,bal_acc,f1_macro,best_params,fit_time_sec,infer_ms_per_window,feat_sel,n_features_used
SVM,1,690,0.7289855072463768,0.6261761955746706,0.6208097432935924,"{'clf__C': 10, 'clf__gamma': 'scale'}",47.581344499994884,0.7134570000198437,rfe,36
SVM,2,520,0.9153846153846154,0.877398615902033,0.867773264707385,"{'clf__C': 10, 'clf__gamma': 'scale'}",45.52248289999261,1.3563089999661315,rfe,36
SVM,3,594,0.8787878787878788,0.827009438328376,0.8013570094364796,"{'clf__C': 5, 'clf__gamma': 'scale'}",57.94546819999232,1.3161604999913834,rfe,36
SVM,4,556,0.8453237410071942,0.7877127798556005,0.7838465540967914,"{'clf__C': 5, 'clf__gamma': 'scale'}",59.15342940000119,0.7820175000233576,rfe,36
SVM,5,708,0.7203389830508474,0.6886425421127842,0.658409591256866,"{'clf__C': 5, 'clf__gamma': 'scale'}",57.10404209999251,0.7248105000326177,rfe,36
SVM,6,583,0.7770154373927959,0.7214168508472306,0.7010522475380885,"{'clf__C': 5, 'clf__gamma': 'scale'}",34.571910300001036,0.5434750000131316,rfe,36
SVM,7,600,0.835,0.7752873875617527,0.7708167844238903,"{'clf__C': 5, 'clf__gamma': 'scale'}",27.711893900006544,0.6119935000606347,rfe,36
SVM,8,574,0.8536585365853658,0.7906138435208202,0.7831850293190066,"{'clf__C': 5, 'clf__gamma': 'scale'}",28.29057389999798,0.5828959999780636,rfe,36
SVM,9,591,0.8527918781725888,0.8324336381467156,0.8244960992984689,"{'clf__C': 10, 'clf__gamma': 'scale'}",26.37602290000359,0.5559464999532793,rfe,36
SVM,10,509,0.8565815324165029,0.7667119065145381,0.7659279317174054,"{'clf__C': 5, 'clf__gamma': 'scale'}",29.023140000004787,0.5898729999898933,rfe,36
SVM,11,518,0.916988416988417,0.8987858473317826,0.8871082660765397,"{'clf__C': 1, 'clf__gamma': 'scale'}",27.26094429999648,0.7159200000023702,rfe,36
SVM,12,507,0.8856015779092702,0.8402222777222776,0.8310294014506179,"{'clf__C': 5, 'clf__gamma': 'scale'}",28.422358099996927,0.5853515000490006,rfe,36
SVM,13,752,0.9308510638297872,0.8935748134887038,0.8857113830275636,"{'clf__C': 5, 'clf__gamma': 'scale'}",26.31778729999496,0.6358294999517966,rfe,36
SVM,14,775,0.8606451612903225,0.8060011850165695,0.7946056822689403,"{'clf__C': 5, 'clf__gamma': 'scale'}",27.818605000007665,0.5912774999887915,rfe,36
SVM,15,610,0.9016393442622951,0.8594610458393865,0.8395194658235198,"{'clf__C': 5, 'clf__gamma': 'scale'}",26.967090100006317,0.6641815000330098,rfe,36
SVM,16,681,0.8883994126284875,0.8608148795648796,0.8387580867922794,"{'clf__C': 10, 'clf__gamma': 'scale'}",27.877332999996725,0.5743280000024242,rfe,36
SVM,17,703,0.8904694167852063,0.8209631154753105,0.8240336843716347,"{'clf__C': 5, 'clf__gamma': 'scale'}",25.319252000001143,0.5626245000166818,rfe,36
SVM,18,640,0.865625,0.7935291452733313,0.7841044178673898,"{'clf__C': 5, 'clf__gamma': 'scale'}",30.928595499994117,0.578179000003729,rfe,36
SVM,19,716,0.8575418994413407,0.7929957694696806,0.7882978299593497,"{'clf__C': 5, 'clf__gamma': 'scale'}",25.73596499999985,0.6555364999803714,rfe,36
SVM,20,599,0.8297161936560935,0.7592052354043713,0.7367608400038163,"{'clf__C': 5, 'clf__gamma': 'scale'}",27.980117999992217,0.60607749997871,rfe,36
SVM,21,607,0.8550247116968699,0.790677108304608,0.7773973462872102,"{'clf__C': 5, 'clf__gamma': 'scale'}",26.23462419999123,0.6176879999839002,rfe,36
SVM,22,722,0.817174515235457,0.7749980496849884,0.7575948798786815,"{'clf__C': 5, 'clf__gamma': 'scale'}",27.33704040000157,0.5628299999807496,rfe,36
SVM,23,704,0.7642045454545454,0.69042205924326,0.6899773577538608,"{'clf__C': 10, 'clf__gamma': 'scale'}",25.548424399996293,0.4837825000140583,rfe,36
SVM,24,653,0.7963246554364471,0.7294097519489264,0.6952641941785881,"{'clf__C': 1, 'clf__gamma': 'scale'}",27.238045200007036,0.7062389999919105,rfe,36
SVM,25,616,0.7905844155844156,0.7837889929095009,0.744189649905178,"{'clf__C': 5, 'clf__gamma': 'scale'}",26.43639269999403,0.5688209999789251,rfe,36
SVM,26,789,0.8212927756653993,0.7507438266536399,0.7293575907525878,"{'clf__C': 5, 'clf__gamma': 'scale'}",29.595731499997783,0.5666534999909345,rfe,36
SVM,27,694,0.909221902017291,0.8327024358130348,0.837912474012525,"{'clf__C': 5, 'clf__gamma': 'scale'}",27.316398500013747,0.6154415000492008,rfe,36
SVM,28,700,0.8914285714285715,0.8414017037140405,0.8357994323557237,"{'clf__C': 5, 'clf__gamma': 'scale'}",29.555191799998283,0.546288999976241,rfe,36
SVM,29,736,0.8586956521739131,0.7814623628831032,0.7847313660328139,"{'clf__C': 5, 'clf__gamma': 'scale'}",29.40796369999589,0.5901845000335015,rfe,36
SVM,30,654,0.9097859327217125,0.8505970846196411,0.8409052436739184,"{'clf__C': 5, 'clf__gamma': 'scale'}",27.77425729999959,0.6191065000166418,rfe,36
