subject,arch,f1_macro,bal_acc
1,resnet_se,0.690346793329683,0.7093762289529378
2,resnet_se,0.9010621498107413,0.9078669988261092
3,resnet_se,0.8760353760353761,0.8934179768941137
4,resnet_se,0.870511969869726,0.8723820739419046
5,resnet_se,0.6783511550407846,0.7021322211025238
6,resnet_se,0.7449546768847991,0.7627910551658196
7,resnet_se,0.7952993325440242,0.8018155525448484
8,resnet_se,0.8188087517405415,0.8392593840268259
9,resnet_se,0.8371862526322077,0.8310516943477255
10,resnet_se,0.77358539418454,0.7757817840054682
11,resnet_se,0.912437679280914,0.9271486940026266
12,resnet_se,0.8901614032602979,0.9027847152847153
13,resnet_se,0.9186165063880178,0.9284290554598962
14,resnet_se,0.8108140480498276,0.819703500811359
15,resnet_se,0.8882188653078048,0.9045450042363694
16,resnet_se,0.8724922561781476,0.9023240648240649
17,resnet_se,0.8170007517889009,0.8195403512476684
18,resnet_se,0.8859627175111766,0.8931174929721442
19,resnet_se,0.8093474330816539,0.8257360283339455
20,resnet_se,0.8584818910800478,0.8721577033769321
21,resnet_se,0.8508510007415365,0.8560141753050708
22,resnet_se,0.8384331321152436,0.8500123941839431
23,resnet_se,0.7402955552111545,0.7459585717160204
24,resnet_se,0.8278666106803281,0.8774003850559798
25,resnet_se,0.9063556818831926,0.9243250906202362
26,resnet_se,0.8069963323572745,0.8288436359628191
27,resnet_se,0.8959245946169215,0.8920765158935329
28,resnet_se,0.8334802771114174,0.832517447195972
29,resnet_se,0.802136932319745,0.7962697498622223
30,resnet_se,0.8392161733610645,0.841527207128711
31,resnet_se,0.8002008602793869,0.822297503995605
32,resnet_se,0.8378769753153874,0.8584770395358493
33,resnet_se,0.8768491281324643,0.8928180364704865
34,resnet_se,0.8842164242275613,0.9073314344968757
35,resnet_se,0.7144027183587061,0.716423922010997
36,resnet_se,0.7896985460164181,0.8119204471345888
37,resnet_se,0.8076416291252303,0.8049121699922916
38,resnet_se,0.8592396916924615,0.8725093848424624
39,resnet_se,0.8813437423989718,0.8997366522366522
40,resnet_se,0.8375748945797528,0.8412304927725933
