label,support,precision,recall,f1
DNS,4069,0.5859840954274353,0.5795035635291227,0.5827258124304955
STDUP,14686,0.9302868579052702,0.9495437831948795,0.939816686885025
UPS,4550,0.6997307001795332,0.6852747252747253,0.6924272707084167
WAK,3042,0.6666666666666666,0.6305062458908612,0.6480824463591822
