subject,f1_macro,bal_acc,acc
1,0.5553314129899232,0.5399986105017651,0.6782608695652174
2,0.6597787988253204,0.6223632796666504,0.7884615384615384
3,0.7343064554413932,0.6940183870253127,0.8148148148148148
4,0.714062218107854,0.6796316894347663,0.8183453237410072
5,0.6631365824782741,0.6603855329891246,0.730225988700565
6,0.648543704661291,0.6227738554798883,0.7307032590051458
7,0.6451663892774349,0.624884263930126,0.7566666666666667
8,0.713274435037646,0.6886914442147001,0.8048780487804879
9,0.680129324014936,0.6411633051398828,0.7428087986463621
10,0.6684340488565437,0.6554547426257952,0.8153241650294696
11,0.7830697980383863,0.7416641631116185,0.832046332046332
12,0.711580570784939,0.6832542457542458,0.8067061143984221
13,0.7712542220495613,0.7264334223926019,0.8537234042553191
14,0.7428432462856904,0.7025883688880996,0.8296774193548387
15,0.7347109327372485,0.6944018007513927,0.8377049180327869
16,0.8208318173122892,0.8020368520368519,0.882525697503671
17,0.6692835733299797,0.6430700735578785,0.7852062588904695
18,0.6727290902461631,0.6452968543084823,0.79375
19,0.7163703590247897,0.685853033663948,0.8114525139664804
20,0.6560153051754172,0.6238816850824179,0.7929883138564274
21,0.7407316767356042,0.7192233429393449,0.8401976935749588
22,0.7146499542202177,0.6998033868409392,0.7894736842105263
23,0.7205424377563884,0.7084710156823227,0.78125
24,0.6779289582001445,0.6291010093875079,0.8024502297090352
25,0.7688369137718868,0.7564722332982021,0.8474025974025974
26,0.7144282864187614,0.6951638517069305,0.8060836501901141
27,0.774807792743235,0.7475038402457757,0.8631123919308358
28,0.7444750676561589,0.7184311509132005,0.8228571428571428
29,0.6729101438026868,0.6429554623900469,0.7948369565217391
30,0.72952763072218,0.7098046064211477,0.8440366972477065
31,0.6391460338366549,0.6238671235679214,0.7810026385224275
32,0.7310708713147738,0.7054212235133287,0.8352769679300291
33,0.7714637521878943,0.748281911675741,0.8554913294797688
34,0.8036514487163784,0.7795333777741866,0.8686708860759493
35,0.6747070359722425,0.6804149323116035,0.7629107981220657
36,0.5921731614854184,0.5686613475177305,0.7370572207084468
37,0.6823021381919259,0.6486147379494729,0.8191176470588235
38,0.7377487281829045,0.6827413328219611,0.8539493293591655
39,0.7130396115551628,0.6901605339105339,0.8556998556998557
40,0.7019317926791235,0.6801488689663474,0.8271604938271605
