subject,f1_macro,bal_acc,acc
1,0.6024825210685629,0.5856212222128768,0.7057971014492753
2,0.8569064790406387,0.8546990899880973,0.9096153846153846
3,0.7832582013364038,0.7942561110081077,0.8686868686868687
4,0.7956766961267435,0.7816496464769729,0.8633093525179856
5,0.6558059193536072,0.6661851099112217,0.730225988700565
6,0.7121503893291427,0.7167113936875585,0.7838765008576329
7,0.7481344883891518,0.7457770850405827,0.8216666666666667
8,0.7537961193748127,0.7551951924044947,0.8344947735191638
9,0.7825959565622285,0.7796200700188989,0.8189509306260575
10,0.7374774966199208,0.7250069009937431,0.8447937131630648
11,0.8568400332837391,0.8546465981694005,0.8976833976833977
12,0.8142230576441103,0.7970467032967034,0.873767258382643
13,0.8963426749388197,0.893827027579616,0.9388297872340425
14,0.7666521144543494,0.7654653623699794,0.8438709677419355
15,0.7790970661062557,0.7835793926092502,0.8672131147540983
16,0.835493630881189,0.856528194028194,0.8839941262848752
17,0.7829022437545126,0.773703058459156,0.8648648648648649
18,0.773377582627742,0.779798544478777,0.8640625
19,0.7802832456139688,0.7865867703374917,0.8505586592178771
20,0.6933905770780816,0.7132560458959636,0.8113522537562604
21,0.7908180618715503,0.790804685482179,0.8780889621087314
22,0.7430017191953537,0.7464032725470431,0.8102493074792244
23,0.7265642748938227,0.7284135256478204,0.7897727272727273
24,0.7373898768124115,0.7386707908805681,0.8361408882082695
25,0.7688905242500701,0.7758511500611207,0.8474025974025974
26,0.7169263514214347,0.7379809467513035,0.8174904942965779
27,0.8252156297667441,0.8181792150377067,0.899135446685879
28,0.7796019309497275,0.7741269645643014,0.8514285714285714
29,0.739916044611978,0.7311020581111441,0.8369565217391305
30,0.8069288932294825,0.8068119224134261,0.8899082568807339
31,0.7099477087020586,0.7135958378475984,0.8258575197889182
32,0.7721177146352913,0.7765225065143246,0.8644314868804664
33,0.8486477666261245,0.8438157894736842,0.9147398843930635
34,0.8494489023726871,0.857430261527688,0.8924050632911392
35,0.702622176908398,0.7214978109027084,0.7863849765258216
36,0.747751995643464,0.7565307328605201,0.8446866485013624
37,0.8635334306959914,0.8571148582965289,0.925
38,0.8345040633839389,0.8266395871831526,0.910581222056632
39,0.7424261684363553,0.7420959595959596,0.8903318903318903
40,0.8103992095755994,0.8057534566675318,0.8981481481481481
