subject,f1_macro,bal_acc,acc
1,0.6566824762954007,0.652223874402241,0.7304347826086957
2,0.7519383053516289,0.7259400026977926,0.8365384615384616
3,0.8153018598123972,0.7905560996653724,0.8821548821548821
4,0.7348477061316978,0.7145438290497937,0.8309352517985612
5,0.7077934994236096,0.7135601536726939,0.7641242937853108
6,0.689191704482256,0.6761253717454903,0.7667238421955404
7,0.7417890041432622,0.7407350197869352,0.8116666666666666
8,0.7262153169826061,0.7189048354746029,0.8257839721254355
9,0.743076271411948,0.7198415327894834,0.7935702199661591
10,0.6502449362950196,0.654164914033335,0.8055009823182712
11,0.8481412840449243,0.836773933270959,0.888030888030888
12,0.8265209819376377,0.8115946553446554,0.8757396449704142
13,0.8444841217879921,0.8286324391142308,0.9055851063829787
14,0.747323002726346,0.7408076947566418,0.8348387096774194
15,0.8057476295799649,0.791754468278496,0.8852459016393442
16,0.8130715084296166,0.8155802530802531,0.8781204111600588
17,0.7981667527724194,0.7918215253581107,0.8705547652916074
18,0.7762365784665901,0.7665192365773761,0.8546875
19,0.7588915255053882,0.7423713419589503,0.8324022346368715
20,0.6770928484745532,0.6780834608009997,0.8080133555926544
21,0.7445943583171138,0.7369738221037866,0.8434925864909391
22,0.7054446196813613,0.6997026950329452,0.7770083102493075
23,0.6694180898165719,0.6735970725734179,0.7159090909090909
24,0.6874939522695369,0.6886959735254814,0.7886676875957122
25,0.7807418513407977,0.7978378829091077,0.8441558441558441
26,0.71376346338775,0.7201907329417074,0.7997465145754119
27,0.832970660319889,0.8289319032097496,0.9048991354466859
28,0.7601850644757742,0.7526957739098731,0.8357142857142857
29,0.768265123143935,0.7509646619206027,0.8491847826086957
30,0.7607769766110188,0.7588176234792776,0.8593272171253823
31,0.6687619932656681,0.6691915095318226,0.7928759894459103
32,0.7664783052267071,0.7645845115789012,0.8542274052478134
33,0.7427795327374961,0.7346441534871662,0.846820809248555
34,0.8331581187056568,0.8297136662357251,0.8955696202531646
35,0.7260817864602875,0.7327082557772333,0.8051643192488263
36,0.6539010622195693,0.6571904587220068,0.7806539509536785
37,0.7275049163768232,0.7131124342370775,0.8411764705882353
38,0.7569700261339325,0.7348973768929489,0.8614008941877794
39,0.6786997723166576,0.6922294372294372,0.8383838383838383
40,0.7053726112120273,0.7060701611356225,0.8333333333333334
