subject,f1_macro,bal_acc,acc
1,0.5240039388359854,0.5125231014737206,0.6666666666666666
2,0.7074292773071394,0.6670193102777373,0.8096153846153846
3,0.7010757668701594,0.6894642417745457,0.8148148148148148
4,0.6657674562813916,0.6308813238918828,0.7877697841726619
5,0.660058763337452,0.6548721784191662,0.730225988700565
6,0.6818201547622081,0.6552936415311853,0.7564322469982847
7,0.6463899173576594,0.6387593323916866,0.77
8,0.7208691030730394,0.7129197353034563,0.8048780487804879
9,0.6972208615069874,0.6788121882454999,0.7648054145516074
10,0.6629171299635344,0.6489300173510699,0.8094302554027505
11,0.8559538623520074,0.8289565468679811,0.888030888030888
12,0.7272280442753277,0.6927135364635365,0.8224852071005917
13,0.7677580296654191,0.7196100337013644,0.848404255319149
14,0.6897213370731158,0.654817613258869,0.8038709677419354
15,0.725983675368463,0.6835632853996632,0.8327868852459016
16,0.676466312393564,0.6345661283161284,0.7958883994126285
17,0.6420287702127009,0.615001935733643,0.7681365576102418
18,0.6667575584299863,0.6537279580884232,0.8015625
19,0.711833788253479,0.6986132110069747,0.8058659217877095
20,0.616539529545676,0.5784356390723987,0.7612687813021702
21,0.7194473143149017,0.6974292972084435,0.828665568369028
22,0.7150983061512021,0.7073126619649124,0.7936288088642659
23,0.6477203258794768,0.6423297287416102,0.734375
24,0.6395952359623986,0.5953600673585225,0.7840735068912711
25,0.7622525842806235,0.7499807730347623,0.8425324675324676
26,0.6915725286826455,0.6709289950731776,0.8010139416983524
27,0.7383812143182952,0.7029021285933729,0.8386167146974063
28,0.7043705369867982,0.6740013956887325,0.79
29,0.5625485729488912,0.5264010749695064,0.7269021739130435
30,0.7058943077327506,0.6683510724864108,0.8287461773700305
31,0.6234017897776596,0.5968826718494271,0.7744063324538258
32,0.7361245919484556,0.7032674014581909,0.8338192419825073
33,0.7162020916338534,0.6800378100423472,0.8208092485549133
34,0.7665536001351518,0.7277364320728291,0.8449367088607594
35,0.6721766785428155,0.6764104829233946,0.7582159624413145
36,0.5526952890687953,0.5159352836879433,0.720708446866485
37,0.47238129203548934,0.45518965554805113,0.7191176470588235
38,0.7234992081978728,0.6721425624397104,0.849478390461997
39,0.5938434415601599,0.5700306637806638,0.7950937950937951
40,0.5945899754433907,0.5636154476177581,0.7731481481481481
