subject,f1_macro,bal_acc,acc
1,0.6440388488741295,0.6390704455714504,0.717391304347826
2,0.7629994119355822,0.7396241961572669,0.8442307692307692
3,0.808268267666052,0.7888672755754248,0.8787878787878788
4,0.7260121713550285,0.7118764424743607,0.8255395683453237
5,0.6572907446727899,0.6560946763200601,0.7288135593220338
6,0.6711950671498954,0.6640282177448888,0.7478559176672385
7,0.7530413524651522,0.7632259910969087,0.8216666666666667
8,0.738158645474922,0.7328268630594212,0.837979094076655
9,0.7585883014655368,0.7406697696144671,0.8104906937394247
10,0.6467001929216919,0.6507308480992692,0.8055009823182712
11,0.8576991254502975,0.8507580764685854,0.8957528957528957
12,0.7935244478697938,0.7813124375624375,0.8560157790927022
13,0.8325991846172569,0.8138713643318252,0.898936170212766
14,0.7261852949070485,0.7120578904113165,0.8154838709677419
15,0.8349476714941823,0.8238295427700104,0.9049180327868852
16,0.7978500915359478,0.799913974913975,0.8649045521292217
17,0.8152074979152207,0.8061353957695421,0.8819345661450925
18,0.7622049132638518,0.7589892665474061,0.8453125
19,0.7354195257971536,0.7265940300395891,0.8114525139664804
20,0.7000317088674876,0.6943965446229767,0.8180300500834724
21,0.7624729959745637,0.7515951378111397,0.8583196046128501
22,0.7184856714516724,0.7166531291360312,0.7770083102493075
23,0.6639598016383274,0.6716534664261272,0.7159090909090909
24,0.6539107262201989,0.6606462006139229,0.7687595712098009
25,0.7419765254944972,0.7639059162581034,0.810064935064935
26,0.7248549228997473,0.7327035798070722,0.8086185044359949
27,0.823767728916363,0.8185906699422492,0.899135446685879
28,0.7334496706659546,0.721123179837279,0.82
29,0.741510319872893,0.7202538426695777,0.8328804347826086
30,0.759994489708352,0.7545546558704452,0.8608562691131498
31,0.6584719998072218,0.6545799620417541,0.7849604221635884
32,0.707509619539305,0.7018407665448809,0.8192419825072886
33,0.7130939687859996,0.7054437818684642,0.8280346820809249
34,0.8236964127411603,0.8191539134884723,0.8908227848101266
35,0.7458546358707991,0.749365310409509,0.8169014084507042
36,0.6322071577294438,0.6280057049109691,0.7602179836512262
37,0.6592868447229293,0.6457490774256934,0.8058823529411765
38,0.7484107706674886,0.7275907104587243,0.8599105812220567
39,0.6636909188896752,0.6833008658008658,0.8282828282828283
40,0.6791268441401314,0.6743943191606203,0.8132716049382716
