rung,name,subject,n_test,f1_macro,bal_acc,acc,best_params,fit_time_sec
0,global_z,1,410,0.49315727667316234,0.47780164685190896,0.6170731707317073,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.43
0,global_z,2,300,0.6879224804800462,0.6924121044701156,0.8233333333333334,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.76
0,global_z,3,337,0.7934039141910031,0.7671911421911422,0.884272997032641,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.61
0,global_z,4,321,0.679462698057796,0.6955771005210595,0.7227414330218068,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.09
0,global_z,5,423,0.6688798180048945,0.7030319643806486,0.7186761229314421,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.0
0,global_z,6,331,0.7052615177698491,0.7125779880464339,0.797583081570997,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.61
0,global_z,7,339,0.6992507018741938,0.6957808572998333,0.7345132743362832,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.31
0,global_z,8,335,0.65839284464516,0.6709826769690928,0.8119402985074626,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.91
0,global_z,9,344,0.7780376690503604,0.7773257175753221,0.8255813953488372,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.49
0,global_z,10,298,0.6752758283506947,0.7074509914298971,0.7919463087248322,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.71
0,global_z,11,298,0.8572165970398853,0.8957070707070707,0.8791946308724832,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.84
0,global_z,12,289,0.755722512943036,0.7469543118380327,0.8546712802768166,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.2
0,global_z,13,452,0.8413265954741926,0.8388249474053295,0.9137168141592921,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.15
0,global_z,14,455,0.7368715923899628,0.7693905064469581,0.8527472527472527,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.26
0,global_z,15,359,0.7931426126004861,0.8011578817975489,0.8802228412256268,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.31
0,global_z,16,396,0.8359836765919301,0.8594323578487999,0.898989898989899,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.95
0,global_z,17,422,0.7683752760868974,0.7757092743441487,0.8649289099526066,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.9
0,global_z,18,364,0.8007759169285195,0.8211528065280987,0.8928571428571429,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.74
0,global_z,19,425,0.7797807369519693,0.7929902771370169,0.8611764705882353,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.94
0,global_z,20,342,0.6470887575653763,0.6717562724014338,0.8187134502923976,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.82
0,global_z,21,353,0.7441766542641848,0.7581826905506124,0.8583569405099151,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.89
0,global_z,22,424,0.6570255506666687,0.653627031798635,0.7617924528301887,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.69
0,global_z,23,412,0.6355403631819379,0.6744563575958926,0.7402912621359223,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.25
0,global_z,24,384,0.7817717827432786,0.8294993396294688,0.875,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.1
0,global_z,25,355,0.6792960858585859,0.7170498330336501,0.7661971830985915,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.97
0,global_z,26,467,0.6708516187974861,0.7302296173175918,0.7730192719486081,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.93
0,global_z,27,402,0.8228571675297536,0.8199526537292495,0.9129353233830846,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.98
0,global_z,28,419,0.7179993897236431,0.7334500466853409,0.8257756563245824,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.11
0,global_z,29,440,0.8354540144179199,0.8357180710121885,0.9022727272727272,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.86
0,global_z,30,377,0.6763742445737045,0.6733296585032942,0.8594164456233422,"{'clf__C': 5, 'clf__gamma': 'scale'}",45.72
0,global_z,31,456,0.6735129394078382,0.7241931290993441,0.8157894736842105,"{'clf__C': 1, 'clf__gamma': 'scale'}",45.87
0,global_z,32,396,0.8148766015558784,0.8321446867681499,0.8914141414141414,"{'clf__C': 1, 'clf__gamma': 'scale'}",44.81
0,global_z,33,417,0.7926937441643325,0.7969820000368568,0.882494004796163,"{'clf__C': 5, 'clf__gamma': 'scale'}",42.7
0,global_z,34,369,0.8153699785854751,0.8437471320214862,0.8997289972899729,"{'clf__C': 5, 'clf__gamma': 'scale'}",43.88
0,global_z,35,512,0.6943757648815552,0.7232640295678391,0.7890625,"{'clf__C': 1, 'clf__gamma': 'scale'}",44.34
0,global_z,36,439,0.7446540558951937,0.7655414474459399,0.8405466970387244,"{'clf__C': 5, 'clf__gamma': 'scale'}",42.9
0,global_z,37,395,0.7970896620675356,0.8061183129582582,0.8962025316455696,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.87
0,global_z,38,387,0.7566382280251577,0.7605955387205388,0.8785529715762274,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.22
0,global_z,39,410,0.654431216931217,0.6616417147667147,0.8609756097560975,"{'clf__C': 1, 'clf__gamma': 'scale'}",42.99
0,global_z,40,378,0.7168191056910569,0.7229937304075235,0.8677248677248677,"{'clf__C': 5, 'clf__gamma': 'scale'}",41.91
