rung,name,subject,n_test,f1_macro,bal_acc,acc,best_params,fit_time_sec
1,mean_center,1,410,0.7437448447529076,0.747510307100193,0.7975609756097561,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.59
1,mean_center,2,300,0.8783461895396456,0.8853666499246611,0.93,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.62
1,mean_center,3,337,0.7900824673775917,0.8186958481769802,0.8902077151335311,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.76
1,mean_center,4,321,0.7718481682054552,0.7647262976385316,0.8785046728971962,"{'clf__C': 1, 'clf__gamma': 'scale'}",42.65
1,mean_center,5,423,0.7040281122151729,0.7169374667729931,0.7659574468085106,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.34
1,mean_center,6,331,0.7081519793795553,0.7327960440045826,0.7945619335347432,"{'clf__C': 5, 'clf__gamma': 'scale'}",41.18
1,mean_center,7,339,0.8174050396094594,0.8220916337814421,0.8672566371681416,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.63
1,mean_center,8,335,0.8021055172217962,0.791485751080093,0.8895522388059701,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.39
1,mean_center,9,344,0.8030752087191698,0.7993717286843128,0.8372093023255814,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.2
1,mean_center,10,298,0.7759190655931496,0.7738206726439041,0.889261744966443,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.01
1,mean_center,11,298,0.8735438771206676,0.8775252525252525,0.912751677852349,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.82
1,mean_center,12,289,0.8054420577129082,0.8087934804213874,0.8788927335640139,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.99
1,mean_center,13,452,0.9372859409981525,0.9406877483637214,0.9623893805309734,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.52
1,mean_center,14,455,0.8262971895286069,0.8478987455197133,0.9032967032967033,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.13
1,mean_center,15,359,0.8759245008494391,0.9060328616927091,0.9164345403899722,"{'clf__C': 1, 'clf__gamma': 'scale'}",42.51
1,mean_center,16,396,0.8521026262504816,0.8805087601078168,0.9065656565656566,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.58
1,mean_center,17,422,0.7689261200196114,0.7591776625267707,0.8625592417061612,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.41
1,mean_center,18,364,0.8111538257325132,0.8363288311448316,0.8928571428571429,"{'clf__C': 1, 'clf__gamma': 'scale'}",42.46
1,mean_center,19,425,0.7786675974381005,0.7941283765220591,0.8541176470588235,"{'clf__C': 5, 'clf__gamma': 'scale'}",42.26
1,mean_center,20,342,0.6271152481677369,0.6660259856630824,0.8157894736842105,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.61
1,mean_center,21,353,0.7967338757098483,0.8083219803197363,0.8895184135977338,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.86
1,mean_center,22,424,0.7302446564706239,0.7462747355171755,0.7877358490566038,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.2
1,mean_center,23,412,0.6543559579640017,0.6567544212893051,0.7548543689320388,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.13
1,mean_center,24,384,0.6672800811753198,0.6985894756838905,0.7890625,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.72
1,mean_center,25,355,0.7052337598603992,0.7208957673316779,0.7971830985915493,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.31
1,mean_center,26,467,0.7143360238231212,0.7578846874880065,0.8265524625267666,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.3
1,mean_center,27,402,0.8965216048232042,0.8986011550257177,0.9477611940298507,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.02
1,mean_center,28,419,0.7964708128527669,0.8210434173669467,0.8687350835322196,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.9
1,mean_center,29,440,0.8338036645009281,0.8301868044515103,0.8977272727272727,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.91
1,mean_center,30,377,0.7039951506649866,0.7078321127647846,0.8647214854111406,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.74
1,mean_center,31,456,0.7609250163374581,0.7621020636698129,0.8618421052631579,"{'clf__C': 5, 'clf__gamma': 'scale'}",39.77
1,mean_center,32,396,0.7718647414124691,0.7936108265027322,0.8813131313131313,"{'clf__C': 5, 'clf__gamma': 'scale'}",42.82
1,mean_center,33,417,0.8304525212292202,0.8200095827804805,0.920863309352518,"{'clf__C': 5, 'clf__gamma': 'scale'}",42.93
1,mean_center,34,369,0.8086481020807988,0.8456980322293303,0.8861788617886179,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.86
1,mean_center,35,512,0.7439284304521392,0.7687709617540912,0.818359375,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.97
1,mean_center,36,439,0.7166634393542716,0.7411786461793122,0.8337129840546698,"{'clf__C': 5, 'clf__gamma': 'scale'}",40.59
1,mean_center,37,395,0.7483082859421977,0.7548425054776433,0.8835443037974684,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.2
1,mean_center,38,387,0.7892775517720004,0.7894718013468014,0.8992248062015504,"{'clf__C': 1, 'clf__gamma': 'scale'}",40.31
1,mean_center,39,410,0.7401004554376981,0.7854181697931698,0.8658536585365854,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.14
1,mean_center,40,378,0.7021082227845513,0.7565329153605016,0.843915343915344,"{'clf__C': 1, 'clf__gamma': 'scale'}",41.71
