rung,name,subject,n_test,f1_macro,bal_acc,acc,best_params,fit_time_sec
3,mean_scale,1,410,0.7125909519464568,0.703749614554425,0.7707317073170732,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.0
3,mean_scale,2,300,0.8547801729387408,0.8540030135610246,0.9133333333333333,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.59
3,mean_scale,3,337,0.8062725682690138,0.8417144961956282,0.8961424332344213,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.64
3,mean_scale,4,321,0.7938290480497294,0.7930996150506029,0.8753894080996885,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.86
3,mean_scale,5,423,0.700117230146656,0.7197542862838916,0.7635933806146572,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.07
3,mean_scale,6,331,0.7458302503225084,0.7517721575772633,0.8308157099697885,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.69
3,mean_scale,7,339,0.8703656784641505,0.8870571436281298,0.8997050147492626,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.12
3,mean_scale,8,335,0.7569009960535384,0.7598037138584247,0.8656716417910447,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.79
3,mean_scale,9,344,0.8550352591678185,0.8598194996422734,0.877906976744186,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.79
3,mean_scale,10,298,0.7686927466596288,0.772606119844974,0.8859060402684564,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.55
3,mean_scale,11,298,0.9155724217333482,0.922979797979798,0.9395973154362416,"{'clf__C': 1, 'clf__gamma': 'scale'}",39.21
3,mean_scale,12,289,0.8666091954022989,0.8672386915410171,0.9100346020761245,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.97
3,mean_scale,13,452,0.9191861039287509,0.9257496931977559,0.9535398230088495,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.68
3,mean_scale,14,455,0.832251588378021,0.8517552832472187,0.9032967032967033,"{'clf__C': 1, 'clf__gamma': 'scale'}",38.65
3,mean_scale,15,359,0.9201858035254671,0.9384504517732589,0.9526462395543176,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.86
3,mean_scale,16,396,0.8421023609223575,0.8698393980233603,0.9015151515151515,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.24
3,mean_scale,17,422,0.7781136455854959,0.7737957346621342,0.8672985781990521,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.02
3,mean_scale,18,364,0.8219899058989346,0.8459239247876699,0.9010989010989011,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.32
3,mean_scale,19,425,0.7635765347817073,0.789400122507728,0.84,"{'clf__C': 1, 'clf__gamma': 'scale'}",36.89
3,mean_scale,20,342,0.7024249653481182,0.7268115292712067,0.8391812865497076,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.29
3,mean_scale,21,353,0.761671562503683,0.777352628709358,0.8668555240793201,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.52
3,mean_scale,22,424,0.7325229549074856,0.7418840437041556,0.8136792452830188,"{'clf__C': 1, 'clf__gamma': 'scale'}",36.66
3,mean_scale,23,412,0.6925828268572495,0.6902370884929024,0.7839805825242718,"{'clf__C': 1, 'clf__gamma': 'scale'}",36.12
3,mean_scale,24,384,0.7364858202594052,0.7573724037487335,0.8333333333333334,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.06
3,mean_scale,25,355,0.7492757907228036,0.7804699317863971,0.819718309859155,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.03
3,mean_scale,26,467,0.737498968434083,0.7785614892798343,0.8329764453961456,"{'clf__C': 1, 'clf__gamma': 'scale'}",36.54
3,mean_scale,27,402,0.8910466123173101,0.8887300010020376,0.945273631840796,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.75
3,mean_scale,28,419,0.8630633405509534,0.8737044817927171,0.9116945107398569,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.09
3,mean_scale,29,440,0.8281400057094858,0.8302927927927928,0.8977272727272727,"{'clf__C': 1, 'clf__gamma': 'scale'}",36.77
3,mean_scale,30,377,0.8538919134727061,0.8758131873900832,0.9257294429708223,"{'clf__C': 1, 'clf__gamma': 'scale'}",37.3
