model,f1_sd,f1_sd,f1_sd,f1_loso,f1_loso,f1_loso,delta_f1,delta_f1,delta_f1,bal_acc_sd,bal_acc_sd,bal_acc_sd,bal_acc_loso,bal_acc_loso,bal_acc_loso,delta_bal_acc,delta_bal_acc,delta_bal_acc
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
RF,0.8393470745911886,0.046120967188388116,40,0.7119429757912357,0.08037806582027447,40,0.12740409879995282,0.07457965926457041,40,0.8352604767357533,0.04718239226377901,40,0.7166426283345914,0.07625972669851894,40,0.11861784840116193,0.07125690793071153,40
SVM,0.8602526958295391,0.039911844284774234,40,0.7034769343774288,0.057287538489029545,40,0.15677576145211022,0.05516358886459351,40,0.8671977591278551,0.036565695429545284,40,0.7236548317795231,0.053708147642481496,40,0.1435429273483321,0.055198027328762556,40
