buffer,k,variant,subject,f1,crit_err,n_scored
50,5,probavg,2,0.9487317465174447,0.0,470
50,5,probavg,3,0.9648073022312373,0.0,544
50,5,probavg,4,0.9592537257263285,0.0,506
50,5,probavg,5,0.8408066510321177,0.02127659574468085,658
50,5,probavg,6,0.8320617999950111,0.024691358024691357,533
50,5,probavg,7,0.8891052425886978,0.0,550
50,5,probavg,8,0.9730105350363623,0.0,524
50,5,probavg,9,0.8991586539849152,0.0,541
50,5,probavg,10,0.8437318571042337,0.0,459
50,5,probavg,11,0.9868757655544375,0.0,468
50,5,probavg,12,0.98042006162339,0.0,457
50,5,probavg,13,0.9775765973598542,0.0,702
50,5,probavg,14,0.9084638317999092,0.016666666666666666,725
50,5,probavg,15,0.9824930683244316,0.0,560
50,5,probavg,16,0.9541245253001702,0.0,631
50,5,probavg,17,0.9617311504694682,0.0,653
50,5,probavg,18,0.9482276713752334,0.0547945205479452,590
50,5,probavg,19,0.9534312709466246,0.0,666
50,5,probavg,20,0.9006137069452287,0.0,549
50,5,probavg,21,0.9880200860832138,0.0,557
50,5,probavg,22,0.8724554894556134,0.008928571428571428,672
50,5,probavg,23,0.9426200827824576,0.0,654
50,5,probavg,24,0.9528055330738854,0.0,603
50,5,probavg,25,0.9555570939046762,0.0,566
50,5,probavg,26,0.9065717729691881,0.015748031496062992,739
50,5,probavg,27,0.9710295166755841,0.0,644
50,5,probavg,28,0.9436457720533928,0.0,650
50,5,probavg,29,0.9209680356588698,0.0,686
50,5,probavg,30,0.9828880016380017,0.02531645569620253,604
50,5,probavg,31,0.8514378479942513,0.0,708
50,5,probavg,32,0.981174136163953,0.0,636
50,5,probavg,33,0.9205131673373864,0.0,642
50,5,probavg,34,0.9389857578368246,0.0,582
50,5,probavg,35,0.8521617483150568,0.0670391061452514,802
50,5,probavg,36,0.817104832819894,0.0,684
50,5,probavg,37,0.8055882871860345,0.0,630
50,5,probavg,38,0.9420741608924053,0.0,621
50,5,probavg,39,0.9065160757904649,0.0,643
50,5,probavg,40,0.897656968073746,0.0,598
50,7,vote,1,0.8110025109920893,0.0,640
50,7,vote,2,0.969843789367599,0.0,470
50,7,vote,3,0.9829451345755693,0.0,544
50,7,vote,4,0.9633586950757622,0.0,506
50,7,vote,5,0.8636741892483808,0.03546099290780142,658
50,7,vote,6,0.8918058217017486,0.0,533
50,7,vote,7,0.9215442448181788,0.0,550
50,7,vote,8,0.9802455569322475,0.0,524
50,7,vote,9,0.9166234237343693,0.0,541
50,7,vote,10,0.793227552661515,0.0,459
50,7,vote,11,0.991467927631579,0.0,468
50,7,vote,12,0.9915692007797271,0.0,457
50,7,vote,13,0.9846661520010576,0.0,702
50,7,vote,14,0.9090076806178502,0.041666666666666664,725
50,7,vote,15,0.9921290830381739,0.0,560
50,7,vote,16,0.9794942971004534,0.0,631
50,7,vote,17,0.9626505188440818,0.0,653
50,7,vote,18,0.9611207716169725,0.0821917808219178,590
50,7,vote,19,0.9539688648420226,0.0,666
50,7,vote,20,0.9017750731016442,0.0,549
50,7,vote,21,0.9782441814233721,0.0,557
50,7,vote,22,0.8926162783854321,0.0,672
50,7,vote,23,0.9419955962368919,0.0,654
50,7,vote,24,0.9539035494346375,0.0,603
50,7,vote,25,0.9749345875145843,0.0,566
50,7,vote,26,0.9422948314494626,0.007874015748031496,739
50,7,vote,27,0.9932533545715116,0.0,644
50,7,vote,28,0.9325331125827815,0.0,650
50,7,vote,29,0.9333194046788186,0.0,686
50,7,vote,30,0.9922630432382871,0.012658227848101266,604
50,7,vote,31,0.8229656765088309,0.0,708
50,7,vote,32,0.9670110544904953,0.0,636
50,7,vote,33,0.9154901537331941,0.0,642
50,7,vote,34,0.963495874708614,0.0,582
50,7,vote,35,0.852397830995997,0.09497206703910614,802
50,7,vote,36,0.8237934217095598,0.0,684
50,7,vote,37,0.8212802612432384,0.0,630
50,7,vote,38,0.9586356209150326,0.0,621
50,7,vote,39,0.8845121155882302,0.0,643
50,7,vote,40,0.91141751593109,0.0,598
50,7,probavg,1,0.8401726220986518,0.0,640
50,7,probavg,2,0.9718662295070082,0.0,470
50,7,probavg,3,0.9776318415904827,0.0,544
50,7,probavg,4,0.9841329335332334,0.0,506
50,7,probavg,5,0.869363457741873,0.028368794326241134,658
50,7,probavg,6,0.9038539429435996,0.0,533
50,7,probavg,7,0.9090415523473496,0.0,550
50,7,probavg,8,0.9867802252374112,0.0,524
50,7,probavg,9,0.9324048719160445,0.0,541
50,7,probavg,10,0.880519440105058,0.0,459
50,7,probavg,11,1.0,0.0,468
50,7,probavg,12,0.9871075119236884,0.0,457
50,7,probavg,13,0.9984007394299822,0.0,702
50,7,probavg,14,0.9466025491633496,0.0,725
50,7,probavg,15,0.9980618618459884,0.0,560
50,7,probavg,16,0.980452736215448,0.0,631
50,7,probavg,17,0.967947781653977,0.0,653
50,7,probavg,18,0.9729784289292267,0.0684931506849315,590
50,7,probavg,19,0.9698666957248193,0.0,666
50,7,probavg,20,0.9118460116430113,0.0,549
50,7,probavg,21,0.9910166756320603,0.0,557
50,7,probavg,22,0.8982458653797818,0.0,672
50,7,probavg,23,0.9475226120917484,0.0,654
50,7,probavg,24,0.9769133691865632,0.0,603
50,7,probavg,25,0.967793624235342,0.0,566
50,7,probavg,26,0.9517160376720011,0.015748031496062992,739
50,7,probavg,27,0.9981517922599067,0.0,644
50,7,probavg,28,0.9766012136928988,0.0,650
50,7,probavg,29,0.946583627763528,0.0,686
50,7,probavg,30,0.9922630432382871,0.012658227848101266,604
50,7,probavg,31,0.8887328350338861,0.0,708
50,7,probavg,32,0.9893945339365887,0.0,636
50,7,probavg,33,0.9305857603207788,0.0,642
50,7,probavg,34,0.9902132801541296,0.0,582
50,7,probavg,35,0.9107810740945175,0.0335195530726257,802
50,7,probavg,36,0.8518531442184145,0.0,684
50,7,probavg,37,0.8573185080482266,0.0,630
50,7,probavg,38,0.9628570280963188,0.0,621
50,7,probavg,39,0.933831718228776,0.0,643
50,7,probavg,40,0.947759336240623,0.0,598
100,1,vote,1,0.6675042640749209,0.06451612903225806,590
100,1,vote,2,0.8180993297856777,0.0,420
100,1,vote,3,0.8986408975458781,0.03529411764705882,494
100,1,vote,4,0.8467455267774793,0.018867924528301886,456
100,1,vote,5,0.7537293999917883,0.08661417322834646,608
100,1,vote,6,0.7091046015388122,0.10144927536231885,483
100,1,vote,7,0.7594572046428906,0.025,500
100,1,vote,8,0.8524684198462498,0.04918032786885246,474
100,1,vote,9,0.8085419051331112,0.030303030303030304,491
100,1,vote,10,0.7814741546004391,0.0,409
100,1,vote,11,0.9212768671208978,0.0,418
100,1,vote,12,0.9027891181290534,0.057692307692307696,407
100,1,vote,13,0.8893401398295406,0.011627906976744186,652
100,1,vote,14,0.8284299641900652,0.06542056074766354,675
100,1,vote,15,0.8627943783236263,0.017857142857142856,510
100,1,vote,16,0.874073337528346,0.045454545454545456,581
100,1,vote,17,0.8102569190692215,0.025,603
100,1,vote,18,0.854233598543231,0.11475409836065574,540
100,1,vote,19,0.8130165510702101,0.0875,616
100,1,vote,20,0.7569637294170005,0.0,499
100,1,vote,21,0.8244190224665607,0.013888888888888888,507
100,1,vote,22,0.7520835043582663,0.04040404040404041,622
100,1,vote,23,0.8525738662391205,0.00847457627118644,604
100,1,vote,24,0.8095352069009739,0.0,553
100,1,vote,25,0.9011488082725206,0.0,516
100,1,vote,26,0.7847819752193022,0.10526315789473684,689
100,1,vote,27,0.8956312286689629,0.0,594
100,1,vote,28,0.8302895231709284,0.022988505747126436,600
100,1,vote,29,0.8277445194568223,0.06172839506172839,636
100,1,vote,30,0.8295278184651445,0.0625,554
100,1,vote,31,0.713366056740225,0.04411764705882353,658
100,1,vote,32,0.8374469410132068,0.03488372093023256,586
100,1,vote,33,0.8334946356836463,0.0,592
100,1,vote,34,0.8919311317543539,0.0,532
100,1,vote,35,0.746875419553434,0.1746987951807229,752
100,1,vote,36,0.6876400428419062,0.11940298507462686,634
100,1,vote,37,0.7875989381921689,0.017241379310344827,580
100,1,vote,38,0.8504925697459385,0.03389830508474576,571
100,1,vote,39,0.8000927345328436,0.03278688524590164,593
100,1,vote,40,0.8066555374741833,0.018518518518518517,548
100,1,probavg,1,0.6675042640749209,0.06451612903225806,590
100,1,probavg,2,0.8180993297856777,0.0,420
100,1,probavg,3,0.8986408975458781,0.03529411764705882,494
100,1,probavg,4,0.8467455267774793,0.018867924528301886,456
100,1,probavg,5,0.7537293999917883,0.08661417322834646,608
100,1,probavg,6,0.7091046015388122,0.10144927536231885,483
100,1,probavg,7,0.7594572046428906,0.025,500
100,1,probavg,8,0.8524684198462498,0.04918032786885246,474
100,1,probavg,9,0.8085419051331112,0.030303030303030304,491
100,1,probavg,10,0.7814741546004391,0.0,409
100,1,probavg,11,0.9212768671208978,0.0,418
100,1,probavg,12,0.9027891181290534,0.057692307692307696,407
100,1,probavg,13,0.8893401398295406,0.011627906976744186,652
100,1,probavg,14,0.8284299641900652,0.06542056074766354,675
100,1,probavg,15,0.8627943783236263,0.017857142857142856,510
100,1,probavg,16,0.874073337528346,0.045454545454545456,581
100,1,probavg,17,0.8102569190692215,0.025,603
100,1,probavg,18,0.854233598543231,0.11475409836065574,540
100,1,probavg,19,0.8130165510702101,0.0875,616
100,1,probavg,20,0.7569637294170005,0.0,499
100,1,probavg,21,0.8244190224665607,0.013888888888888888,507
100,1,probavg,22,0.7520835043582663,0.04040404040404041,622
100,1,probavg,23,0.8525738662391205,0.00847457627118644,604
100,1,probavg,24,0.8095352069009739,0.0,553
100,1,probavg,25,0.9011488082725206,0.0,516
100,1,probavg,26,0.7847819752193022,0.10526315789473684,689
100,1,probavg,27,0.8956312286689629,0.0,594
100,1,probavg,28,0.8302895231709284,0.022988505747126436,600
100,1,probavg,29,0.8277445194568223,0.06172839506172839,636
100,1,probavg,30,0.8295278184651445,0.0625,554
100,1,probavg,31,0.713366056740225,0.04411764705882353,658
100,1,probavg,32,0.8374469410132068,0.03488372093023256,586
100,1,probavg,33,0.8334946356836463,0.0,592
100,1,probavg,34,0.8919311317543539,0.0,532
100,1,probavg,35,0.746875419553434,0.1746987951807229,752
100,1,probavg,36,0.6876400428419062,0.11940298507462686,634
100,1,probavg,37,0.7875989381921689,0.017241379310344827,580
100,1,probavg,38,0.8504925697459385,0.03389830508474576,571
100,1,probavg,39,0.8000927345328436,0.03278688524590164,593
100,1,probavg,40,0.8066555374741833,0.018518518518518517,548
100,3,vote,1,0.7039999422708314,0.03225806451612903,590
100,3,vote,2,0.8395649736609976,0.0,420
100,3,vote,3,0.9502780502196908,0.0,494
100,3,vote,4,0.9062788082222711,0.018867924528301886,456
100,3,vote,5,0.8062009533694402,0.06299212598425197,608
100,3,vote,6,0.7540618338390845,0.07246376811594203,483
100,3,vote,7,0.8118542116587162,0.0125,500
100,3,vote,8,0.8922215336442807,0.06557377049180328,474
100,3,vote,9,0.836560772189782,0.0,491
100,3,vote,10,0.8182079305030124,0.0,409
100,3,vote,11,0.9742881525021571,0.0,418
100,3,vote,12,0.9381401819057639,0.019230769230769232,407
100,3,vote,13,0.934457633156946,0.0,652
100,3,vote,14,0.8852338338789261,0.037383177570093455,675
100,3,vote,15,0.9250653102442925,0.0,510
100,3,vote,16,0.9259502460705987,0.030303030303030304,581
100,3,vote,17,0.8692779796810456,0.0125,603
100,3,vote,18,0.8850135537399251,0.08196721311475409,540
100,3,vote,19,0.8836218652292156,0.025,616
100,3,vote,20,0.7977128227836594,0.0,499
100,3,vote,21,0.891518363141238,0.0,507
100,3,vote,22,0.802464053394042,0.020202020202020204,622
100,3,vote,23,0.9022748017937984,0.0,604
100,3,vote,24,0.876840615764378,0.0,553
100,3,vote,25,0.9496358062181253,0.0,516
100,3,vote,26,0.815512724448649,0.09649122807017543,689
100,3,vote,27,0.9309860687746924,0.0,594
100,3,vote,28,0.8778950829805712,0.022988505747126436,600
100,3,vote,29,0.8775042774314099,0.037037037037037035,636
100,3,vote,30,0.8763258980037982,0.0625,554
100,3,vote,31,0.7758005667217021,0.029411764705882353,658
100,3,vote,32,0.8908307272784182,0.0,586
100,3,vote,33,0.8931537673862545,0.0,592
100,3,vote,34,0.9157939078426436,0.0,532
100,3,vote,35,0.7742254835540026,0.1927710843373494,752
100,3,vote,36,0.7465342986133636,0.08955223880597014,634
100,3,vote,37,0.8422188425422489,0.0,580
100,3,vote,38,0.8882271946991944,0.0,571
100,3,vote,39,0.8943693354422435,0.0,593
100,3,vote,40,0.8541647745818173,0.018518518518518517,548
100,3,probavg,1,0.722959232737622,0.010752688172043012,590
100,3,probavg,2,0.854309511251758,0.0,420
100,3,probavg,3,0.9502831571568549,0.0,494
100,3,probavg,4,0.9277970874945963,0.0,456
100,3,probavg,5,0.8008761635442441,0.047244094488188976,608
100,3,probavg,6,0.7835575969593422,0.10144927536231885,483
100,3,probavg,7,0.8155453426086536,0.0,500
100,3,probavg,8,0.9106479250674173,0.01639344262295082,474
100,3,probavg,9,0.8425408185248657,0.0,491
100,3,probavg,10,0.8339109655161501,0.0,409
100,3,probavg,11,0.9793517510602707,0.0,418
100,3,probavg,12,0.9578313348359069,0.0,407
100,3,probavg,13,0.9628482347971894,0.0,652
100,3,probavg,14,0.8894811604747084,0.04672897196261682,675
100,3,probavg,15,0.9587243886569471,0.0,510
100,3,probavg,16,0.9415862251606892,0.0,581
100,3,probavg,17,0.9048260270826143,0.0,603
100,3,probavg,18,0.913928866900883,0.08196721311475409,540
100,3,probavg,19,0.9023681905340296,0.0375,616
100,3,probavg,20,0.8058372803519591,0.0,499
100,3,probavg,21,0.9028626809294026,0.0,507
100,3,probavg,22,0.8216694989421449,0.020202020202020204,622
100,3,probavg,23,0.908758690919616,0.0,604
100,3,probavg,24,0.9012502897626953,0.0,553
100,3,probavg,25,0.9564338276867551,0.0,516
100,3,probavg,26,0.8435528435592842,0.07894736842105263,689
100,3,probavg,27,0.9446293065349929,0.0,594
100,3,probavg,28,0.8945802587106935,0.0,600
100,3,probavg,29,0.8941495051829752,0.0,636
100,3,probavg,30,0.9464337049092182,0.03125,554
100,3,probavg,31,0.8132381375144725,0.0,658
100,3,probavg,32,0.9523174282528857,0.0,586
100,3,probavg,33,0.897159418790191,0.0,592
100,3,probavg,34,0.9383315678749863,0.0,532
100,3,probavg,35,0.7947962166776247,0.13253012048192772,752
100,3,probavg,36,0.7666821982345784,0.07462686567164178,634
100,3,probavg,37,0.8713685053204302,0.0,580
100,3,probavg,38,0.920374716111769,0.0,571
100,3,probavg,39,0.9024446786435376,0.0,593
100,3,probavg,40,0.8464657738095239,0.0,548
100,5,vote,1,0.7252915817127403,0.010752688172043012,590
100,5,vote,2,0.8762242435605121,0.0,420
100,5,vote,3,0.9677501814103833,0.0,494
100,5,vote,4,0.9391171402533233,0.0,456
100,5,vote,5,0.8351104613774919,0.06299212598425197,608
100,5,vote,6,0.7962539483093327,0.043478260869565216,483
100,5,vote,7,0.8679805976806423,0.0,500
100,5,vote,8,0.9494373913285684,0.03278688524590164,474
100,5,vote,9,0.8670345453271803,0.0,491
100,5,vote,10,0.8329573816706171,0.0,409
100,5,vote,11,0.9807140310515553,0.0,418
100,5,vote,12,0.9558267088544159,0.038461538461538464,407
100,5,vote,13,0.9593374288621715,0.0,652
100,5,vote,14,0.9034676270152473,0.028037383177570093,675
100,5,vote,15,0.9703267810457971,0.0,510
100,5,vote,16,0.9710632305759852,0.0,581
100,5,vote,17,0.9126856869304215,0.0,603
100,5,vote,18,0.9351507502061457,0.08196721311475409,540
100,5,vote,19,0.9256319377501507,0.0125,616
100,5,vote,20,0.85804021724661,0.0,499
100,5,vote,21,0.9715451819120144,0.0,507
100,5,vote,22,0.8484012195517372,0.010101010101010102,622
100,5,vote,23,0.9413726702469611,0.0,604
100,5,vote,24,0.9521137931516538,0.0,553
100,5,vote,25,0.9703328426841931,0.0,516
100,5,vote,26,0.8902075614224859,0.043859649122807015,689
100,5,vote,27,0.9666473277922412,0.0,594
100,5,vote,28,0.9458222042534766,0.0,600
100,5,vote,29,0.9384803122262902,0.012345679012345678,636
100,5,vote,30,0.9500581649565067,0.03125,554
100,5,vote,31,0.8010368984054682,0.0,658
100,5,vote,32,0.9429212679839682,0.0,586
100,5,vote,33,0.9145256984383487,0.0,592
100,5,vote,34,0.9407120565559415,0.0,532
100,5,vote,35,0.8296022580367146,0.14457831325301204,752
100,5,vote,36,0.7985476716274125,0.014925373134328358,634
100,5,vote,37,0.8965298943713653,0.0,580
100,5,vote,38,0.9339478248070698,0.0,571
100,5,vote,39,0.9326368595618398,0.0,593
100,5,vote,40,0.8927071859744482,0.0,548
100,5,probavg,1,0.7655793652002161,0.0,590
100,5,probavg,2,0.8954863641338314,0.0,420
100,5,probavg,3,0.9700637257323519,0.0,494
100,5,probavg,4,0.9702263822156156,0.0,456
100,5,probavg,5,0.8347953118118131,0.05511811023622047,608
100,5,probavg,6,0.8436242964832521,0.057971014492753624,483
100,5,probavg,7,0.8738094826477646,0.0,500
100,5,probavg,8,0.9775512214342001,0.0,474
100,5,probavg,9,0.8898139011983266,0.0,491
100,5,probavg,10,0.898074494949495,0.0,409
100,5,probavg,11,0.9901298868312758,0.0,418
100,5,probavg,12,0.9799192043544598,0.0,407
100,5,probavg,13,0.9898432174505795,0.0,652
100,5,probavg,14,0.9267210173912285,0.028037383177570093,675
100,5,probavg,15,0.9814232162062941,0.0,510
100,5,probavg,16,0.9628179143679974,0.0,581
100,5,probavg,17,0.9455328940428748,0.0,603
100,5,probavg,18,0.9417826316032651,0.08196721311475409,540
100,5,probavg,19,0.9581809221262687,0.0,616
100,5,probavg,20,0.8549350175787972,0.0,499
100,5,probavg,21,0.9916923853047659,0.0,507
100,5,probavg,22,0.8802651039507016,0.020202020202020204,622
100,5,probavg,23,0.9420187804298689,0.0,604
100,5,probavg,24,0.9817861724128905,0.0,553
100,5,probavg,25,0.9724454649827784,0.0,516
100,5,probavg,26,0.9048169717649603,0.02631578947368421,689
100,5,probavg,27,0.9616137251876848,0.0,594
100,5,probavg,28,0.9706926789648269,0.0,600
100,5,probavg,29,0.9726953223674335,0.0,636
100,5,probavg,30,0.9810452865228901,0.03125,554
100,5,probavg,31,0.8624650149525575,0.0,658
100,5,probavg,32,0.9809186376957462,0.0,586
100,5,probavg,33,0.9303831264095025,0.0,592
100,5,probavg,34,0.9511882913706756,0.0,532
100,5,probavg,35,0.8353105940916776,0.10843373493975904,752
100,5,probavg,36,0.8327756392843033,0.0,634
100,5,probavg,37,0.9126364392198012,0.0,580
100,5,probavg,38,0.9338430466947092,0.0,571
100,5,probavg,39,0.9379460523454755,0.0,593
100,5,probavg,40,0.9183406651193594,0.0,548
100,7,vote,1,0.7982217170536597,0.0,590
100,7,vote,2,0.8849376562985142,0.0,420
100,7,vote,3,0.9845583457554562,0.0,494
100,7,vote,4,0.9832812277026359,0.0,456
100,7,vote,5,0.8619394470202805,0.047244094488188976,608
100,7,vote,6,0.8315002565002566,0.014492753623188406,483
100,7,vote,7,0.8991072305268937,0.0,500
100,7,vote,8,0.9903836102194332,0.0,474
100,7,vote,9,0.9042396719826455,0.0,491
100,7,vote,10,0.8638885738052027,0.0,409
100,7,vote,11,0.9901298868312758,0.0,418
100,7,vote,12,0.9784268850202161,0.0,407
100,7,vote,13,0.9921615715207519,0.0,652
100,7,vote,14,0.9239909612967665,0.04672897196261682,675
100,7,vote,15,0.9882168330955777,0.0,510
100,7,vote,16,0.9833046333935561,0.0,581
100,7,vote,17,0.9361463800924434,0.0,603
100,7,vote,18,0.9429839630660092,0.11475409836065574,540
100,7,vote,19,0.9491054940112781,0.0125,616
100,7,vote,20,0.8473542538528616,0.0,499
100,7,vote,21,0.9917647331219032,0.0,507
100,7,vote,22,0.890256349804266,0.0,622
100,7,vote,23,0.9389200454192976,0.0,604
100,7,vote,24,0.9676481684350732,0.0,553
100,7,vote,25,0.9767485119047619,0.0,516
100,7,vote,26,0.9249662103864236,0.03508771929824561,689
100,7,vote,27,0.9848208843300095,0.0,594
100,7,vote,28,0.9712415110693409,0.0,600
100,7,vote,29,0.9672068608459133,0.0,636
100,7,vote,30,0.988240600418561,0.015625,554
100,7,vote,31,0.8518323901586763,0.0,658
100,7,vote,32,0.9690190190190191,0.0,586
100,7,vote,33,0.928400939171797,0.0,592
100,7,vote,34,0.9618811699061868,0.0,532
100,7,vote,35,0.8617929136210107,0.12650602409638553,752
100,7,vote,36,0.7922321066897894,0.0,634
100,7,vote,37,0.9063484687604456,0.0,580
100,7,vote,38,0.9457090609378814,0.0,571
100,7,vote,39,0.9588570748958128,0.0,593
100,7,vote,40,0.9375496812898387,0.0,548
100,7,probavg,1,0.8038966004524343,0.0,590
100,7,probavg,2,0.9334692752597588,0.0,420
100,7,probavg,3,0.9743070435488763,0.0,494
100,7,probavg,4,0.9951382988766166,0.0,456
100,7,probavg,5,0.859120408519882,0.047244094488188976,608
100,7,probavg,6,0.9070161009614965,0.014492753623188406,483
100,7,probavg,7,0.9115235842808765,0.0,500
100,7,probavg,8,0.9967601753773329,0.0,474
100,7,probavg,9,0.9146618501516706,0.0,491
100,7,probavg,10,0.9082362506674433,0.0,409
100,7,probavg,11,0.9926396547590506,0.0,418
100,7,probavg,12,0.992457352319188,0.0,407
100,7,probavg,13,1.0,0.0,652
100,7,probavg,14,0.9522527828440739,0.009345794392523364,675
100,7,probavg,15,0.9977033354464871,0.0,510
100,7,probavg,16,0.9826587526672609,0.0,581
100,7,probavg,17,0.969787708186723,0.0,603
100,7,probavg,18,0.9580630252209785,0.09836065573770492,540
100,7,probavg,19,0.9625406283856988,0.0,616
100,7,probavg,20,0.877240300220582,0.0,499
100,7,probavg,21,1.0,0.0,507
100,7,probavg,22,0.9094657969153951,0.0,622
100,7,probavg,23,0.9412004724672359,0.0,604
100,7,probavg,24,0.9981978756414847,0.0,553
100,7,probavg,25,0.974583809886898,0.0,516
100,7,probavg,26,0.9532516287882595,0.017543859649122806,689
100,7,probavg,27,0.9883195465686275,0.0,594
100,7,probavg,28,0.9880620388711133,0.0,600
100,7,probavg,29,0.9802184239254966,0.0,636
100,7,probavg,30,0.992993288590604,0.0,554
100,7,probavg,31,0.905692909781053,0.0,658
100,7,probavg,32,0.9898071122393043,0.0,586
100,7,probavg,33,0.9495601452495147,0.0,592
100,7,probavg,34,0.989182771429915,0.0,532
100,7,probavg,35,0.891206146182727,0.06626506024096386,752
100,7,probavg,36,0.8612585018002865,0.0,634
100,7,probavg,37,0.9293542998376545,0.0,580
100,7,probavg,38,0.9527547902351895,0.0,571
100,7,probavg,39,0.9653702991689881,0.0,593
100,7,probavg,40,0.9514826235942774,0.0,548
