model,heldout_subject,n_test,acc,bal_acc,f1_macro,best_params,fit_time_sec,infer_ms_per_window,feat_sel,n_features_used
SVM,1,690,0.7318840579710145,0.6802573564791345,0.6708429792681361,"{'clf__C': 1, 'clf__gamma': 'scale'}",131.70863599999575,0.7520105000003241,none,72
SVM,2,520,0.9173076923076924,0.8812819579354967,0.8729166904278644,"{'clf__C': 1, 'clf__gamma': 'scale'}",165.79491460003192,0.945584000146482,none,72
SVM,3,594,0.8838383838383839,0.8406808124660367,0.8123476884987733,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.60014009999577,0.9196305001387372,none,72
SVM,4,556,0.8597122302158273,0.7772810769168189,0.7809203568641745,"{'clf__C': 1, 'clf__gamma': 'scale'}",205.66332479997072,1.1874279999756254,none,72
SVM,5,708,0.7570621468926554,0.7226378030046962,0.698487429709867,"{'clf__C': 1, 'clf__gamma': 'scale'}",158.85653140000068,0.9141349999117664,none,72
SVM,6,583,0.8113207547169812,0.7544841911088882,0.7460078974475345,"{'clf__C': 1, 'clf__gamma': 'scale'}",158.71210760000395,0.9431284997845067,none,72
SVM,7,600,0.8283333333333334,0.7866963573645421,0.7732346983942175,"{'clf__C': 1, 'clf__gamma': 'scale'}",207.12432410003385,1.1487389999092557,none,72
SVM,8,574,0.8397212543554007,0.7491808579017881,0.74807780287718,"{'clf__C': 1, 'clf__gamma': 'scale'}",168.28369930002373,0.9019469999475404,none,72
SVM,9,591,0.8274111675126904,0.7963274730041158,0.7909824919648527,"{'clf__C': 1, 'clf__gamma': 'scale'}",202.04573060001712,1.188224499928765,none,72
SVM,10,509,0.831041257367387,0.7153225064409274,0.7102313419474202,"{'clf__C': 1, 'clf__gamma': 'scale'}",168.92576610000106,0.8865165000315756,none,72
SVM,11,518,0.9073359073359072,0.8765893282747215,0.8682620835916856,"{'clf__C': 1, 'clf__gamma': 'scale'}",207.32499059999827,1.1971649999031797,none,72
SVM,12,507,0.8757396449704142,0.8389110889110889,0.8270668452343122,"{'clf__C': 1, 'clf__gamma': 'scale'}",166.02847829996608,0.9197044998290947,none,72
SVM,13,752,0.9321808510638298,0.9049237531750098,0.8935695131978626,"{'clf__C': 1, 'clf__gamma': 'scale'}",142.45441359997494,0.9067954999045468,none,72
SVM,14,775,0.8709677419354839,0.8178568397510961,0.8058885232414644,"{'clf__C': 1, 'clf__gamma': 'scale'}",179.45778689999133,1.0421164997387675,none,72
SVM,15,610,0.8967213114754098,0.8563732418028159,0.834115365692586,"{'clf__C': 1, 'clf__gamma': 'scale'}",168.5916519999737,0.8895320000010543,none,72
SVM,16,681,0.869309838472834,0.8449585137085138,0.8171264214191113,"{'clf__C': 1, 'clf__gamma': 'scale'}",140.66213220002828,0.8435434999410063,none,72
SVM,17,703,0.8819345661450925,0.8103816914792525,0.8099535441017278,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.04596319998382,0.8937704999698326,none,72
SVM,18,640,0.8828125,0.8258821846757893,0.8119286933746366,"{'clf__C': 1, 'clf__gamma': 'scale'}",198.31814069999385,1.1624259999371134,none,72
SVM,19,716,0.8156424581005587,0.7673968570517483,0.7493323266051085,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.24702419998357,0.9840514999814332,none,72
SVM,20,599,0.8263772954924875,0.7457574810952884,0.721121202384184,"{'clf__C': 1, 'clf__gamma': 'scale'}",165.12366380001183,0.9055214998079464,none,72
SVM,21,607,0.8467874794069192,0.779032497545951,0.7627346519666744,"{'clf__C': 1, 'clf__gamma': 'scale'}",207.7865130000282,1.236170000047423,none,72
SVM,22,722,0.8102493074792244,0.7520429668667642,0.7409953852292037,"{'clf__C': 1, 'clf__gamma': 'scale'}",172.3605508999899,0.9733769999002106,none,72
SVM,23,704,0.7727272727272727,0.6912363015992978,0.6963617112667909,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.08398060000036,0.8702105001430027,none,72
SVM,24,653,0.7993874425727412,0.7278892310238867,0.7011497642333242,"{'clf__C': 1, 'clf__gamma': 'scale'}",162.8674412999535,0.9282664998318068,none,72
SVM,25,616,0.8116883116883117,0.7847903004991367,0.7520582218447945,"{'clf__C': 1, 'clf__gamma': 'scale'}",195.934449100052,1.1300325000775049,none,72
SVM,26,789,0.8174904942965779,0.7550797033432197,0.7276029762323566,"{'clf__C': 1, 'clf__gamma': 'scale'}",182.23582729999907,0.929434499994386,none,72
SVM,27,694,0.914985590778098,0.8466518944320451,0.8471334964401774,"{'clf__C': 1, 'clf__gamma': 'scale'}",202.412646199984,1.1404799998854287,none,72
SVM,28,700,0.8671428571428571,0.805626601604082,0.802751648625109,"{'clf__C': 1, 'clf__gamma': 'scale'}",183.0354088000022,0.9880774997873232,none,72
SVM,29,736,0.873641304347826,0.8008691114618671,0.8037798587399274,"{'clf__C': 1, 'clf__gamma': 'scale'}",198.1037093999912,1.228867000027094,none,72
SVM,30,654,0.8899082568807339,0.8123890520507061,0.8040059719751332,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.98236409999663,0.9501729998737574,none,72
SVM,31,758,0.8390501319261213,0.7546827216023911,0.7340918274538094,"{'clf__C': 1, 'clf__gamma': 'scale'}",406.0531851999695,2.165616999845952,none,72
SVM,32,686,0.8454810495626822,0.7478261188562083,0.7357707426793634,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.52138829999603,0.9989360001054592,none,72
