model,n_samples,n_features,subjects,cv_splits,acc_mean,bal_acc_mean,f1_macro_mean,acc_std,bal_acc_std,f1_macro_std,fit_time_mean_sec,pred_time_mean_sec,infer_time_per_window_ms,svm_c,svm_scale,rf_n_estimators,rf_max_depth,sv_support_vectors_mean,sv_frac_mean,sv_n_iter_mean
SVM_RBF_balanced_scaled,26347,81,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.918131306128755,0.8739704115432865,0.8722158923779613,0.0034634238371136516,0.004954030343742929,0.005149384742214687,15.89851874000451,6.761884859998827,1.2832362052603383,10.0,1,500,-1,7283.6,0.345561163655223,16482.7
RF_balanced,26347,81,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.9008236713036005,0.8405870730670673,0.8482417782023861,0.005274712846412715,0.008579895712346502,0.008393785824934075,17.073425139999017,1.0222917000035523,0.19400533267612105,10.0,1,500,-1,,,
