sd,p_prime,mean_f1,sd_f1,vs_noaug_pp
0.4,0.13793103448275862,0.8349581779094543,0.070507015661823,5.275817790945425
0.5,0.2,0.8378550183120914,0.0590971563941022,5.565501831209141
0.6,0.2647058823529412,0.8320069076130858,0.059176320818461484,4.980690761308582
0.8,0.39024390243902446,0.7915548167919767,0.08003426741830146,0.9354816791976694
1.0,0.5,0.7313220921759843,0.0861503456529812,-5.087790782401569
