backbone,arm,subject,channel,threshold,censored
resnet,chandrop,32,4,0.8752805738439878,False
resnet,chandrop,32,5,0.7988999948782852,False
resnet,chandrop,32,6,0.6210754441431335,False
resnet,chandrop,32,7,0.4130748302114545,False
resnet,chandrop,32,8,,True
resnet,chandrop,33,0,0.4127207970013162,False
resnet,chandrop,33,1,0.25784732768241847,False
resnet,chandrop,33,2,0.3332682701826588,False
resnet,chandrop,33,3,0.5387605260449365,False
resnet,chandrop,33,4,,True
resnet,chandrop,33,5,,True
resnet,chandrop,33,6,0.37863060406696497,False
resnet,chandrop,33,7,0.596114741802538,False
resnet,chandrop,33,8,0.06337225413163164,False
resnet,chandrop,34,0,0.5043319172879471,False
resnet,chandrop,34,1,,True
resnet,chandrop,34,2,,True
resnet,chandrop,34,3,0.36709706846994195,False
resnet,chandrop,34,4,0.3805213127191098,False
resnet,chandrop,34,5,0.7718306750244934,False
resnet,chandrop,34,6,,True
resnet,chandrop,34,7,,True
resnet,chandrop,34,8,0.3827762128878761,False
resnet,chandrop,35,0,0.7610594078663362,False
resnet,chandrop,35,1,,True
resnet,chandrop,35,2,,True
resnet,chandrop,35,3,,True
resnet,chandrop,35,4,,True
resnet,chandrop,35,5,0.5249982776340645,False
resnet,chandrop,35,6,0.8047577757699187,False
resnet,chandrop,35,7,0.5240589378713079,False
resnet,chandrop,35,8,0.3253939906425467,False
resnet,chandrop,36,0,0.3286123236230055,False
resnet,chandrop,36,1,0.6345773501533307,False
resnet,chandrop,36,2,0.6513989896545759,False
resnet,chandrop,36,3,0.37400245897416456,False
resnet,chandrop,36,4,,True
resnet,chandrop,36,5,,True
resnet,chandrop,36,6,0.3401362124871298,False
resnet,chandrop,36,7,0.7427953287713345,False
resnet,chandrop,36,8,0.8759856476043751,False
resnet,chandrop,37,0,0.6936898097898682,False
resnet,chandrop,37,1,0.781632434129566,False
resnet,chandrop,37,2,0.780481697965245,False
resnet,chandrop,37,3,0.8173901334493963,False
resnet,chandrop,37,4,0.3523274363729189,False
resnet,chandrop,37,5,0.5487976858143474,False
resnet,chandrop,37,6,0.7956207418845501,False
resnet,chandrop,37,7,0.8355389656441828,False
resnet,chandrop,37,8,0.41786509236540004,False
resnet,chandrop,38,0,0.9064668513504093,False
resnet,chandrop,38,1,,True
resnet,chandrop,38,2,,True
resnet,chandrop,38,3,,True
resnet,chandrop,38,4,0.8888113689183789,False
resnet,chandrop,38,5,0.5887932183565976,False
resnet,chandrop,38,6,0.7714479007638555,False
resnet,chandrop,38,7,0.8120103491652779,False
resnet,chandrop,38,8,0.14899828216272576,False
resnet,chandrop,39,0,0.7789069189269922,False
resnet,chandrop,39,1,0.8354100384889956,False
resnet,chandrop,39,2,,True
resnet,chandrop,39,3,0.8497123008942897,False
resnet,chandrop,39,4,0.8747138818809083,False
resnet,chandrop,39,5,0.8255280179723948,False
resnet,chandrop,39,6,,True
resnet,chandrop,39,7,0.6622574764645857,False
resnet,chandrop,39,8,,True
resnet,chandrop,40,0,0.7422814507584692,False
resnet,chandrop,40,1,0.8282171125321773,False
resnet,chandrop,40,2,,True
resnet,chandrop,40,3,0.7661213598396011,False
resnet,chandrop,40,4,0.7277199160493161,False
resnet,chandrop,40,5,,True
resnet,chandrop,40,6,,True
resnet,chandrop,40,7,0.4274092597200366,False
resnet,chandrop,40,8,0.3688192705537561,False
resnet_se,noaug,1,0,0.5941154181260014,False
resnet_se,noaug,1,1,0.7277006946741347,False
resnet_se,noaug,1,2,0.709870813889323,False
resnet_se,noaug,1,3,0.6783563777718291,False
resnet_se,noaug,1,4,0.6654440508809499,False
resnet_se,noaug,1,5,0.8902375403598345,False
resnet_se,noaug,1,6,,True
resnet_se,noaug,1,7,0.5112982327111715,False
resnet_se,noaug,1,8,0.7986633127923374,False
resnet_se,noaug,2,0,0.7751829202872093,False
resnet_se,noaug,2,1,0.9522255350093276,False
resnet_se,noaug,2,2,0.5588650602222917,False
resnet_se,noaug,2,3,0.5646430879542121,False
resnet_se,noaug,2,4,0.6018270257389039,False
resnet_se,noaug,2,5,0.6036217559633399,False
resnet_se,noaug,2,6,0.6661494111820214,False
resnet_se,noaug,2,7,0.8368271493571884,False
resnet_se,noaug,2,8,0.4945426086557012,False
resnet_se,noaug,3,0,0.8684830608074717,False
resnet_se,noaug,3,1,0.8482819680860962,False
resnet_se,noaug,3,2,0.8374909058340823,False
resnet_se,noaug,3,3,0.9677276551947875,False
resnet_se,noaug,3,4,0.7142473894497754,False
resnet_se,noaug,3,5,0.8792762688474454,False
resnet_se,noaug,3,6,0.4248272272881671,False
resnet_se,noaug,3,7,0.8801696256375784,False
resnet_se,noaug,3,8,0.4705163443955091,False
resnet_se,noaug,4,0,0.9323425789588059,False
resnet_se,noaug,4,1,0.8304695627234457,False
resnet_se,noaug,4,2,0.6739971749700215,False
resnet_se,noaug,4,3,0.7493229073149006,False
resnet_se,noaug,4,4,0.9275371338493549,False
resnet_se,noaug,4,5,0.4448598449426341,False
resnet_se,noaug,4,6,0.47900464143543336,False
resnet_se,noaug,4,7,0.6866858591176193,False
resnet_se,noaug,4,8,0.8749004243939386,False
resnet_se,noaug,5,0,0.8191376335896744,False
resnet_se,noaug,5,1,0.7604378544080166,False
resnet_se,noaug,5,2,0.4651062023304985,False
resnet_se,noaug,5,3,,True
resnet_se,noaug,5,4,0.8372753170926746,False
resnet_se,noaug,5,5,0.7798616700117671,False
resnet_se,noaug,5,6,,True
resnet_se,noaug,5,7,0.4687654175132799,False
resnet_se,noaug,5,8,0.6869177801207729,False
resnet_se,noaug,6,0,0.5512822581669932,False
resnet_se,noaug,6,1,0.8783202089351257,False
resnet_se,noaug,6,2,0.49129802845962744,False
resnet_se,noaug,6,3,0.4439421310571732,False
resnet_se,noaug,6,4,0.6914056332747816,False
resnet_se,noaug,6,5,0.6856401950230336,False
resnet_se,noaug,6,6,0.3291249244891191,False
resnet_se,noaug,6,7,0.8639802231989391,False
resnet_se,noaug,6,8,0.6675817220663905,False
resnet_se,noaug,7,0,0.7384286875541987,False
resnet_se,noaug,7,1,0.8929446830151806,False
resnet_se,noaug,7,2,0.42140368193316735,False
resnet_se,noaug,7,3,0.7312091380575562,False
resnet_se,noaug,7,4,0.6695330700559612,False
resnet_se,noaug,7,5,0.29364031412650293,False
resnet_se,noaug,7,6,0.5368656079791587,False
resnet_se,noaug,7,7,0.6403265000812198,False
resnet_se,noaug,7,8,0.7450628863827143,False
resnet_se,noaug,8,0,0.30426271309474673,False
resnet_se,noaug,8,1,0.14087989307628684,False
resnet_se,noaug,8,2,,True
resnet_se,noaug,8,3,0.38137504297147284,False
resnet_se,noaug,8,4,0.8849333220343661,False
resnet_se,noaug,8,5,0.7676125219219196,False
resnet_se,noaug,8,6,,True
resnet_se,noaug,8,7,0.4298104008768623,False
resnet_se,noaug,8,8,0.8804022963251824,False
resnet_se,noaug,9,0,0.7286530899823774,False
resnet_se,noaug,9,1,0.888699846197904,False
resnet_se,noaug,9,2,0.729304477608381,False
resnet_se,noaug,9,3,0.6361226285757613,False
resnet_se,noaug,9,4,0.8144046820699151,False
resnet_se,noaug,9,5,0.8138846473635484,False
resnet_se,noaug,9,6,0.7172965610830885,False
resnet_se,noaug,9,7,0.7117495536118191,False
resnet_se,noaug,9,8,0.6774385744035955,False
resnet_se,noaug,10,0,0.8409361612878156,False
resnet_se,noaug,10,1,0.5757402817173315,False
resnet_se,noaug,10,2,0.7403318319621386,False
resnet_se,noaug,10,3,0.8238173448968098,False
resnet_se,noaug,10,4,0.6455543027540287,False
resnet_se,noaug,10,5,0.8541491975737744,False
resnet_se,noaug,10,6,0.45344150062712174,False
resnet_se,noaug,10,7,0.8251981996179789,False
resnet_se,noaug,10,8,0.877487522605618,False
resnet_se,noaug,11,0,0.9245002787690269,False
resnet_se,noaug,11,1,0.7491768018965539,False
resnet_se,noaug,11,2,0.720735066950646,False
resnet_se,noaug,11,3,0.6766396179085985,False
resnet_se,noaug,11,4,0.6341776202108955,False
resnet_se,noaug,11,5,0.6999008337716155,False
resnet_se,noaug,11,6,0.5910251575788467,False
resnet_se,noaug,11,7,0.7321190810964158,False
resnet_se,noaug,11,8,0.8551374954382265,False
resnet_se,noaug,12,0,0.35968619022413306,False
resnet_se,noaug,12,1,0.7432884835314076,False
resnet_se,noaug,12,2,0.5689279849834287,False
resnet_se,noaug,12,3,0.5056434343481604,False
resnet_se,noaug,12,4,0.8886583994831967,False
resnet_se,noaug,12,5,0.6180180798280976,False
resnet_se,noaug,12,6,0.011886838218198886,False
resnet_se,noaug,12,7,0.5207771969403823,False
resnet_se,noaug,12,8,0.6839713316696949,False
resnet_se,noaug,13,0,0.5739030905128094,False
resnet_se,noaug,13,1,0.7307663301698076,False
resnet_se,noaug,13,2,0.6276871581309375,False
resnet_se,noaug,13,3,0.6703082030837061,False
resnet_se,noaug,13,4,0.441395817958561,False
resnet_se,noaug,13,5,0.6728202486335685,False
resnet_se,noaug,13,6,0.22952667638101457,False
resnet_se,noaug,13,7,0.2779751487355413,False
resnet_se,noaug,13,8,,True
resnet_se,noaug,14,0,0.3990530466484777,False
resnet_se,noaug,14,1,0.566581569481188,False
resnet_se,noaug,14,2,0.8258670696928035,False
resnet_se,noaug,14,3,0.762029456436273,False
resnet_se,noaug,14,4,0.37798671935117545,False
resnet_se,noaug,14,5,0.64124847216989,False
resnet_se,noaug,14,6,,True
resnet_se,noaug,14,7,0.8651964294906735,False
resnet_se,noaug,14,8,0.185892747905345,False
resnet_se,noaug,15,0,0.3902677102862392,False
resnet_se,noaug,15,1,0.7379040754392975,False
resnet_se,noaug,15,2,0.7747602279081476,False
resnet_se,noaug,15,3,0.6935992333624614,False
resnet_se,noaug,15,4,0.49590835627576907,False
resnet_se,noaug,15,5,0.8643388018047922,False
resnet_se,noaug,15,6,0.7932714104168592,False
resnet_se,noaug,15,7,0.7763297307980132,False
resnet_se,noaug,15,8,0.37231584262842643,False
resnet_se,noaug,16,0,0.6154124877891495,False
resnet_se,noaug,16,1,0.49334346392379036,False
resnet_se,noaug,16,2,0.49492203533897394,False
resnet_se,noaug,16,3,0.4766154405678721,False
resnet_se,noaug,16,4,0.8799887726199146,False
resnet_se,noaug,16,5,0.9586888341580807,False
resnet_se,noaug,16,6,0.2741100186291122,False
resnet_se,noaug,16,7,0.7417481604604204,False
resnet_se,noaug,16,8,0.7174137032247512,False
resnet_se,noaug,17,0,0.9011889315105932,False
resnet_se,noaug,17,1,0.5851389571871302,False
resnet_se,noaug,17,2,0.19284437705499513,False
resnet_se,noaug,17,3,0.7460814713201449,False
resnet_se,noaug,17,4,0.2872379780671087,False
resnet_se,noaug,17,5,0.8815194895133547,False
resnet_se,noaug,17,6,,True
resnet_se,noaug,17,7,0.41576002467613116,False
resnet_se,noaug,17,8,0.8700658268026696,False
resnet_se,noaug,18,0,0.9352135667818415,False
resnet_se,noaug,18,1,0.7796794432167669,False
resnet_se,noaug,18,2,0.5636360670249533,False
resnet_se,noaug,18,3,0.8979829963235548,False
resnet_se,noaug,18,4,0.8684307567913179,False
resnet_se,noaug,18,5,0.6033042050704174,False
resnet_se,noaug,18,6,,True
resnet_se,noaug,18,7,0.8927633365224108,False
resnet_se,noaug,18,8,0.8681208528979399,False
resnet_se,noaug,19,0,0.8357516175936371,False
resnet_se,noaug,19,1,0.7704760746950928,False
resnet_se,noaug,19,2,0.8532237370376052,False
resnet_se,noaug,19,3,0.7481605325024503,False
resnet_se,noaug,19,4,0.8760031012589486,False
resnet_se,noaug,19,5,0.8957306478201347,False
resnet_se,noaug,19,6,0.15118142055841027,False
resnet_se,noaug,19,7,0.5741579521987158,False
resnet_se,noaug,19,8,0.38883248893712213,False
resnet_se,noaug,20,0,0.42708396545939187,False
resnet_se,noaug,20,1,0.8613542531402099,False
resnet_se,noaug,20,2,0.6384031968629705,False
resnet_se,noaug,20,3,0.8040239018289237,False
resnet_se,noaug,20,4,0.42036853851060474,False
resnet_se,noaug,20,5,0.23145220928641075,False
resnet_se,noaug,20,6,0.9408477979046324,False
resnet_se,noaug,20,7,0.943292959874183,False
resnet_se,noaug,20,8,0.35713402193337507,False
resnet_se,noaug,21,0,0.9013672326674079,False
resnet_se,noaug,21,1,0.6140919162233119,False
resnet_se,noaug,21,2,0.8092306397076557,False
resnet_se,noaug,21,3,0.8761151550457309,False
resnet_se,noaug,21,4,0.1413357874279236,False
resnet_se,noaug,21,5,0.7831070793038029,False
resnet_se,noaug,21,6,,True
resnet_se,noaug,21,7,0.5477762911283253,False
resnet_se,noaug,21,8,0.8622582596642419,False
resnet_se,noaug,22,0,0.9059667687494856,False
resnet_se,noaug,22,1,0.45497649105492244,False
resnet_se,noaug,22,2,0.660579811276283,False
resnet_se,noaug,22,3,0.8426941166387302,False
resnet_se,noaug,22,4,0.8983166422457439,False
resnet_se,noaug,22,5,0.9042886228676092,False
resnet_se,noaug,22,6,0.795290180508871,False
resnet_se,noaug,22,7,0.8670699157768778,False
resnet_se,noaug,22,8,0.8956908813599349,False
resnet_se,noaug,23,0,0.7436416728071632,False
resnet_se,noaug,23,1,0.4287012743638937,False
resnet_se,noaug,23,2,0.4389149832817576,False
resnet_se,noaug,23,3,0.7077965187188662,False
resnet_se,noaug,23,4,0.47972526896033574,False
resnet_se,noaug,23,5,0.8223106036990776,False
resnet_se,noaug,23,6,0.5832033401250322,False
resnet_se,noaug,23,7,0.47501414655449525,False
resnet_se,noaug,23,8,0.8129477457664825,False
resnet_se,noaug,24,0,0.9234257559755131,False
resnet_se,noaug,24,1,0.4873877220436602,False
resnet_se,noaug,24,2,0.3330382452919077,False
resnet_se,noaug,24,3,,True
resnet_se,noaug,24,4,0.45013569700578576,False
resnet_se,noaug,24,5,0.9711539732312278,False
resnet_se,noaug,24,6,0.7650352224659627,False
resnet_se,noaug,24,7,0.6612748460888097,False
resnet_se,noaug,24,8,0.7660214067305422,False
resnet_se,noaug,25,0,0.9188919152344817,False
resnet_se,noaug,25,1,0.6383576785919488,False
resnet_se,noaug,25,2,0.7737126814115781,False
resnet_se,noaug,25,3,0.6647292535612032,False
resnet_se,noaug,25,4,0.9106674088699525,False
resnet_se,noaug,25,5,0.9152171270223511,False
resnet_se,noaug,25,6,0.15112525898350476,False
resnet_se,noaug,25,7,0.7662232852826542,False
resnet_se,noaug,25,8,0.8312229279018266,False
resnet_se,noaug,26,0,0.29729942309278035,False
resnet_se,noaug,26,1,0.17220234139734508,False
resnet_se,noaug,26,2,0.8506283074527335,False
resnet_se,noaug,26,3,,True
resnet_se,noaug,26,4,0.8762436195878133,False
resnet_se,noaug,26,5,0.9498278341845243,False
resnet_se,noaug,26,6,,True
resnet_se,noaug,26,7,,True
resnet_se,noaug,26,8,0.4773445109754234,False
resnet_se,noaug,27,0,0.4667289926014699,False
resnet_se,noaug,27,1,0.6759761348228255,False
resnet_se,noaug,27,2,0.8750118745063153,False
resnet_se,noaug,27,3,0.8147613013573602,False
resnet_se,noaug,27,4,0.1596244642139205,False
resnet_se,noaug,27,5,0.965124118687368,False
resnet_se,noaug,27,6,0.5519705934655335,False
resnet_se,noaug,27,7,0.2422830747020138,False
resnet_se,noaug,27,8,0.2429885822107285,False
resnet_se,noaug,28,0,,True
resnet_se,noaug,28,1,0.3947722814866793,False
resnet_se,noaug,28,2,0.2769311977468233,False
resnet_se,noaug,28,3,0.23690747542960072,False
resnet_se,noaug,28,4,0.904066126256405,False
resnet_se,noaug,28,5,0.5837011901560255,False
resnet_se,noaug,28,6,0.40525637738427445,False
resnet_se,noaug,28,7,0.5795040923836676,False
resnet_se,noaug,28,8,0.2570091947858307,False
resnet_se,noaug,29,0,0.7313276224557824,False
resnet_se,noaug,29,1,0.7963705429550214,False
resnet_se,noaug,29,2,0.3515599773644046,False
resnet_se,noaug,29,3,0.5013307614312705,False
resnet_se,noaug,29,4,0.9080510169683638,False
resnet_se,noaug,29,5,0.4973730609639466,False
resnet_se,noaug,29,6,0.7642527068059953,False
resnet_se,noaug,29,7,0.6856883528459783,False
resnet_se,noaug,29,8,0.6413904501517522,False
resnet_se,noaug,30,0,,True
resnet_se,noaug,30,1,0.3754665834225349,False
resnet_se,noaug,30,2,0.24464477464773207,False
resnet_se,noaug,30,3,0.6009895845805735,False
resnet_se,noaug,30,4,0.20187799029722234,False
resnet_se,noaug,30,5,0.07441521964228703,False
resnet_se,noaug,30,6,,True
resnet_se,noaug,30,7,0.030426614565782634,False
resnet_se,noaug,30,8,,True
resnet_se,noaug,31,0,0.6776027779512582,False
resnet_se,noaug,31,1,0.6296766957792816,False
resnet_se,noaug,31,2,0.7367129184230237,False
resnet_se,noaug,31,3,0.40604250392612606,False
resnet_se,noaug,31,4,0.15053686158383944,False
resnet_se,noaug,31,5,0.7765783780354535,False
resnet_se,noaug,31,6,0.12172492078659766,False
resnet_se,noaug,31,7,0.8263985781169095,False
resnet_se,noaug,31,8,0.7273490784385742,False
resnet_se,noaug,32,0,0.8628984127449886,False
resnet_se,noaug,32,1,0.6901838787317605,False
resnet_se,noaug,32,2,,True
resnet_se,noaug,32,3,0.4138596660815744,False
resnet_se,noaug,32,4,0.7471904477058791,False
resnet_se,noaug,32,5,0.8259320935466417,False
resnet_se,noaug,32,6,0.7476881520333508,False
resnet_se,noaug,32,7,0.669352975346197,False
resnet_se,noaug,32,8,0.7279865527304868,False
resnet_se,noaug,33,0,0.4818203488330483,False
resnet_se,noaug,33,1,0.6038318374442606,False
resnet_se,noaug,33,2,0.48713941654622545,False
resnet_se,noaug,33,3,0.13178762501578384,False
resnet_se,noaug,33,4,,True
resnet_se,noaug,33,5,0.5944354780717085,False
resnet_se,noaug,33,6,0.14197314854284143,False
resnet_se,noaug,33,7,0.6186110793984216,False
resnet_se,noaug,33,8,0.16061526490604588,False
resnet_se,noaug,34,0,0.6459344667248885,False
resnet_se,noaug,34,1,0.8198954902179033,False
resnet_se,noaug,34,2,0.89581989170417,False
resnet_se,noaug,34,3,0.4949222104822466,False
resnet_se,noaug,34,4,0.7226180309653163,False
resnet_se,noaug,34,5,0.44344339164266183,False
resnet_se,noaug,34,6,0.6519131000748349,False
resnet_se,noaug,34,7,0.6110072981385807,False
resnet_se,noaug,34,8,0.5107958584124532,False
resnet_se,noaug,35,0,0.4852910148769667,False
resnet_se,noaug,35,1,0.8551812227919551,False
resnet_se,noaug,35,2,0.5457859102055449,False
resnet_se,noaug,35,3,0.7304819405777341,False
resnet_se,noaug,35,4,0.1346110748454281,False
resnet_se,noaug,35,5,0.12851806601033244,False
resnet_se,noaug,35,6,,True
resnet_se,noaug,35,7,0.22050000520725918,False
resnet_se,noaug,35,8,0.44692253151248146,False
resnet_se,noaug,36,0,0.4173525818864548,False
resnet_se,noaug,36,1,0.6250972364376685,False
resnet_se,noaug,36,2,0.25463419442388613,False
resnet_se,noaug,36,3,0.6688228898865634,False
resnet_se,noaug,36,4,0.34392544661969904,False
resnet_se,noaug,36,5,0.1832657005640809,False
resnet_se,noaug,36,6,0.6270032215690826,False
resnet_se,noaug,36,7,0.8953784450865214,False
resnet_se,noaug,36,8,0.8696934075502282,False
resnet_se,noaug,37,0,0.6824624185757894,False
resnet_se,noaug,37,1,0.631551237244347,False
resnet_se,noaug,37,2,0.44422798497491406,False
resnet_se,noaug,37,3,0.511288872089638,False
resnet_se,noaug,37,4,0.16884008873630402,False
resnet_se,noaug,37,5,0.19284651399204467,False
resnet_se,noaug,37,6,0.6168519298062317,False
resnet_se,noaug,37,7,0.8370618595806818,False
resnet_se,noaug,37,8,0.7502929237934244,False
resnet_se,noaug,38,0,0.7651640131808939,False
resnet_se,noaug,38,1,0.8275547460764725,False
resnet_se,noaug,38,2,0.8210345829925567,False
resnet_se,noaug,38,3,,True
resnet_se,noaug,38,4,0.6910340916325555,False
resnet_se,noaug,38,5,0.4711840618941776,False
resnet_se,noaug,38,6,,True
resnet_se,noaug,38,7,0.7492915009448916,False
resnet_se,noaug,38,8,0.49137752201285434,False
resnet_se,noaug,39,0,0.8700909381162505,False
resnet_se,noaug,39,1,0.7635029448954893,False
resnet_se,noaug,39,2,0.11002075502375072,False
resnet_se,noaug,39,3,0.7622387426690356,False
resnet_se,noaug,39,4,0.652076926707171,False
resnet_se,noaug,39,5,0.8467857501751056,False
resnet_se,noaug,39,6,,True
resnet_se,noaug,39,7,0.4615459432353707,False
resnet_se,noaug,39,8,,True
resnet_se,noaug,40,0,0.584069113082422,False
resnet_se,noaug,40,1,0.40941596056668095,False
resnet_se,noaug,40,2,,True
resnet_se,noaug,40,3,0.3936189385527304,False
resnet_se,noaug,40,4,0.4015926906205587,False
resnet_se,noaug,40,5,0.21141281220614933,False
resnet_se,noaug,40,6,0.3515468887716905,False
resnet_se,noaug,40,7,0.7337649115280107,False
resnet_se,noaug,40,8,0.6484354615721226,False
resnet_se,chandrop,1,0,0.7316183032724163,False
resnet_se,chandrop,1,1,0.8359502680900138,False
resnet_se,chandrop,1,2,,True
resnet_se,chandrop,1,3,0.5382200494387342,False
resnet_se,chandrop,1,4,,True
resnet_se,chandrop,1,5,0.9248492484178311,False
resnet_se,chandrop,1,6,,True
resnet_se,chandrop,1,7,0.852897730873957,False
resnet_se,chandrop,1,8,,True
resnet_se,chandrop,2,0,,True
resnet_se,chandrop,2,1,0.8071760915653496,False
resnet_se,chandrop,2,2,0.7506041357902455,False
resnet_se,chandrop,2,3,0.18707134952067378,False
resnet_se,chandrop,2,4,,True
resnet_se,chandrop,2,5,0.7336235309171187,False
resnet_se,chandrop,2,6,0.1506786878270149,False
resnet_se,chandrop,2,7,0.644310301862807,False
resnet_se,chandrop,2,8,0.5077331960084879,False
resnet_se,chandrop,3,0,,True
resnet_se,chandrop,3,1,0.37014380436793903,False
resnet_se,chandrop,3,2,,True
resnet_se,chandrop,3,3,0.8505023356329756,False
resnet_se,chandrop,3,4,,True
resnet_se,chandrop,3,5,,True
resnet_se,chandrop,3,6,,True
resnet_se,chandrop,3,7,0.4007400355703648,False
resnet_se,chandrop,3,8,,True
resnet_se,chandrop,4,0,,True
resnet_se,chandrop,4,1,0.37804106201196636,False
resnet_se,chandrop,4,2,0.0774793179239508,False
resnet_se,chandrop,4,3,0.6140878997630072,False
resnet_se,chandrop,4,4,,True
resnet_se,chandrop,4,5,0.5782771110722312,False
resnet_se,chandrop,4,6,,True
resnet_se,chandrop,4,7,,True
resnet_se,chandrop,4,8,,True
resnet_se,chandrop,5,0,0.127749573349689,False
resnet_se,chandrop,5,1,,True
resnet_se,chandrop,5,2,,True
resnet_se,chandrop,5,3,,True
resnet_se,chandrop,5,4,0.6077068964205373,False
resnet_se,chandrop,5,5,0.782316168404398,False
resnet_se,chandrop,5,6,,True
resnet_se,chandrop,5,7,,True
resnet_se,chandrop,5,8,0.2529129010755713,False
resnet_se,chandrop,6,0,0.28234236479136154,False
resnet_se,chandrop,6,1,0.35018365012432473,False
resnet_se,chandrop,6,2,,True
resnet_se,chandrop,6,3,,True
resnet_se,chandrop,6,4,0.7434657927587869,False
resnet_se,chandrop,6,5,,True
resnet_se,chandrop,6,6,0.46263373243667916,False
resnet_se,chandrop,6,7,0.6921350683046831,False
resnet_se,chandrop,6,8,0.833261936471518,False
resnet_se,chandrop,7,0,0.10733287326917046,False
resnet_se,chandrop,7,1,0.8322807514262771,False
resnet_se,chandrop,7,2,0.6184001907637945,False
resnet_se,chandrop,7,3,,True
resnet_se,chandrop,7,4,0.9046804317490156,False
resnet_se,chandrop,7,5,0.7356025884249271,False
resnet_se,chandrop,7,6,0.4111219047937397,False
resnet_se,chandrop,7,7,0.15441977415296965,False
resnet_se,chandrop,7,8,0.3447066751747052,False
resnet_se,chandrop,8,0,,True
resnet_se,chandrop,8,1,,True
resnet_se,chandrop,8,2,,True
resnet_se,chandrop,8,3,0.8779530196831694,False
resnet_se,chandrop,8,4,0.7837469635913534,False
resnet_se,chandrop,8,5,0.8583568240131855,False
resnet_se,chandrop,8,6,,True
resnet_se,chandrop,8,7,0.16026244987701938,False
resnet_se,chandrop,8,8,0.4152294976837295,False
resnet_se,chandrop,9,0,,True
resnet_se,chandrop,9,1,0.20951959641789175,False
resnet_se,chandrop,9,2,,True
resnet_se,chandrop,9,3,0.31255814368723556,False
resnet_se,chandrop,9,4,0.36427377912651626,False
resnet_se,chandrop,9,5,,True
resnet_se,chandrop,9,6,,True
resnet_se,chandrop,9,7,0.6295410012488365,False
resnet_se,chandrop,9,8,,True
resnet_se,chandrop,10,0,0.6622120866893974,False
resnet_se,chandrop,10,1,0.40045314906891327,False
resnet_se,chandrop,10,2,0.39635505167591073,False
resnet_se,chandrop,10,3,0.8769662714776023,False
resnet_se,chandrop,10,4,0.825149239377096,False
resnet_se,chandrop,10,5,0.8718321863519178,False
resnet_se,chandrop,10,6,0.8772063205548136,False
resnet_se,chandrop,10,7,0.9005016186728033,False
resnet_se,chandrop,10,8,0.6458996399535164,False
resnet_se,chandrop,11,0,,True
resnet_se,chandrop,11,1,0.3654422058555101,False
resnet_se,chandrop,11,2,0.6729743824374339,False
resnet_se,chandrop,11,3,0.5419898570694028,False
resnet_se,chandrop,11,4,,True
resnet_se,chandrop,11,5,0.87214664238003,False
resnet_se,chandrop,11,6,,True
resnet_se,chandrop,11,7,,True
resnet_se,chandrop,11,8,,True
resnet_se,chandrop,12,0,,True
resnet_se,chandrop,12,1,0.8111871338201826,False
resnet_se,chandrop,12,2,0.7939339443298276,False
resnet_se,chandrop,12,3,0.7099519912929901,False
resnet_se,chandrop,12,4,0.8268868733680306,False
resnet_se,chandrop,12,5,,True
resnet_se,chandrop,12,6,,True
resnet_se,chandrop,12,7,0.5746450979187135,False
resnet_se,chandrop,12,8,0.6314322462547233,False
resnet_se,chandrop,13,0,0.419082159995835,False
resnet_se,chandrop,13,1,0.6684250475976238,False
resnet_se,chandrop,13,2,0.05994375325502188,False
resnet_se,chandrop,13,3,0.3231093968560465,False
resnet_se,chandrop,13,4,0.49781485464262826,False
resnet_se,chandrop,13,5,0.7956041740444839,False
resnet_se,chandrop,13,6,0.04320795892057211,False
resnet_se,chandrop,13,7,0.7802980155055698,False
resnet_se,chandrop,13,8,0.2618891293213598,False
resnet_se,chandrop,14,0,,True
resnet_se,chandrop,14,1,,True
resnet_se,chandrop,14,2,,True
resnet_se,chandrop,14,3,0.8672683322460704,False
resnet_se,chandrop,14,4,,True
resnet_se,chandrop,14,5,,True
resnet_se,chandrop,14,6,,True
resnet_se,chandrop,14,7,0.8074321850501265,False
resnet_se,chandrop,14,8,0.5417407311548454,False
resnet_se,chandrop,15,0,0.22324969623403443,False
resnet_se,chandrop,15,1,,True
resnet_se,chandrop,15,2,0.6403391078933467,False
resnet_se,chandrop,15,3,0.6490539081825495,False
resnet_se,chandrop,15,4,0.806872096554129,False
resnet_se,chandrop,15,5,,True
resnet_se,chandrop,15,6,0.7659654767589328,False
resnet_se,chandrop,15,7,0.9111668958771008,False
resnet_se,chandrop,15,8,,True
resnet_se,chandrop,16,0,,True
resnet_se,chandrop,16,1,,True
resnet_se,chandrop,16,2,,True
resnet_se,chandrop,16,3,,True
resnet_se,chandrop,16,4,0.6251194761706337,False
resnet_se,chandrop,16,5,0.8502608733517703,False
resnet_se,chandrop,16,6,,True
resnet_se,chandrop,16,7,0.2209130872438192,False
resnet_se,chandrop,16,8,,True
resnet_se,chandrop,17,0,0.16852689482687844,False
resnet_se,chandrop,17,1,,True
resnet_se,chandrop,17,2,0.1868543104674589,False
resnet_se,chandrop,17,3,0.13245480723205028,False
resnet_se,chandrop,17,4,0.5638003694120911,False
resnet_se,chandrop,17,5,0.6347963713605054,False
resnet_se,chandrop,17,6,,True
resnet_se,chandrop,17,7,0.22999678639968163,False
resnet_se,chandrop,17,8,0.4212513704811386,False
resnet_se,chandrop,18,0,0.024098879249802807,False
resnet_se,chandrop,18,1,,True
