subject,block,block_width,feature_channel,gate_mean,gate_sd
1,0,32,0,0.4825599491596222,0.25225830078125
1,0,32,1,0.4641737639904022,0.19878317415714264
1,0,32,2,0.3647233247756958,0.12025823444128036
1,0,32,3,0.4483506679534912,0.17543700337409973
1,0,32,4,0.5397220253944397,0.10820189863443375
1,0,32,5,0.3615192472934723,0.14575321972370148
1,0,32,6,0.4992557168006897,0.10083223134279251
1,0,32,7,0.4513219892978668,0.24467308819293976
1,0,32,8,0.3524658679962158,0.09460192173719406
1,0,32,9,0.4622463881969452,0.1672239750623703
1,0,32,10,0.5095825791358948,0.05485563725233078
1,0,32,11,0.467701256275177,0.13953599333763123
1,0,32,12,0.5832799077033997,0.14449138939380646
1,0,32,13,0.2217945009469986,0.09030941873788834
1,0,32,14,0.45194777846336365,0.05958064645528793
1,0,32,15,0.491326242685318,0.16155540943145752
1,0,32,16,0.383527547121048,0.06340248882770538
1,0,32,17,0.40413013100624084,0.15141747891902924
1,0,32,18,0.5466194748878479,0.16684818267822266
1,0,32,19,0.4899941384792328,0.10722759366035461
1,0,32,20,0.49423325061798096,0.09343596547842026
1,0,32,21,0.48503533005714417,0.05458942428231239
1,0,32,22,0.40820977091789246,0.1528439223766327
1,0,32,23,0.4127393662929535,0.1726289987564087
1,0,32,24,0.6407917141914368,0.035476308315992355
1,0,32,25,0.39769840240478516,0.15570923686027527
1,0,32,26,0.5036008954048157,0.17774377763271332
1,0,32,27,0.4544350802898407,0.0526217445731163
1,0,32,28,0.360107958316803,0.04762665554881096
1,0,32,29,0.5026021599769592,0.12174573540687561
1,0,32,30,0.5642133951187134,0.11322703212499619
1,0,32,31,0.5046804547309875,0.06318332999944687
1,1,32,0,0.6158080101013184,0.07391402870416641
1,1,32,1,0.4784029424190521,0.07591186463832855
1,1,32,2,0.5749115347862244,0.13496382534503937
1,1,32,3,0.49196675419807434,0.06206892803311348
1,1,32,4,0.5027791261672974,0.06392106413841248
1,1,32,5,0.531737208366394,0.06530613452196121
1,1,32,6,0.561728835105896,0.07403399795293808
1,1,32,7,0.5490320920944214,0.07924573123455048
1,1,32,8,0.4524880349636078,0.057053595781326294
1,1,32,9,0.49542292952537537,0.11220435053110123
1,1,32,10,0.4435347318649292,0.14101642370224
1,1,32,11,0.39172518253326416,0.09941814094781876
1,1,32,12,0.3443133234977722,0.029958143830299377
1,1,32,13,0.5265159010887146,0.12713445723056793
1,1,32,14,0.37086543440818787,0.11021210253238678
