subject,channel,f1_full,f1_occluded,drop_pp
1,0,0.6344136374270734,0.6128849942964294,2.1528643130643954
1,1,0.6344136374270734,0.6333575890283742,0.10560483986991054
1,2,0.6344136374270734,0.6404379464565755,-0.6024309029502128
1,3,0.6344136374270734,0.6061364038100001,2.827723361707324
1,4,0.6344136374270734,0.6840495391025918,-4.963590167551846
1,5,0.6344136374270734,0.6001078467739909,3.430579065308248
1,6,0.6344136374270734,0.7096657623569167,-7.525212492984334
1,7,0.6344136374270734,0.616523589740722,1.7890047686351385
1,8,0.6344136374270734,0.6428403839863632,-0.8426746559289877
2,0,0.8963449165792148,0.9091970968665748,-1.2852180287360015
2,1,0.8963449165792148,0.8793369672740816,1.7007949305133163
2,2,0.8963449165792148,0.8705068309416135,2.583808563760126
2,3,0.8963449165792148,0.8997670393098642,-0.3422122730649457
2,4,0.8963449165792148,0.9036020571615454,-0.7257140582330623
2,5,0.8963449165792148,0.8970876543283753,-0.07427377491605602
2,6,0.8963449165792148,0.8766308140764297,1.9714102502785047
2,7,0.8963449165792148,0.8613293023944446,3.501561418477017
2,8,0.8963449165792148,0.8842337726371485,1.211114394206625
3,0,0.9195909006256165,0.920235970882764,-0.06450702571474398
3,1,0.9195909006256165,0.9012957071902016,1.829519343541497
3,2,0.9195909006256165,0.9144439525061793,0.5146948119437278
3,3,0.9195909006256165,0.8536923879133386,6.589851271227798
3,4,0.9195909006256165,0.9149151252104272,0.4675775415189376
3,5,0.9195909006256165,0.9252279062153895,-0.5637005589772981
3,6,0.9195909006256165,0.9205948912712705,-0.10039906456539294
3,7,0.9195909006256165,0.898056759009334,2.153414161628253
3,8,0.9195909006256165,0.9130243109207683,0.6566589704848247
4,0,0.8989428544429962,0.9123544776734319,-1.3411623230435765
4,1,0.8989428544429962,0.8711041929843927,2.7838661458603475
4,2,0.8989428544429962,0.8721653961342508,2.677745830874534
4,3,0.8989428544429962,0.8605566460056575,3.8386208437338643
4,4,0.8989428544429962,0.8804909350216992,1.845191942129698
4,5,0.8989428544429962,0.8686758008897313,3.0267053553264867
4,6,0.8989428544429962,0.9111512316651229,-1.2208377222126754
4,7,0.8989428544429962,0.9170060750972131,-1.806322065421695
4,8,0.8989428544429962,0.9099914412246909,-1.1048586781694736
5,0,0.6469232481037075,0.6280304299672264,1.8892818136481138
5,1,0.6469232481037075,0.6693233995000046,-2.240015139629714
5,2,0.6469232481037075,0.68014428100635,-3.3221032902642555
5,3,0.6469232481037075,0.6865575781748271,-3.9634330071119606
5,4,0.6469232481037075,0.6218092105827111,2.511403752099639
5,5,0.6469232481037075,0.6278247607732784,1.909848733042907
5,6,0.6469232481037075,0.6481636514099346,-0.12404033062271003
5,7,0.6469232481037075,0.6453902489749155,0.1532999128792012
5,8,0.6469232481037075,0.6266818473600737,2.0241400743633786
6,0,0.8123459340810002,0.7681243418390014,4.422159224199884
6,1,0.8123459340810002,0.7813308606298235,3.101507345117671
6,2,0.8123459340810002,0.8127635765718191,-0.04176424908188814
6,3,0.8123459340810002,0.8466278953701027,-3.4281961289102547
6,4,0.8123459340810002,0.7981421779375586,1.4203756143441604
6,5,0.8123459340810002,0.8121757705790011,0.01701635019990544
6,6,0.8123459340810002,0.8069809710235509,0.5364963057449268
6,7,0.8123459340810002,0.7559241934553094,5.642174062569083
6,8,0.8123459340810002,0.7443979267541874,6.794800732681283
7,0,0.747192587231988,0.7873451472504025,-4.01525600184145
7,1,0.747192587231988,0.6989581928227011,4.82343944092869
7,2,0.747192587231988,0.7806644408463531,-3.347185361436511
7,3,0.747192587231988,0.8116083243301152,-6.441573709812721
7,4,0.747192587231988,0.7857565539623881,-3.856396673040008
7,5,0.747192587231988,0.8103428776805552,-6.315029044856724
7,6,0.747192587231988,0.7854800729588995,-3.828748572691154
7,7,0.747192587231988,0.7681349741756558,-2.094238694366779
7,8,0.747192587231988,0.7734532038621901,-2.626061663020207
8,0,0.8435477413635285,0.8430419861869256,0.05057551766028956
8,1,0.8435477413635285,0.8247222160687652,1.8825525294763334
8,2,0.8435477413635285,0.855206015826622,-1.1658274463093532
8,3,0.8435477413635285,0.827560554099255,1.5987187264273506
8,4,0.8435477413635285,0.8196565705488843,2.3891170814644203
8,5,0.8435477413635285,0.8091613057192704,3.438643564425814
8,6,0.8435477413635285,0.8559256610640592,-1.2377919700530704
8,7,0.8435477413635285,0.811204644756839,3.2343096606689548
8,8,0.8435477413635285,0.817638747320496,2.5908994043032485
9,0,0.8140296636221622,0.7950206817327512,1.9008981889411025
9,1,0.8140296636221622,0.791718129061237,2.2311534560925272
9,2,0.8140296636221622,0.8219355112523994,-0.7905847630237162
9,3,0.8140296636221622,0.8104169178348046,0.36127457873575963
9,4,0.8140296636221622,0.8138046505775313,0.022501304463096172
9,5,0.8140296636221622,0.8183202503442684,-0.4290586722106138
9,6,0.8140296636221622,0.7995856866863844,1.4443976935777814
9,7,0.8140296636221622,0.786414452353537,2.7615211268625206
9,8,0.8140296636221622,0.8131179009940788,0.09117626280834568
10,0,0.7585195722689537,0.7456639928698752,1.2855579399078554
10,1,0.7585195722689537,0.7357154364205195,2.2804135848434215
10,2,0.7585195722689537,0.7428076353446962,1.5711936924257541
10,3,0.7585195722689537,0.721147477812357,3.7372094456596727
10,4,0.7585195722689537,0.7379119253856539,2.0607646883299857
10,5,0.7585195722689537,0.7385227107089598,1.9996861559993917
10,6,0.7585195722689537,0.750783375799852,0.773619646910173
10,7,0.7585195722689537,0.7504203345898202,0.8099237679133564
10,8,0.7585195722689537,0.7800597639240667,-2.1540191655113006
11,0,0.9212578442229604,0.9222918376277386,-0.10339934047781663
11,1,0.9212578442229604,0.8989042045250527,2.2353639697907712
11,2,0.9212578442229604,0.9004106383355195,2.0847205887440934
11,3,0.9212578442229604,0.8642526324911235,5.7005211731836924
11,4,0.9212578442229604,0.9008791145092775,2.037872971368293
11,5,0.9212578442229604,0.9205665184153787,0.06913258075816886
11,6,0.9212578442229604,0.9377745826710226,-1.651673844806223
11,7,0.9212578442229604,0.9366635702905397,-1.5405726067579284
11,8,0.9212578442229604,0.9175192689096587,0.3738575313301684
12,0,0.9082672978027115,0.9012745580814885,0.6992739721223051
12,1,0.9082672978027115,0.8669725611503821,4.129473665232942
12,2,0.9082672978027115,0.8780317364252818,3.0235561377429776
12,3,0.9082672978027115,0.8537604777801922,5.450682002251939
12,4,0.9082672978027115,0.8823247246599919,2.594257314271964
12,5,0.9082672978027115,0.8854192426728132,2.2848055129898293
12,6,0.9082672978027115,0.9131510155267691,-0.48837177240576013
12,7,0.9082672978027115,0.8996221434041352,0.8645154398576382
12,8,0.9082672978027115,0.8846147269176529,2.3652570885058677
13,0,0.9265727771817444,0.9243786068610003,0.21941703207440932
13,1,0.9265727771817444,0.9050457817912092,2.1526995390535153
13,2,0.9265727771817444,0.9000918301896643,2.6480946992080034
13,3,0.9265727771817444,0.9056624093187576,2.0910367862986723
13,4,0.9265727771817444,0.9201059144180457,0.6466862763698678
13,5,0.9265727771817444,0.8979433158940305,2.862946128771382
13,6,0.9265727771817444,0.9241391928485634,0.24335843331809714
13,7,0.9265727771817444,0.9380210203186504,-1.1448243136906067
13,8,0.9265727771817444,0.918097852597264,0.8474924584480403
14,0,0.8260210967442924,0.8092591770248798,1.6761919719412544
14,1,0.8260210967442924,0.8034653798499198,2.2555716894372524
14,2,0.8260210967442924,0.847766603947544,-2.1745507203251635
14,3,0.8260210967442924,0.7390357870613711,8.698530968292129
14,4,0.8260210967442924,0.8319030742482152,-0.5881977503922831
14,5,0.8260210967442924,0.84441912059579,-1.8398023851497691
14,6,0.8260210967442924,0.8144487304683261,1.157236627596625
14,7,0.8260210967442924,0.7754421430033643,5.057895374092802
14,8,0.8260210967442924,0.7881776886647497,3.7843408079542673
15,0,0.9223048455516056,0.8887226941272303,3.3582151424375373
15,1,0.9223048455516056,0.8924570778519604,2.9847767699645256
15,2,0.9223048455516056,0.8711044876437894,5.1200357907816185
15,3,0.9223048455516056,0.8765807724746919,4.572407307691373
15,4,0.9223048455516056,0.9102262583858839,1.2078587165721744
15,5,0.9223048455516056,0.9059648420207306,1.6340003530875058
15,6,0.9223048455516056,0.9106781619327458,1.1626683618859879
15,7,0.9223048455516056,0.8784418022031345,4.386304334847113
15,8,0.9223048455516056,0.9354954909555797,-1.3190645403974077
16,0,0.8486924309962598,0.8561144494867059,-0.7422018490446103
16,1,0.8486924309962598,0.8516030849277813,-0.29106539315214564
16,2,0.8486924309962598,0.8441520562082615,0.45403747879982914
16,3,0.8486924309962598,0.8357361848567879,1.2956246139471883
16,4,0.8486924309962598,0.8440757025180039,0.46167284782558937
16,5,0.8486924309962598,0.8512922397223668,-0.2599808726106989
16,6,0.8486924309962598,0.8617404042098482,-1.3047973213588415
16,7,0.8486924309962598,0.8195405551759076,2.915187582035217
16,8,0.8486924309962598,0.8416988067993578,0.6993624196901971
17,0,0.845272046170371,0.8503908340140796,-0.5118787843708561
17,1,0.845272046170371,0.8660754511704559,-2.080340500008493
17,2,0.845272046170371,0.8442600182755453,0.10120278948256844
17,3,0.845272046170371,0.8453406438267768,-0.006859765640576665
17,4,0.845272046170371,0.8319698319740466,1.330221419632438
17,5,0.845272046170371,0.8270334709710803,1.823857519929073
17,6,0.845272046170371,0.8498513401752337,-0.45792940048626773
17,7,0.845272046170371,0.8420083796010807,0.32636665692903355
17,8,0.845272046170371,0.8258780642869481,1.9393981883422895
18,0,0.9086719410857341,0.8814811358258524,2.719080525988171
18,1,0.9086719410857341,0.8893934677954164,1.9278473290317732
18,2,0.9086719410857341,0.8857081780192199,2.2963763066514264
18,3,0.9086719410857341,0.8063116827171106,10.23602583686235
18,4,0.9086719410857341,0.8767946988222671,3.1877242263467
18,5,0.9086719410857341,0.8977484843880967,1.092345669763739
18,6,0.9086719410857341,0.8994144339811518,0.9257507104582285
18,7,0.9086719410857341,0.8640501332717121,4.462180781402203
18,8,0.9086719410857341,0.8519097185153554,5.676222257037877
19,0,0.853416740690089,0.8156117149555747,3.7805025734514275
19,1,0.853416740690089,0.8362565202217268,1.7160220468362186
19,2,0.853416740690089,0.8439930389285373,0.9423701761551717
19,3,0.853416740690089,0.8038593490525667,4.955739163752226
19,4,0.853416740690089,0.819438850536993,3.3977890153096046
19,5,0.853416740690089,0.8291971697671585,2.421957092293048
19,6,0.853416740690089,0.8450406530296369,0.8376087660452058
19,7,0.853416740690089,0.8134092661960297,4.000747449405928
19,8,0.853416740690089,0.8246179074385976,2.879883325149135
20,0,0.8308979467887281,0.8017136188871123,2.9184327901615736
20,1,0.8308979467887281,0.7923169633311087,3.85809834576194
20,2,0.8308979467887281,0.8220010512646376,0.8896895524090453
20,3,0.8308979467887281,0.8440675853628138,-1.3169638574085707
20,4,0.8308979467887281,0.8127694703999113,1.812847638881676
20,5,0.8308979467887281,0.8165331788145963,1.4364767974131776
20,6,0.8308979467887281,0.816776995494037,1.4120951294691042
20,7,0.8308979467887281,0.8274826861885561,0.3415260600171943
20,8,0.8308979467887281,0.7686369655564261,6.226098123230194
21,0,0.8514755023503511,0.8117134085787173,3.9762093771633755
21,1,0.8514755023503511,0.8689915892559065,-1.7516086905555395
21,2,0.8514755023503511,0.8634663422982851,-1.199083994793404
21,3,0.8514755023503511,0.820931486651209,3.0544015699142113
21,4,0.8514755023503511,0.8353546562143088,1.6120846136042255
21,5,0.8514755023503511,0.8654582776488381,-1.3982775298487016
21,6,0.8514755023503511,0.8688693771770659,-1.739387482671484
21,7,0.8514755023503511,0.8574717853003445,-0.5996282949993437
21,8,0.8514755023503511,0.8119925612369726,3.9482941113378467
22,0,0.799467711500986,0.800136873890849,-0.06691623898630317
22,1,0.799467711500986,0.8356909532211669,-3.6223241720180988
22,2,0.799467711500986,0.7746505093080436,2.4817202192942367
22,3,0.799467711500986,0.7618145500647732,3.765316143621278
22,4,0.799467711500986,0.7803710171934797,1.9096694307506268
22,5,0.799467711500986,0.8027151519245044,-0.3247440423518433
