subject,block,block_width,feature_channel,gate_mean,gate_sd
1,0,32,0,0.5271717309951782,0.21189486980438232
1,0,32,1,0.4358115494251251,0.16509296000003815
1,0,32,2,0.3645991086959839,0.10569026321172714
1,0,32,3,0.37657302618026733,0.14807115495204926
1,0,32,4,0.48465031385421753,0.08914457261562347
1,0,32,5,0.39631760120391846,0.13070261478424072
1,0,32,6,0.527001678943634,0.10338640213012695
1,0,32,7,0.39372488856315613,0.20037034153938293
1,0,32,8,0.387836217880249,0.0970950797200203
1,0,32,9,0.4227583706378937,0.16565725207328796
1,0,32,10,0.5183156132698059,0.10976598411798477
1,0,32,11,0.42310264706611633,0.11080655455589294
1,0,32,12,0.5422893166542053,0.12222222238779068
1,0,32,13,0.27022385597229004,0.08131567388772964
1,0,32,14,0.4830646812915802,0.10565952956676483
1,0,32,15,0.5007956624031067,0.09333448857069016
1,0,32,16,0.403934121131897,0.08969326317310333
1,0,32,17,0.41460105776786804,0.14510750770568848
1,0,32,18,0.5463359355926514,0.13446111977100372
1,0,32,19,0.4445232152938843,0.08409170061349869
1,0,32,20,0.4532192647457123,0.11721092462539673
1,0,32,21,0.4772520065307617,0.1101875975728035
1,0,32,22,0.42264872789382935,0.12169739603996277
1,0,32,23,0.3910191059112549,0.14351485669612885
1,0,32,24,0.6478492617607117,0.0415365993976593
1,0,32,25,0.3503204882144928,0.11612008512020111
1,0,32,26,0.5500775575637817,0.12763124704360962
1,0,32,27,0.48174434900283813,0.02811059169471264
1,0,32,28,0.41352999210357666,0.048359889537096024
1,0,32,29,0.4320890009403229,0.10708348453044891
1,0,32,30,0.5096018314361572,0.09898360818624496
1,0,32,31,0.5171305537223816,0.08237936347723007
1,1,32,0,0.592189371585846,0.08886349946260452
1,1,32,1,0.47273051738739014,0.04554687812924385
1,1,32,2,0.552268385887146,0.14236943423748016
1,1,32,3,0.47485509514808655,0.05998998135328293
1,1,32,4,0.5135644674301147,0.05847398564219475
1,1,32,5,0.546954333782196,0.07009822875261307
1,1,32,6,0.5396233201026917,0.0682993084192276
1,1,32,7,0.5249412655830383,0.10345154255628586
1,1,32,8,0.43417367339134216,0.05738183483481407
1,1,32,9,0.48125505447387695,0.09118290990591049
1,1,32,10,0.4431672990322113,0.13502879440784454
1,1,32,11,0.3887064754962921,0.08948410302400589
1,1,32,12,0.35780423879623413,0.04070751741528511
1,1,32,13,0.5327874422073364,0.1305023580789566
1,1,32,14,0.38380083441734314,0.0987759605050087
1,1,32,15,0.621735155582428,0.09060339629650116
1,1,32,16,0.39999106526374817,0.08666127175092697
1,1,32,17,0.527100682258606,0.11240096390247345
1,1,32,18,0.4488930404186249,0.09187459945678711
1,1,32,19,0.3304518461227417,0.08211178332567215
1,1,32,20,0.5896511673927307,0.0441041961312294
1,1,32,21,0.6152113676071167,0.04673183336853981
1,1,32,22,0.3776092529296875,0.08922291547060013
