model,n_samples,n_features,subjects,cv_splits,acc_mean,bal_acc_mean,f1_macro_mean,acc_std,bal_acc_std,f1_macro_std,fit_time_mean_sec,pred_time_mean_sec,infer_time_per_window_ms,svm_c,svm_scale,rf_n_estimators,rf_max_depth,sv_support_vectors_mean,sv_frac_mean,sv_n_iter_mean
SVM_RBF_balanced_scaled,26347,72,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.9191180594094635,0.8745745779319657,0.8733949177272686,0.004376692968673589,0.00753572027926024,0.007171656850873769,6.550491600000532,3.131846180005232,0.5943458799873291,10.0,1,500,-1,7209.2,0.34203136883006113,16576.63333333333
RF_balanced,26347,72,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",5,0.899115711351671,0.8374666634046548,0.8449942877837584,0.003730306343872684,0.006095498229991559,0.0063302971593485885,7.848843419994227,0.20517172000254505,0.03893644817295044,10.0,1,500,-1,,,
