subject,block,block_width,feature_channel,gate_mean,gate_sd
1,3,64,54,0.39515167474746704,0.035014741122722626
1,3,64,55,0.5345082879066467,0.06139615923166275
1,3,64,56,0.43774595856666565,0.09523307532072067
1,3,64,57,0.5160449147224426,0.07931775599718094
1,3,64,58,0.5022943615913391,0.10054360330104828
1,3,64,59,0.32831403613090515,0.07297006249427795
1,3,64,60,0.531499445438385,0.06529618054628372
1,3,64,61,0.4707086980342865,0.06736452132463455
1,3,64,62,0.3881970942020416,0.0709986537694931
1,3,64,63,0.4023122489452362,0.02679482102394104
1,4,128,0,0.417970210313797,0.10576740652322769
1,4,128,1,0.3667389452457428,0.1808127909898758
1,4,128,2,0.6661499738693237,0.17481647431850433
1,4,128,3,0.5344499945640564,0.050604186952114105
1,4,128,4,0.5904480218887329,0.14473427832126617
1,4,128,5,0.42960938811302185,0.07267891615629196
1,4,128,6,0.5371718406677246,0.06429573893547058
1,4,128,7,0.6609489321708679,0.1435985416173935
1,4,128,8,0.4691108465194702,0.0590529628098011
1,4,128,9,0.5306578874588013,0.12307023257017136
1,4,128,10,0.5337225198745728,0.0521189346909523
1,4,128,11,0.6965989470481873,0.10966059565544128
1,4,128,12,0.5406283736228943,0.057839736342430115
1,4,128,13,0.6430860161781311,0.08371079713106155
1,4,128,14,0.49117472767829895,0.14552751183509827
1,4,128,15,0.5396420359611511,0.05273820459842682
1,4,128,16,0.3872067630290985,0.0817510336637497
1,4,128,17,0.631000816822052,0.1438985913991928
1,4,128,18,0.5868186354637146,0.1186818853020668
1,4,128,19,0.34902799129486084,0.10689104348421097
1,4,128,20,0.523030161857605,0.03036668710410595
1,4,128,21,0.2661600112915039,0.1641910821199417
1,4,128,22,0.5171500444412231,0.03527168929576874
1,4,128,23,0.5266641974449158,0.03414081409573555
1,4,128,24,0.5376811623573303,0.062330856919288635
1,4,128,25,0.5458121299743652,0.08844994008541107
1,4,128,26,0.6712853312492371,0.09050822257995605
1,4,128,27,0.48382967710494995,0.04368026182055473
1,4,128,28,0.6116632223129272,0.12176036834716797
1,4,128,29,0.5935142636299133,0.13364702463150024
1,4,128,30,0.44146865606307983,0.07774379104375839
1,4,128,31,0.6118391156196594,0.09539315104484558
1,4,128,32,0.44068488478660583,0.1125522255897522
1,4,128,33,0.48964330554008484,0.05622487887740135
1,4,128,34,0.6653520464897156,0.15457186102867126
1,4,128,35,0.5368787050247192,0.12479246407747269
1,4,128,36,0.5572540163993835,0.05014583840966225
1,4,128,37,0.41787099838256836,0.059968020766973495
1,4,128,38,0.5342109203338623,0.06880269944667816
1,4,128,39,0.44499003887176514,0.06767503172159195
1,4,128,40,0.6205440163612366,0.10027806460857391
1,4,128,41,0.587838888168335,0.05196329578757286
1,4,128,42,0.540246307849884,0.044009286910295486
1,4,128,43,0.4919070899486542,0.10169157385826111
1,4,128,44,0.5736289024353027,0.06430530548095703
1,4,128,45,0.48345643281936646,0.10016539692878723
1,4,128,46,0.5672099590301514,0.07599156349897385
1,4,128,47,0.6428510546684265,0.1209699958562851
1,4,128,48,0.6346216201782227,0.1536848545074463
1,4,128,49,0.6060962677001953,0.07519959658384323
1,4,128,50,0.55484938621521,0.04004079848527908
1,4,128,51,0.5711475610733032,0.0850924476981163
1,4,128,52,0.32910460233688354,0.10408341884613037
1,4,128,53,0.5810880064964294,0.12576769292354584
1,4,128,54,0.34032756090164185,0.08153318613767624
1,4,128,55,0.5362767577171326,0.04639345034956932
1,4,128,56,0.46946385502815247,0.06343559920787811
1,4,128,57,0.6421207785606384,0.14857612550258636
1,4,128,58,0.470450222492218,0.0634726956486702
1,4,128,59,0.3233511447906494,0.14012452960014343
1,4,128,60,0.6143796443939209,0.12936019897460938
1,4,128,61,0.4024912118911743,0.0973694771528244
1,4,128,62,0.6823536157608032,0.13836757838726044
1,4,128,63,0.6435655951499939,0.09999708086252213
1,4,128,64,0.6687307357788086,0.12509681284427643
1,4,128,65,0.6291984915733337,0.07536376267671585
1,4,128,66,0.42973199486732483,0.0745539590716362
1,4,128,67,0.6295880079269409,0.12675227224826813
1,4,128,68,0.5507729649543762,0.11914090812206268
1,4,128,69,0.5207237601280212,0.061339881271123886
1,4,128,70,0.6550685167312622,0.09840457141399384
1,4,128,71,0.4662763178348541,0.0753072127699852
1,4,128,72,0.5262014269828796,0.09003756940364838
1,4,128,73,0.5149105191230774,0.041316065937280655
1,4,128,74,0.5239841341972351,0.075943723320961
1,4,128,75,0.6173060536384583,0.10863552242517471
1,4,128,76,0.5409635305404663,0.08766137063503265
1,4,128,77,0.4175848364830017,0.1280623972415924
1,4,128,78,0.49094295501708984,0.08155743777751923
1,4,128,79,0.6120343804359436,0.11311604827642441
1,4,128,80,0.6048548817634583,0.059485506266355515
1,4,128,81,0.5749834775924683,0.08524005115032196
1,4,128,82,0.5677860379219055,0.1071534976363182
1,4,128,83,0.639703631401062,0.13488651812076569
1,4,128,84,0.5951973795890808,0.04205993562936783
1,4,128,85,0.7097698450088501,0.18691766262054443
1,4,128,86,0.67935711145401,0.1793118268251419
1,4,128,87,0.4553947150707245,0.04701361805200577
1,4,128,88,0.6840531826019287,0.1287951022386551
1,4,128,89,0.424520343542099,0.15021926164627075
1,4,128,90,0.43605709075927734,0.0635441392660141
1,4,128,91,0.3780471086502075,0.1417955905199051
1,4,128,92,0.4210749566555023,0.06878091394901276
1,4,128,93,0.5883345007896423,0.07908794283866882
1,4,128,94,0.4964766800403595,0.10144299268722534
1,4,128,95,0.5071062445640564,0.030131611973047256
1,4,128,96,0.5564306974411011,0.13073982298374176
1,4,128,97,0.5260207056999207,0.08540856838226318
1,4,128,98,0.6183517575263977,0.13781899213790894
1,4,128,99,0.6245914101600647,0.15767967700958252
1,4,128,100,0.48757651448249817,0.11779092252254486
1,4,128,101,0.347522109746933,0.13147474825382233
1,4,128,102,0.5581786036491394,0.075310118496418
1,4,128,103,0.5789442658424377,0.062037352472543716
1,4,128,104,0.3814065158367157,0.12130048871040344
1,4,128,105,0.6610934138298035,0.11499597132205963
1,4,128,106,0.5390456318855286,0.07013686001300812
1,4,128,107,0.6445333957672119,0.13775420188903809
1,4,128,108,0.6494907736778259,0.0703270211815834
1,4,128,109,0.7293103337287903,0.1645697057247162
1,4,128,110,0.4007958471775055,0.04390166699886322
1,4,128,111,0.3910123407840729,0.1221417561173439
1,4,128,112,0.738240659236908,0.1334521472454071
1,4,128,113,0.36293551325798035,0.07339609414339066
1,4,128,114,0.6126274466514587,0.1630629450082779
1,4,128,115,0.454854816198349,0.11067954450845718
1,4,128,116,0.3918728530406952,0.09339480847120285
1,4,128,117,0.3875735104084015,0.05168265104293823
1,4,128,118,0.5369023084640503,0.09333604574203491
1,4,128,119,0.5867637395858765,0.0793459415435791
1,4,128,120,0.38674288988113403,0.11542615294456482
1,4,128,121,0.6605290770530701,0.15942326188087463
1,4,128,122,0.5982795357704163,0.0784851461648941
1,4,128,123,0.5002802610397339,0.04135812446475029
1,4,128,124,0.44526171684265137,0.054011669009923935
1,4,128,125,0.4114883244037628,0.06133344769477844
1,4,128,126,0.4304095208644867,0.06703111529350281
1,4,128,127,0.6828436851501465,0.11397701501846313
1,5,128,0,0.6345686912536621,0.15692880749702454
1,5,128,1,0.45037469267845154,0.10851914435625076
1,5,128,2,0.5129918456077576,0.1211790144443512
1,5,128,3,0.4908047318458557,0.014558803290128708
1,5,128,4,0.30171144008636475,0.05592047795653343
1,5,128,5,0.5503808856010437,0.04436285421252251
1,5,128,6,0.64069002866745,0.1702982485294342
1,5,128,7,0.5997283458709717,0.14141570031642914
1,5,128,8,0.45732858777046204,0.06746262311935425
