subject,arch,f1_macro,bal_acc
5,resnet_se,0.6912558261226648,0.7401270113534265
6,resnet_se,0.8107850180302005,0.8188055079963578
1,resnet_se,0.6039265018397553,0.6004803891273726
2,resnet_se,0.8751650080839695,0.8710839993204429
3,resnet_se,0.8763225066458815,0.9079705324174351
4,resnet_se,0.8563031033906255,0.8535263836569948
7,resnet_se,0.733836127293697,0.7412178676780445
8,resnet_se,0.8158767148859599,0.8227728498330116
9,resnet_se,0.845022531790909,0.8687152461505097
10,resnet_se,0.7232078016889165,0.7171992481203008
11,resnet_se,0.8965862759592181,0.890554802104703
12,resnet_se,0.8931014647920834,0.907077922077922
13,resnet_se,0.8953336145378047,0.9044539849611493
14,resnet_se,0.7742529398471505,0.8014452551983633
15,resnet_se,0.8606547114166948,0.8771937794771063
16,resnet_se,0.8419116640547494,0.8293727106227106
17,resnet_se,0.8075038800162683,0.8272744870305846
18,resnet_se,0.911515204612454,0.9209963002114165
19,resnet_se,0.8649340525874682,0.8636225383287491
20,resnet_se,0.8701981580049576,0.8703944964713575
21,resnet_se,0.8843865507367534,0.887850251123447
22,resnet_se,0.7826111508191362,0.8060687687189043
23,resnet_se,0.8379942975372339,0.8635085248195611
24,resnet_se,0.848634133689312,0.8676988772097467
25,resnet_se,0.8618275232357107,0.889995394888326
26,resnet_se,0.8066984126984127,0.8125714746619228
27,resnet_se,0.8942720615055819,0.9048716260697828
28,resnet_se,0.8200806771863219,0.8319021256521257
29,resnet_se,0.8775836113262601,0.8831577968995357
30,resnet_se,0.9142811042912462,0.9262344798059083
31,resnet_se,0.7644814868585685,0.7783884001636661
32,resnet_se,0.7788384222845365,0.7853440419229892
33,resnet_se,0.9006721881168511,0.9022610405323654
34,resnet_se,0.8038275505634809,0.8156744909502263
35,resnet_se,0.6664352082160465,0.7283831046934612
36,resnet_se,0.7623199328294754,0.8018986406619385
37,resnet_se,0.8644904394745109,0.8690926195092952
38,resnet_se,0.7816368912259324,0.7960965585138886
39,resnet_se,0.8150755130909122,0.8292147667147667
40,resnet_se,0.8004998326961763,0.8068745286576169
