subject,arch,f1_macro,bal_acc
1,resnet_se,0.6498457796880155,0.6521694500201178
2,resnet_se,0.9145172698712568,0.9133230502974509
3,resnet_se,0.8640400037642052,0.8870824982135024
4,resnet_se,0.9137043446075888,0.908339766979696
5,resnet_se,0.6531564524188329,0.6606339852184056
6,resnet_se,0.7876983883659745,0.8033416303649269
7,resnet_se,0.7966876941841468,0.7944136052853011
8,resnet_se,0.8412162581566394,0.8578242493940169
9,resnet_se,0.8126657669633037,0.807819640563297
10,resnet_se,0.803394589077723,0.8055595720069404
11,resnet_se,0.8966700221334362,0.9075465732769104
12,resnet_se,0.9128212531994362,0.9179882617382618
13,resnet_se,0.8983412102678159,0.9131424017133712
14,resnet_se,0.8570647641444102,0.8561497115269406
15,resnet_se,0.8979119338942712,0.9022427990381399
16,resnet_se,0.8099800410352478,0.8482864357864358
17,resnet_se,0.8406282383001337,0.8371247316369268
18,resnet_se,0.7724457720901945,0.774369235415747
19,resnet_se,0.8505611096510707,0.8536148252050529
20,resnet_se,0.8346033614294639,0.8464247378939511
21,resnet_se,0.8161083872021372,0.8181292377791765
22,resnet_se,0.8195238142782195,0.8281672894933099
23,resnet_se,0.7861606431845667,0.7987695931525663
24,resnet_se,0.7907788886058754,0.8279249510696762
25,resnet_se,0.8756608603221232,0.9011489067227767
26,resnet_se,0.7917267970662305,0.8082315928245525
27,resnet_se,0.8820474349402359,0.8765572397330292
28,resnet_se,0.8239320040135706,0.8231073348974786
29,resnet_se,0.8530261232311043,0.8505521404635095
30,resnet_se,0.8740755757773611,0.8727628887403325
31,resnet_se,0.762228385675664,0.7709114565324298
32,resnet_se,0.8563937881614507,0.86752938096279
33,resnet_se,0.8718716891030249,0.8794847031371532
34,resnet_se,0.9074925063581828,0.9219809241004093
35,resnet_se,0.7349713639456237,0.7436583764986855
36,resnet_se,0.8187795810889773,0.8390111681747778
37,resnet_se,0.8699512393045421,0.8632288259210958
38,resnet_se,0.8676616018001526,0.8708520739630186
39,resnet_se,0.8709976222716134,0.8638510101010102
40,resnet_se,0.8495830393853192,0.8449754901960784
