model,heldout_subject,n_test,acc,bal_acc,f1_macro,best_params,fit_time_sec,infer_ms_per_window,feat_sel,n_features_used
RF,156,4677,0.7530468248877485,0.7155094861676197,0.6698687929669299,"{'clf__max_depth': 10, 'clf__n_estimators': 400}",361.70370209997054,0.3372345000389032,none,56
RF,185,4914,0.7551892551892552,0.6769092086528978,0.654834119327567,"{'clf__max_depth': 10, 'clf__n_estimators': 400}",353.51731199998176,0.2887049998389557,none,56
RF,186,4165,0.8264105642256903,0.7424883256075716,0.7257804093148993,"{'clf__max_depth': 10, 'clf__n_estimators': 500}",366.9209695000318,0.4047454998362809,none,56
RF,188,4273,0.7479522583664873,0.5716389983595827,0.5756747658214597,"{'clf__max_depth': 10, 'clf__n_estimators': 500}",369.5480788000277,0.4504050000105053,none,56
RF,189,4918,0.7808052053680358,0.786213059991405,0.7200227155689936,"{'clf__max_depth': 10, 'clf__n_estimators': 500}",373.05456289998256,0.3926355001749471,none,56
RF,190,4498,0.7127612272120942,0.6591389773929207,0.5993986975875973,"{'clf__max_depth': 10, 'clf__n_estimators': 400}",375.6455455000396,0.3458335000323131,none,56
RF,191,3768,0.7343418259023354,0.7160799939902724,0.6352803101085083,"{'clf__max_depth': 10, 'clf__n_estimators': 500}",367.2282669999986,0.4047994999564253,none,56
RF,192,4365,0.5019473081328751,0.4646304900916008,0.4355712771620865,"{'clf__max_depth': 10, 'clf__n_estimators': 500}",417.5648825999815,0.4651460002060048,none,56
RF,193,4597,0.7269958668696976,0.6113502184079999,0.6040882420888635,"{'clf__max_depth': 10, 'clf__n_estimators': 500}",418.18364349997137,0.3977259999373927,none,56
RF,194,5350,0.8203738317757009,0.8113866407344669,0.7350430422897725,"{'clf__max_depth': 10, 'clf__n_estimators': 400}",362.0207261000178,0.3452774998731911,none,56
