model,f1_sd,f1_sd,f1_sd,f1_loso,f1_loso,f1_loso,delta_f1,delta_f1,delta_f1,bal_acc_sd,bal_acc_sd,bal_acc_sd,bal_acc_loso,bal_acc_loso,bal_acc_loso,delta_bal_acc,delta_bal_acc,delta_bal_acc
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
CNN,0.95157,0.03729360431866198,40,0.6815871874241448,0.10285826341829633,40,0.26998281257585527,0.10222964555150311,40,0.95268,0.03661326087355334,40,0.7059876316558624,0.08374652754573413,40,0.24669236834413763,0.08724043069280246,40
