label,support,precision,recall,f1
DNS,4069,0.5584386781991573,0.6188252641926764,0.5870832361855911
STDUP,14686,0.9682551160604527,0.9117526896363884,0.9391548307908119
UPS,4550,0.6784032294236376,0.6648351648351648,0.6715506715506716
WAK,3042,0.5954929577464789,0.6949375410913873,0.6413834951456311
