soft_incl,soft_excl,SVM_incl,SVM_excl,RESNET_SE_incl,RESNET_SE_excl,subject
0.6742118030836399,0.6660219976821689,0.6395547288978267,0.6399821881382648,0.6850447168522993,0.6743760487234608,1
0.8500656233473955,0.8662814545546327,0.7288320163092752,0.7462077064349791,0.8203221514445989,0.8245483332685546,2
0.8909936313814432,0.8954152401689123,0.7672408431382449,0.7619825754565486,0.885406843255321,0.8849940293624503,3
0.8434038385129925,0.8433945199634689,0.6938968597130686,0.6970134934724718,0.8608310066898736,0.859912469223202,4
0.7434529300101091,0.748797893390485,0.6339181689884363,0.6384045702639972,0.7289766267795112,0.7288805598424005,5
0.7611923285267556,0.7472577330737615,0.6188914941563078,0.6052262108732359,0.75807519397524,0.7417387013672536,6
0.7825102026568294,0.7753356746097217,0.748629499536949,0.7350930115635999,0.612445055713768,0.6061043450315255,7
0.8560814236271527,0.8522096559774743,0.7260880968041861,0.7338911267986156,0.8254058366458586,0.8234129613076981,8
0.8198477427468343,0.8137498158835581,0.7205838388011493,0.7145946822163373,0.7779835162188103,0.7706634140247627,9
0.7364761055937527,0.7376567692042093,0.6174902193294749,0.629732712951656,0.8057669052337634,0.8043148742108968,10
0.9340810640753057,0.9345491781956043,0.8401658744157773,0.8384438572007826,0.9222553398331899,0.9255158967251406,11
0.89694439271118,0.890050300392061,0.7843658807962568,0.7763744345353994,0.8742030562998595,0.8647380838389174,12
0.8783897413498563,0.8773447019086703,0.8065053593400454,0.8045749463302655,0.8581725221336124,0.855831414712268,13
0.810803867087885,0.8187760712735154,0.7048299390987612,0.706525793860944,0.7749776514991754,0.7785350479110078,14
0.8996339356299683,0.8971281618693862,0.8315833930724816,0.8298194771979938,0.8729176129222085,0.8653768341226886,15
0.8661346603940926,0.8621610108067436,0.7919965553540014,0.784857734855218,0.8299772100077771,0.8318265800019599,16
0.8515456319809449,0.8455472664564485,0.7916552586769312,0.791344737529184,0.8205226411452832,0.8135327263826291,17
0.8533725860262684,0.8476816775108096,0.768014713854167,0.7726373120907934,0.8533581459770946,0.8421425867671054,18
0.8202173202316926,0.8167916764251844,0.7268447286982249,0.7169411339554367,0.8605864794359286,0.8584048567750897,19
0.7931844173299473,0.7834118048577775,0.6712371699611894,0.6605593529966668,0.799685158642358,0.7874689987107916,20
0.8387927909063078,0.8471403050635651,0.7519944686571208,0.758190835642494,0.8572691387281439,0.862949243735579,21
0.7560634773919233,0.7520731548801869,0.6946701907941791,0.6889464168319994,0.715404639278157,0.7124101966507677,22
0.843821279163726,0.8431736330241325,0.6889922612030802,0.6855476432177205,0.8339493761407972,0.8324105850504158,23
0.7870616882849593,0.7845041590304664,0.6317668958226914,0.6133685348634402,0.7913552324745037,0.7830687404282994,24
0.8697472895368551,0.8697437176027343,0.7613893365795733,0.7637293139338129,0.8384144879931223,0.8342779180604731,25
0.7951582084272291,0.7964404911349285,0.7241938558399601,0.7305953855262503,0.7888036899807237,0.7823116296049817,26
0.8751849236992426,0.8881511564601218,0.8101073030336567,0.8152909744587701,0.8673202786366533,0.8817704010816206,27
0.7802059701468703,0.779661108981438,0.7086860088439587,0.7130777171462634,0.7873304749475718,0.7976259633346784,28
0.7955782257043361,0.7951201906438027,0.7078679026649844,0.706145995280219,0.8364665945096464,0.8355953459885084,29
0.8604022592902622,0.8558267149531007,0.7584049879486723,0.757400126500746,0.8758968974990173,0.8703170947462497,30
0.6971819647520742,0.7025715257836483,0.6533372913357188,0.651237187689842,0.689556155824133,0.691711435808289,31
0.8012240545209146,0.8112863444308057,0.7035851857635904,0.7191576499454042,0.7574475273114031,0.7665927114890879,32
0.7942227163405635,0.8012591760768861,0.6987587195386198,0.7059860848188741,0.8055573313507975,0.7963482970195983,33
0.8816154486272599,0.8857170978407706,0.7999831558770305,0.801798199264724,0.8528278017261557,0.855088199597564,34
0.7619651684272568,0.7509639812991387,0.7087155231866765,0.7081874349197516,0.7465814911324617,0.7403655964796586,35
0.6820955128363562,0.6823990960020372,0.6257173051467666,0.6239173477497841,0.6241020732053925,0.6247035612072505,36
0.7105834051832518,0.7126487471095294,0.6540964912430522,0.6504397322528971,0.7547740440335113,0.7510117584262351,37
0.8642278844177851,0.8582467535755287,0.710315837504853,0.6983924090839535,0.7578090879764456,0.7566742098640743,38
0.758880598741816,0.762319524665715,0.6575712403999701,0.6759513831868568,0.8014522314855194,0.8054097123149162,39
0.7636009513773214,0.7536745716992168,0.6819885410321256,0.6762045096148919,0.7513128572163882,0.7435771449438285,40
